symbol,date,revenue,operating_profit,opm_percent,net_profit,eps
FOCUS,2024-09-30,45.37,8.01,17.65,,0.73
FOCUS,2024-12-31,41.51,2.59,6.24,,0.0
FOCUS,2025-03-31,41.5,3.85,9.28,,0.18
FOCUS,2025-06-30,41.45,4.28,10.33,,0.32
FOCUS,2025-09-30,48.77,4.29,8.8,,0.25
FOCUS,2025-12-31,37.65,1.09,2.9,,-0.21
FOODSIN,2022-12-31,200.98,20.14,10.02,,2.23
FOODSIN,2023-03-31,332.74,33.22,9.98,,2.98
FOODSIN,2023-06-30,288.41,31.77,11.02,,2.68
FOODSIN,2023-09-30,236.79,32.86,13.88,,2.51
FOODSIN,2023-12-31,149.86,17.85,11.91,,0.7
FOODSIN,2024-03-31,345.22,37.73,10.93,,0.92
FOODSIN,2024-06-30,247.28,26.27,10.62,,0.96
FOODSIN,2024-09-30,168.7,23.55,13.96,,1.53
FOODSIN,2024-12-31,189.43,18.56,9.8,,0.11
FOODSIN,2025-03-31,397.33,47.74,12.02,,3.12
FOODSIN,2025-06-30,236.15,25.66,10.87,,0.97
FOODSIN,2025-09-30,192.51,17.59,9.14,,0.09
FOODSIN,2025-12-31,150.47,16.87,11.21,,0.06
FOSECOIND,2024-12-31,136.0,23.0,17.0,,30.61
FOSECOIND,2025-03-31,149.0,27.0,18.0,,33.93
FOSECOIND,2025-09-30,151.0,28.0,18.0,,25.82
FOSECOIND,2025-12-31,189.0,42.0,22.0,,16.72
FOSECOIND,2026-03-31,202.0,41.0,20.0,,44.86
GABRIEL,2023-06-30,806.0,69.0,9.0,,2.93
GABRIEL,2023-09-30,864.0,74.0,9.0,,3.23
GABRIEL,2023-12-31,815.0,70.0,9.0,,2.87
GABRIEL,2024-03-31,917.0,80.0,9.0,,3.41
GABRIEL,2024-06-30,947.0,91.0,10.0,,4.01
GABRIEL,2024-09-30,1027.0,99.0,10.0,,4.38
GABRIEL,2024-12-31,1017.0,91.0,9.0,,4.18
GABRIEL,2025-03-31,1073.0,109.0,10.0,,4.48
GABRIEL,2025-06-30,1098.0,105.0,10.0,,4.31
GABRIEL,2025-09-30,1180.0,113.0,10.0,,4.81
GABRIEL,2025-12-31,1179.0,107.0,9.0,,3.81
GALAPREC,2023-06-30,46.0,9.0,18.0,,17.96
GALAPREC,2023-09-30,49.0,9.0,19.0,,5.16
GALAPREC,2023-12-31,49.0,7.0,15.0,,5.83
GALAPREC,2024-03-31,57.0,14.0,24.0,,6.77
GALAPREC,2024-06-30,53.0,11.0,20.0,,6.23
GALAPREC,2024-09-30,51.0,9.0,18.0,,4.14
GALAPREC,2024-12-31,58.0,8.0,13.0,,4.18
GALAPREC,2025-03-31,75.0,13.0,17.0,,7.88
GALAPREC,2025-06-30,63.0,10.0,15.0,,5.14
GALAPREC,2025-09-30,71.0,11.0,16.0,,6.58
GALAPREC,2025-12-31,85.0,15.0,17.0,,6.52
GALAPREC,2026-03-31,95.0,17.0,18.0,,9.56
GALAXYSURF,2023-03-31,980.0,135.0,14.0,,25.53
GALAXYSURF,2023-06-30,942.0,123.0,13.0,,21.2
GALAXYSURF,2023-09-30,983.0,125.0,13.0,,21.84
GALAXYSURF,2023-12-31,940.0,112.0,12.0,,20.13
GALAXYSURF,2024-03-31,929.0,102.0,11.0,,21.86
GALAXYSURF,2024-06-30,974.0,124.0,13.0,,22.48
GALAXYSURF,2024-09-30,1063.0,128.0,12.0,,23.89
GALAXYSURF,2024-12-31,1042.0,106.0,10.0,,18.22
GALAXYSURF,2025-03-31,1145.0,127.0,11.0,,21.4
GALAXYSURF,2025-06-30,1278.0,124.0,10.0,,22.42
GALAXYSURF,2025-09-30,1326.0,110.0,8.0,,18.75
GALAXYSURF,2025-12-31,1329.0,119.0,9.0,,16.63
GALAXYSURF,2026-03-31,1315.0,122.0,9.0,,17.61
GANDHAR,2022-12-31,1098.0,70.0,6.0,,5.42
GANDHAR,2023-03-31,987.0,47.0,5.0,,2.77
GANDHAR,2023-06-30,1070.0,84.0,8.0,,5.59
GANDHAR,2023-09-30,1001.0,76.0,8.0,,4.91
GANDHAR,2023-12-31,1103.0,85.0,8.0,,4.83
GANDHAR,2024-03-31,939.0,34.0,4.0,,0.93
GANDHAR,2024-06-30,995.0,60.0,6.0,,3.15
GANDHAR,2024-09-30,935.0,40.0,4.0,,1.86
GANDHAR,2024-12-31,1005.0,42.0,4.0,,1.98
GANDHAR,2025-03-31,962.0,34.0,3.0,,1.19
GANDHAR,2025-06-30,903.0,46.0,5.0,,2.68
GANDHAR,2025-09-30,1060.0,66.0,6.0,,3.68
GANDHAR,2025-12-31,1167.0,59.0,5.0,,3.31
GANESHBE,2022-12-31,99.0,24.0,24.0,,2.23
GANESHBE,2023-03-31,134.0,23.0,17.0,,2.26
GANESHBE,2023-06-30,122.0,25.0,21.0,,2.38
GANESHBE,2023-09-30,103.0,25.0,25.0,,2.29
GANESHBE,2023-12-31,106.0,24.0,23.0,,2.36
GANESHBE,2024-03-31,146.0,21.0,14.0,,1.99
GANESHBE,2024-06-30,88.0,25.0,29.0,,2.28
GANESHBE,2024-09-30,98.0,25.0,25.0,,2.29
GANESHBE,2024-12-31,89.0,27.0,30.0,,2.55
GANESHBE,2025-03-31,100.0,32.0,32.0,,-1.83
GANESHBE,2025-06-30,96.0,29.0,30.0,,2.52
GANESHBE,2025-09-30,99.0,22.0,22.0,,3.3
GANESHBE,2025-12-31,105.0,22.0,21.0,,2.24
GANESHHOU,2022-12-31,67.0,47.0,70.0,,2.53
GANESHHOU,2023-03-31,179.0,101.0,56.0,,5.58
GANESHHOU,2023-06-30,270.0,216.0,80.0,,19.35
GANESHHOU,2023-09-30,163.0,121.0,74.0,,10.31
GANESHHOU,2023-12-31,181.0,137.0,75.0,,12.06
GANESHHOU,2024-03-31,277.0,149.0,54.0,,13.53
GANESHHOU,2024-06-30,214.0,149.0,70.0,,13.65
GANESHHOU,2024-09-30,237.0,203.0,85.0,,19.01
GANESHHOU,2024-12-31,257.0,211.0,82.0,,19.29
GANESHHOU,2025-03-31,251.0,217.0,86.0,,19.78
GANESHHOU,2025-06-30,151.0,128.0,85.0,,11.16
GANESHHOU,2025-09-30,174.0,148.0,85.0,,12.96
GANESHHOU,2025-12-31,91.0,75.0,82.0,,6.44
GANGESSECU,2023-03-31,4.47,-3.3,-73.83,,-2.74
GANGESSECU,2023-06-30,5.89,-0.32,-5.43,,-0.52
GANGESSECU,2023-09-30,13.33,8.84,66.32,,6.67
GANGESSECU,2023-12-31,12.97,1.31,10.1,,1.34
GANGESSECU,2024-03-31,2.64,-4.27,-161.74,,-4.01
GANGESSECU,2024-06-30,7.72,1.75,22.67,,1.05
GANGESSECU,2024-09-30,15.16,8.93,58.91,,7.22
GANGESSECU,2024-12-31,13.1,1.5,11.45,,0.8
GANGESSECU,2025-03-31,2.0,-5.67,-283.5,,-3.71
GANGESSECU,2025-06-30,6.36,0.88,13.84,,1.03
GANGESSECU,2025-09-30,15.51,4.95,31.91,,2.91
GANGESSECU,2025-12-31,11.24,2.23,19.84,,1.46
GANGESSECU,2026-03-31,3.0,-3.61,-120.33,,-2.71
GARFIBRES,2022-12-31,275.0,47.0,17.0,,3.59
GARFIBRES,2023-03-31,370.0,80.0,22.0,,5.86
GARFIBRES,2023-06-30,326.0,58.0,18.0,,4.22
GARFIBRES,2023-09-30,328.0,69.0,21.0,,5.15
GARFIBRES,2023-12-31,289.0,53.0,18.0,,4.25
GARFIBRES,2024-03-31,382.0,91.0,24.0,,6.88
GARFIBRES,2024-06-30,336.0,64.0,19.0,,4.71
GARFIBRES,2024-09-30,421.0,91.0,22.0,,6.64
GARFIBRES,2024-12-31,351.0,65.0,18.0,,4.81
GARFIBRES,2025-03-31,433.0,98.0,23.0,,7.16
GARFIBRES,2025-06-30,367.0,68.0,19.0,,5.35
GARFIBRES,2025-09-30,348.0,48.0,14.0,,3.22
GARFIBRES,2025-12-31,387.0,71.0,18.0,,5.66
GARUDA,2024-06-30,35.0,12.0,33.0,,1.16
GARUDA,2024-09-30,47.0,13.0,29.0,,1.37
GARUDA,2024-12-31,62.0,17.0,28.0,,1.38
GARUDA,2025-03-31,82.0,24.0,30.0,,1.94
GARUDA,2025-06-30,125.0,36.0,29.0,,3.01
GARUDA,2025-09-30,116.0,34.0,30.0,,2.92
GARUDA,2025-12-31,140.0,45.0,32.0,,3.54
GATECH,2022-12-31,2.18,0.48,22.02,,0.0
GATECH,2023-03-31,3.61,1.19,32.96,,0.0
GATECH,2023-06-30,1.87,0.55,29.41,,0.0
GATECH,2023-09-30,1.91,0.57,29.84,,0.0
GATECH,2023-12-31,1.49,0.59,39.6,,0.0
GATECH,2024-03-31,2.2,0.76,34.55,,0.0
GATECH,2024-06-30,1.64,0.68,41.46,,0.0
GATECH,2024-09-30,3.32,0.73,21.99,,0.0
GATECH,2024-12-31,3.86,1.79,46.37,,0.01
GATECH,2025-03-31,4.84,2.74,56.61,,0.02
GATECH,2025-06-30,6.7,3.86,57.61,,0.03
GATECH,2025-09-30,5.13,3.41,66.47,,0.02
GATECH,2025-12-31,4.05,2.47,60.99,,0.01
GATECHDVR,2024-09-30,3.32,0.73,21.99,,0.02
GATECHDVR,2024-12-31,3.86,1.79,46.37,,0.08
GATECHDVR,2025-06-30,6.7,3.86,57.61,,0.17
GATECHDVR,2025-09-30,5.13,3.41,66.47,,0.13
GATECHDVR,2025-12-31,4.05,2.47,60.99,,0.06
GATEWAY,2023-03-31,377.0,93.0,25.0,,1.37
GATEWAY,2023-06-30,370.0,95.0,26.0,,1.26
GATEWAY,2023-09-30,399.0,103.0,26.0,,1.46
GATEWAY,2023-12-31,393.0,98.0,25.0,,1.27
GATEWAY,2024-03-31,375.0,83.0,22.0,,1.1
GATEWAY,2024-06-30,353.0,85.0,24.0,,0.97
GATEWAY,2024-09-30,390.0,97.0,25.0,,1.2
GATEWAY,2024-12-31,403.0,97.0,24.0,,9.11
GATEWAY,2025-03-31,535.0,108.0,20.0,,-3.86
GATEWAY,2025-06-30,550.0,119.0,22.0,,1.21
GATEWAY,2025-09-30,567.0,120.0,21.0,,1.34
GATEWAY,2025-12-31,560.0,122.0,22.0,,1.36
GATEWAY,2026-03-31,534.0,118.0,22.0,,1.21
GAYAHWS,2022-12-31,1.87,1.33,71.12,,-4.0
GAYAHWS,2023-03-31,1.48,-0.47,-31.76,,4.83
GAYAHWS,2023-06-30,0.18,-0.09,-50.0,,-3.74
GAYAHWS,2023-09-30,0.18,-0.05,-27.78,,-4.13
GAYAHWS,2023-12-31,0.18,-1.21,-672.22,,-3.18
GAYAHWS,2024-03-31,1.18,-6.03,-511.02,,-7.02
GAYAHWS,2024-06-30,1.68,1.09,64.88,,-3.13
GAYAHWS,2024-09-30,0.65,-0.58,-89.23,,-1.89
GAYAHWS,2024-12-31,2.18,-3.16,-144.95,,-4.1
GAYAHWS,2025-03-31,1.18,-2.08,-176.27,,56.22
GAYAHWS,2025-06-30,0.0,-0.21,,,-0.09
GAYAHWS,2025-09-30,0.0,-1.88,,,-0.14
GAYAHWS,2025-12-31,0.0,-0.28,,,-0.12
GCSL,2022-12-31,0.96,-0.35,-36.46,,0.35
GCSL,2023-03-31,7.07,4.99,70.58,,9.83
GCSL,2023-06-30,5.31,1.56,29.38,,0.94
GCSL,2023-12-31,43.75,23.05,52.69,,8.55
GCSL,2024-03-31,53.86,15.99,29.69,,4.1
GCSL,2024-06-30,39.61,9.41,23.76,,2.29
GCSL,2024-09-30,93.68,16.67,17.79,,4.39
GCSL,2024-12-31,65.7,-12.45,-18.95,,1.53
GCSL,2025-03-31,59.87,-12.27,-20.49,,-7.57
GCSL,2025-06-30,21.98,1.72,7.83,,0.34
GCSL,2025-09-30,79.56,31.75,39.91,,5.06
GCSL,2025-12-31,42.16,-0.34,-0.81,,0.71
GCSL,2026-03-31,34.82,9.71,27.89,,2.07
GEECEE,2022-12-31,8.1,3.06,37.78,,1.03
GEECEE,2023-03-31,4.33,-14.88,-343.65,,-5.32
GEECEE,2023-06-30,11.19,7.29,65.15,,2.72
GEECEE,2023-09-30,8.63,5.18,60.02,,2.13
GEECEE,2023-12-31,13.72,10.29,75.0,,4.4
GEECEE,2024-03-31,63.14,22.22,35.19,,8.56
GEECEE,2024-06-30,31.26,14.27,45.65,,5.17
GEECEE,2024-09-30,29.22,15.85,54.24,,6.0
GEECEE,2024-12-31,58.74,26.23,44.65,,9.33
GEECEE,2025-03-31,15.8,4.48,28.35,,1.86
GEECEE,2025-06-30,7.63,4.09,53.6,,1.6
GEECEE,2025-09-30,17.67,12.24,69.27,,4.9
GEECEE,2025-12-31,16.33,6.9,42.25,,2.36
GENCON,2024-12-31,93.29,8.08,8.66,,0.32
GENCON,2025-03-31,106.8,11.19,10.48,,1.09
GENCON,2025-06-30,51.96,8.59,16.53,,0.35
GENCON,2025-09-30,61.59,8.28,13.44,,0.38
GENCON,2025-12-31,80.59,9.94,12.33,,0.43
GENESYS,2022-12-31,54.43,19.36,35.57,,2.13
GENESYS,2023-03-31,46.62,16.32,35.01,,0.57
GENESYS,2023-06-30,34.55,5.8,16.79,,-1.41
GENESYS,2023-09-30,33.19,7.7,23.2,,-0.87
GENESYS,2023-12-31,59.34,30.78,51.87,,4.19
GENESYS,2024-03-31,71.17,36.25,50.93,,3.76
GENESYS,2024-06-30,55.76,20.41,36.6,,1.36
GENESYS,2024-09-30,72.02,29.38,40.79,,2.83
GENESYS,2024-12-31,89.09,42.57,47.78,,5.2
GENESYS,2025-03-31,94.16,49.77,52.86,,4.76
GENESYS,2025-06-30,70.87,29.5,41.63,,1.71
GENESYS,2025-09-30,76.95,29.99,38.97,,2.88
GENESYS,2025-12-31,75.78,15.75,20.78,,0.26
GENUSPAPER,2022-12-31,141.64,6.52,4.6,,-0.19
GENUSPAPER,2023-03-31,223.35,12.92,5.78,,-0.01
GENUSPAPER,2023-06-30,178.18,12.5,7.02,,-0.04
GENUSPAPER,2023-09-30,193.98,18.77,9.68,,0.16
GENUSPAPER,2023-12-31,155.26,14.01,9.02,,-0.0
GENUSPAPER,2024-03-31,184.42,13.5,7.32,,0.02
GENUSPAPER,2024-06-30,210.86,18.82,8.93,,0.11
GENUSPAPER,2024-09-30,211.09,14.89,7.05,,-0.02
GENUSPAPER,2024-12-31,213.09,17.11,8.03,,0.02
GENUSPAPER,2025-03-31,228.21,17.38,7.62,,-0.0
GENUSPAPER,2025-06-30,255.45,20.17,7.9,,0.11
GENUSPAPER,2025-09-30,244.49,22.24,9.1,,0.15
GENUSPAPER,2025-12-31,237.52,18.29,7.7,,0.11
GEOJITFSL,2023-03-31,111.0,33.0,30.0,,1.02
GEOJITFSL,2023-06-30,110.0,32.0,29.0,,0.75
GEOJITFSL,2023-09-30,144.0,57.0,39.0,,1.3
GEOJITFSL,2023-12-31,152.0,58.0,38.0,,1.32
GEOJITFSL,2024-03-31,208.0,81.0,39.0,,1.81
GEOJITFSL,2024-06-30,181.0,76.0,42.0,,1.6
GEOJITFSL,2024-09-30,218.0,94.0,43.0,,2.01
GEOJITFSL,2024-12-31,172.0,63.0,37.0,,1.29
GEOJITFSL,2025-03-31,177.0,52.0,29.0,,1.12
GEOJITFSL,2025-06-30,153.0,48.0,31.0,,0.99
GEOJITFSL,2025-09-30,170.0,39.0,23.0,,0.8
GEOJITFSL,2025-12-31,160.0,38.0,24.0,,0.46
GEOJITFSL,2026-03-31,188.0,37.0,19.0,,0.63
GFLLIMITED,2022-12-31,1.0,0.0,5.0,,-1.6
GFLLIMITED,2023-03-31,1.0,-55.0,,,205.48
GFLLIMITED,2023-06-30,1.0,-14.0,,,-1.11
GFLLIMITED,2023-09-30,1.0,0.0,60.0,,2.16
GFLLIMITED,2023-12-31,1.0,0.0,53.0,,0.13
GFLLIMITED,2024-03-31,1.0,-23.0,,,-1.86
GFLLIMITED,2024-06-30,1.0,-30.0,,,-2.41
GFLLIMITED,2024-09-30,1.0,-3.0,-325.0,,-3.22
GFLLIMITED,2024-12-31,1.0,0.0,52.0,,0.42
GFLLIMITED,2025-03-31,1.0,-21.0,,,-1.66
GFLLIMITED,2025-06-30,1.0,-10.0,,,-0.74
GFLLIMITED,2025-09-30,1.0,1.0,58.0,,1.33
GFLLIMITED,2025-12-31,1.0,1.0,57.0,,1.18
GICHSGFIN,2022-12-31,,,,,12.15
GICHSGFIN,2023-03-31,,,,,9.72
GICHSGFIN,2023-06-30,,,,,5.91
GICHSGFIN,2023-09-30,,,,,5.61
GICHSGFIN,2023-12-31,,,,,6.62
GICHSGFIN,2024-03-31,,,,,9.97
GICHSGFIN,2024-06-30,,,,,7.24
GICHSGFIN,2024-09-30,,,,,6.78
GICHSGFIN,2024-12-31,,,,,9.23
GICHSGFIN,2025-03-31,,,,,6.54
GICHSGFIN,2025-06-30,,,,,1.38
GICHSGFIN,2025-09-30,,,,,9.29
GICHSGFIN,2025-12-31,,,,,8.11
GICL,2024-06-30,30.73,1.58,5.14,,0.09
GICL,2024-09-30,39.49,1.31,3.32,,0.05
GICL,2024-12-31,38.31,2.7,7.05,,0.15
GICL,2025-03-31,48.13,3.51,7.29,,0.19
GICL,2025-06-30,35.4,3.16,8.93,,0.16
GICL,2025-09-30,37.57,3.55,9.45,,0.16
GICL,2025-12-31,47.31,10.17,21.5,,0.39
GILLANDERS,2023-03-31,77.42,-16.62,-21.47,,-5.07
GILLANDERS,2023-06-30,87.68,-2.62,-2.99,,-2.46
GILLANDERS,2023-09-30,105.42,9.0,8.54,,1.71
GILLANDERS,2023-12-31,101.43,-24.33,-23.99,,-10.47
GILLANDERS,2024-03-31,68.75,-15.66,-22.78,,-11.55
GILLANDERS,2024-06-30,84.85,-5.26,-6.2,,-4.6
GILLANDERS,2024-09-30,126.75,25.29,19.95,,10.06
GILLANDERS,2024-12-31,127.64,7.77,6.09,,6.11
GILLANDERS,2025-03-31,103.94,-2.09,-2.01,,0.96
GILLANDERS,2025-06-30,88.37,-0.12,-0.14,,-2.56
GILLANDERS,2025-09-30,132.28,19.52,14.76,,6.68
GILLANDERS,2025-12-31,106.83,8.34,7.81,,2.13
GILLANDERS,2026-03-31,103.39,-4.35,-4.21,,-1.82
GKSL,2024-09-30,9.41,4.86,51.65,,18.39
GKSL,2024-12-31,11.79,4.6,39.02,,15.53
GKSL,2025-06-30,15.26,8.62,56.49,,0.85
GKSL,2025-09-30,12.93,5.12,39.6,,0.47
GKSL,2025-12-31,23.25,6.9,29.68,,0.37
GLOBAL,2022-12-31,11.39,6.4,56.19,,0.82
GLOBAL,2023-03-31,21.98,14.85,67.56,,1.94
GLOBAL,2023-06-30,14.68,9.29,63.28,,1.68
GLOBAL,2023-09-30,23.25,14.44,62.11,,2.15
GLOBAL,2023-12-31,18.5,11.99,64.81,,1.8
GLOBAL,2024-03-31,18.44,7.76,42.08,,1.05
GLOBAL,2024-06-30,14.48,7.8,53.87,,1.39
GLOBAL,2024-09-30,24.63,13.69,55.58,,2.1
GLOBAL,2024-12-31,16.7,6.24,37.37,,1.2
GLOBAL,2025-03-31,16.48,6.52,39.56,,0.83
GLOBAL,2025-06-30,14.83,6.03,40.66,,0.83
GLOBAL,2025-09-30,25.92,8.6,33.18,,1.45
GLOBAL,2025-12-31,29.0,9.83,33.9,,1.31
GLOBE,2023-06-30,136.4,2.88,2.11,,0.04
GLOBE,2023-09-30,110.88,6.97,6.29,,0.04
GLOBE,2023-12-31,103.67,4.67,4.5,,0.04
GLOBE,2024-03-31,107.94,2.03,1.88,,0.07
GLOBE,2024-06-30,124.42,5.43,4.36,,0.06
GLOBE,2024-09-30,147.96,7.08,4.79,,0.08
GLOBE,2024-12-31,151.59,5.88,3.88,,0.06
GLOBE,2025-03-31,130.02,6.79,5.22,,0.0
GLOBE,2025-06-30,148.28,7.87,5.31,,0.03
GLOBE,2025-09-30,156.56,7.45,4.76,,0.1
GLOBE,2025-12-31,159.46,9.12,5.72,,0.04
GLOSTERLTD,2022-12-31,158.19,22.01,13.91,,11.38
GLOSTERLTD,2023-03-31,178.3,15.84,8.88,,7.64
GLOSTERLTD,2023-06-30,162.04,15.98,9.86,,7.13
GLOSTERLTD,2023-09-30,162.43,17.78,10.95,,6.11
GLOSTERLTD,2023-12-31,136.95,11.01,8.04,,1.99
GLOSTERLTD,2024-03-31,184.98,20.12,10.88,,7.02
GLOSTERLTD,2024-06-30,135.9,5.93,4.36,,-7.72
GLOSTERLTD,2024-09-30,142.85,11.14,7.8,,-3.12
GLOSTERLTD,2024-12-31,177.69,14.99,8.44,,0.76
GLOSTERLTD,2025-03-31,278.34,14.43,5.18,,-2.12
GLOSTERLTD,2025-06-30,305.63,30.04,9.83,,2.74
GLOSTERLTD,2025-09-30,360.11,39.52,10.97,,7.01
GLOSTERLTD,2025-12-31,382.59,36.85,9.63,,-0.68
GMBREW,2025-03-31,169.0,29.0,17.0,,26.46
GMBREW,2025-12-31,202.0,53.0,26.0,,18.39
GMBREW,2026-03-31,202.0,52.0,26.0,,23.67
GNRL,2022-12-31,3.26,0.53,16.26,,-0.15
GNRL,2023-03-31,3.36,-0.01,-0.3,,-0.1
GNRL,2023-06-30,6.13,2.75,44.86,,0.09
GNRL,2023-09-30,7.0,-0.37,-5.29,,-0.23
GNRL,2023-12-31,6.42,2.25,35.05,,0.05
GNRL,2024-03-31,7.84,0.89,11.35,,-0.22
GNRL,2024-06-30,6.41,2.56,39.94,,0.06
GNRL,2024-09-30,4.93,1.7,34.48,,-0.04
GNRL,2024-12-31,4.38,0.12,2.74,,-0.2
GNRL,2025-03-31,4.33,-2.85,-65.82,,-0.12
GNRL,2025-06-30,3.35,0.27,8.06,,0.15
GNRL,2025-09-30,8.65,4.84,55.95,,0.3
GNRL,2025-12-31,7.32,3.55,48.5,,0.24
GODAVARIB,2023-09-30,239.31,-31.55,-13.18,,-15.53
GODAVARIB,2023-12-31,398.02,44.78,11.25,,9.16
GODAVARIB,2024-03-31,615.19,113.83,18.5,,15.54
GODAVARIB,2024-06-30,522.53,-12.24,-2.34,,-6.23
GODAVARIB,2024-09-30,320.95,-32.62,-10.16,,-17.88
GODAVARIB,2024-12-31,447.27,36.1,8.07,,1.13
GODAVARIB,2025-03-31,579.5,112.4,19.4,,14.06
GODAVARIB,2025-06-30,533.24,5.76,1.08,,-3.13
GODAVARIB,2025-09-30,430.75,-7.92,-1.84,,-8.13
GODAVARIB,2025-12-31,459.85,43.07,9.37,,1.61
GOKUL,2022-12-31,545.61,10.06,1.84,,0.34
GOKUL,2023-03-31,863.25,17.53,2.03,,0.6
GOKUL,2023-06-30,588.02,11.26,1.91,,0.26
GOKUL,2023-09-30,927.43,17.92,1.93,,-0.47
GOKUL,2023-12-31,807.13,12.76,1.58,,0.2
GOKUL,2024-03-31,697.41,4.25,0.61,,0.2
GOKUL,2024-06-30,788.05,8.41,1.07,,0.25
GOKUL,2024-09-30,855.97,11.58,1.35,,0.52
GOKUL,2024-12-31,1006.76,7.03,0.7,,0.06
GOKUL,2025-03-31,860.07,9.33,1.08,,0.67
GOKUL,2025-06-30,926.43,13.85,1.49,,0.39
GOKUL,2025-09-30,1062.65,8.36,0.79,,0.36
GOKUL,2025-12-31,1075.61,10.61,0.99,,0.53
GOLDTECH,2022-12-31,27.45,0.96,3.5,,0.15
GOLDTECH,2023-03-31,26.39,-0.21,-0.8,,-0.21
GOLDTECH,2023-06-30,18.81,0.13,0.69,,-0.09
GOLDTECH,2023-09-30,24.97,0.16,0.64,,-0.06
GOLDTECH,2023-12-31,26.28,0.06,0.23,,-0.27
GOLDTECH,2024-03-31,23.22,-0.51,-2.2,,-0.21
GOLDTECH,2024-06-30,17.8,0.47,2.64,,-0.1
GOLDTECH,2024-09-30,20.19,-3.23,-16.0,,2.87
GOLDTECH,2024-12-31,22.11,-0.11,-0.5,,-0.12
GOLDTECH,2025-03-31,28.8,0.22,0.76,,0.21
GOLDTECH,2025-06-30,19.24,-3.48,-18.09,,1.5
GOLDTECH,2025-09-30,33.48,3.43,10.24,,-0.03
GOLDTECH,2025-12-31,40.59,3.26,8.03,,0.0
GOODLUCK,2022-12-31,706.0,48.0,7.0,,6.75
GOODLUCK,2023-03-31,765.0,58.0,8.0,,10.26
GOODLUCK,2023-06-30,858.0,70.0,8.0,,10.49
GOODLUCK,2023-09-30,886.0,72.0,8.0,,12.73
GOODLUCK,2023-12-31,878.0,74.0,8.0,,11.2
GOODLUCK,2024-03-31,902.0,66.0,7.0,,11.6
GOODLUCK,2024-06-30,913.0,75.0,8.0,,10.91
GOODLUCK,2024-09-30,976.0,71.0,7.0,,14.11
GOODLUCK,2024-12-31,942.0,80.0,9.0,,12.51
GOODLUCK,2025-03-31,1105.0,85.0,8.0,,12.81
GOODLUCK,2025-06-30,983.0,92.0,9.0,,12.08
GOODLUCK,2025-09-30,991.0,92.0,9.0,,12.75
GOODLUCK,2025-12-31,1037.0,101.0,10.0,,13.13
GOYALALUM,2022-12-31,19.85,1.58,7.96,,0.04
GOYALALUM,2023-03-31,9.46,0.43,4.55,,0.04
GOYALALUM,2023-06-30,16.24,0.91,5.6,,0.05
GOYALALUM,2023-09-30,12.39,0.79,6.38,,0.04
GOYALALUM,2023-12-31,14.85,0.99,6.67,,0.06
GOYALALUM,2024-03-31,24.98,0.56,2.24,,0.04
GOYALALUM,2024-06-30,19.22,0.69,3.59,,0.04
GOYALALUM,2024-09-30,21.68,0.73,3.37,,0.04
GOYALALUM,2024-12-31,19.86,0.62,3.12,,0.06
GOYALALUM,2025-03-31,15.76,0.17,1.08,,0.01
GOYALALUM,2025-06-30,17.87,0.25,1.4,,0.04
GOYALALUM,2025-09-30,12.14,0.67,5.52,,0.1
GOYALALUM,2025-12-31,17.03,1.05,6.17,,0.03
GPTINFRA,2022-12-31,200.0,21.0,11.0,,0.65
GPTINFRA,2023-03-31,268.0,24.0,9.0,,0.89
GPTINFRA,2023-06-30,236.0,26.0,11.0,,1.14
GPTINFRA,2023-09-30,234.0,31.0,13.0,,1.16
GPTINFRA,2023-12-31,254.0,30.0,12.0,,1.28
GPTINFRA,2024-03-31,295.0,34.0,12.0,,1.39
GPTINFRA,2024-06-30,242.0,32.0,13.0,,1.44
GPTINFRA,2024-09-30,288.0,31.0,11.0,,1.4
GPTINFRA,2024-12-31,278.0,34.0,12.0,,1.7
GPTINFRA,2025-03-31,381.0,39.0,10.0,,1.92
GPTINFRA,2025-06-30,313.0,37.0,12.0,,1.86
GPTINFRA,2025-09-30,279.0,40.0,14.0,,1.73
GPTINFRA,2025-12-31,284.0,38.0,14.0,,1.59
GRANDOAK,2019-03-31,,,,,-0.72
GRANDOAK,2019-06-30,,,,,0.38
GRANDOAK,2019-09-30,,,,,0.43
GRANDOAK,2019-12-31,,,,,0.27
GRANDOAK,2023-09-30,,,,,0.0
GRANDOAK,2023-12-31,,,,,0.0
GRANDOAK,2024-06-30,,,,,0.05
GRANDOAK,2024-09-30,,,,,-0.09
GRANDOAK,2024-12-31,,,,,-0.01
GRANDOAK,2025-03-31,,,,,-0.0
GRANDOAK,2025-06-30,,,,,-0.0
GRANDOAK,2025-09-30,,,,,0.09
GRANDOAK,2025-12-31,,,,,0.0
GRAUWEIL,2022-12-31,251.0,47.0,19.0,,0.76
GRAUWEIL,2023-03-31,327.0,30.0,9.0,,0.48
GRAUWEIL,2023-06-30,200.0,48.0,24.0,,0.81
GRAUWEIL,2023-09-30,250.0,49.0,20.0,,0.83
GRAUWEIL,2023-12-31,285.0,55.0,19.0,,0.94
GRAUWEIL,2024-03-31,333.0,39.0,12.0,,0.64
GRAUWEIL,2024-06-30,264.0,64.0,24.0,,1.12
GRAUWEIL,2024-09-30,255.0,43.0,17.0,,0.83
GRAUWEIL,2024-12-31,275.0,52.0,19.0,,0.95
GRAUWEIL,2025-03-31,340.0,30.0,9.0,,0.57
