symbol,date,revenue,operating_profit,opm_percent,net_profit,eps
20MICRONS,2022-12-31,155.0,17.0,11.0,,2.09
20MICRONS,2023-03-31,173.0,21.0,12.0,,2.64
20MICRONS,2023-06-30,191.0,26.0,14.0,,4.23
20MICRONS,2023-09-30,200.0,30.0,15.0,,4.54
20MICRONS,2023-12-31,175.0,22.0,13.0,,3.25
20MICRONS,2024-03-31,212.0,27.0,12.0,,3.87
20MICRONS,2024-06-30,231.0,30.0,13.0,,5.06
20MICRONS,2024-09-30,240.0,31.0,13.0,,4.65
20MICRONS,2024-12-31,215.0,26.0,12.0,,3.65
20MICRONS,2025-03-31,227.0,29.0,13.0,,4.31
20MICRONS,2025-06-30,247.0,32.0,13.0,,4.78
20MICRONS,2025-09-30,231.0,32.0,14.0,,4.93
20MICRONS,2025-12-31,215.0,28.0,13.0,,4.24
21STCENMGM,2022-12-31,-3.6,-4.08,,,-3.87
21STCENMGM,2023-03-31,-0.35,-7.71,,,-7.47
21STCENMGM,2023-06-30,1.01,-2.76,-273.27,,-2.64
21STCENMGM,2023-09-30,2.79,2.31,82.8,,2.19
21STCENMGM,2023-12-31,16.58,16.03,96.68,,15.27
21STCENMGM,2024-03-31,18.18,17.38,95.6,,15.83
21STCENMGM,2024-06-30,108.58,27.05,24.91,,23.29
21STCENMGM,2024-09-30,14.01,4.14,29.55,,2.3
21STCENMGM,2024-12-31,-2.18,-2.76,,,-3.1
21STCENMGM,2025-03-31,-7.53,-8.95,,,-10.3
21STCENMGM,2025-06-30,3.33,2.31,69.37,,2.2
21STCENMGM,2025-09-30,-7.21,-7.88,,,-7.51
21STCENMGM,2025-12-31,-3.37,-5.6,,,-5.34
3IINFOLTD,2023-03-31,190.46,-17.0,-8.93,,-1.32
3IINFOLTD,2023-06-30,194.38,-3.5,-1.8,,-0.76
3IINFOLTD,2023-09-30,210.28,34.78,16.54,,-7.48
3IINFOLTD,2023-12-31,212.18,-8.82,-4.16,,-1.43
3IINFOLTD,2024-03-31,197.04,-37.87,-19.22,,-4.83
3IINFOLTD,2024-06-30,179.75,-1.02,-0.57,,-0.43
3IINFOLTD,2024-09-30,177.6,0.77,0.43,,-0.48
3IINFOLTD,2024-12-31,181.41,23.12,12.74,,0.83
3IINFOLTD,2025-03-31,187.0,8.35,4.47,,1.3
3IINFOLTD,2025-06-30,170.55,-3.46,-2.03,,0.37
3IINFOLTD,2025-09-30,174.89,-5.29,-3.02,,0.89
3IINFOLTD,2025-12-31,172.14,0.38,0.22,,0.1
3IINFOLTD,2026-03-31,175.78,-9.63,-5.48,,0.35
3PLAND,2022-12-31,0.48,0.39,81.25,,0.16
3PLAND,2023-03-31,0.47,0.38,80.85,,0.15
3PLAND,2023-06-30,0.47,0.37,78.72,,0.14
3PLAND,2023-09-30,1.31,1.09,83.21,,0.44
3PLAND,2023-12-31,0.89,0.54,60.67,,0.22
3PLAND,2024-03-31,0.89,0.5,56.18,,0.2
3PLAND,2024-06-30,0.89,0.52,58.43,,0.21
3PLAND,2024-09-30,1.74,1.29,74.14,,0.53
3PLAND,2024-12-31,0.93,0.53,56.99,,0.21
3PLAND,2025-03-31,0.91,0.45,49.45,,0.21
3PLAND,2025-06-30,0.91,0.5,54.95,,0.21
3PLAND,2025-09-30,1.78,1.35,75.84,,0.55
3PLAND,2025-12-31,0.97,0.55,56.7,,0.22
5PAISA,2023-03-31,91.0,25.0,28.0,,3.13
5PAISA,2023-06-30,85.0,26.0,30.0,,3.16
5PAISA,2023-09-30,97.0,34.0,35.0,,4.13
5PAISA,2023-12-31,100.0,30.0,30.0,,3.23
5PAISA,2024-03-31,113.0,21.0,18.0,,1.24
5PAISA,2024-06-30,102.0,37.0,36.0,,4.29
5PAISA,2024-09-30,101.0,38.0,38.0,,4.68
5PAISA,2024-12-31,85.0,30.0,35.0,,3.46
5PAISA,2025-03-31,71.0,21.0,30.0,,2.15
5PAISA,2025-06-30,78.0,25.0,32.0,,2.46
5PAISA,2025-09-30,77.0,23.0,30.0,,2.02
5PAISA,2025-12-31,79.0,27.0,34.0,,2.62
5PAISA,2026-03-31,85.0,26.0,30.0,,2.32
AADHARHFC,2023-03-31,,,,,3.56
AADHARHFC,2023-06-30,,,,,3.71
AADHARHFC,2023-09-30,,,,,5.0
AADHARHFC,2023-12-31,,,,,5.17
AADHARHFC,2024-03-31,,,,,5.11
AADHARHFC,2024-06-30,,,,,4.69
AADHARHFC,2024-09-30,,,,,5.29
AADHARHFC,2024-12-31,,,,,5.56
AADHARHFC,2025-03-31,,,,,5.68
AADHARHFC,2025-06-30,,,,,5.49
AADHARHFC,2025-09-30,,,,,6.15
AADHARHFC,2025-12-31,,,,,6.48
AADHARHFC,2026-03-31,,,,,7.14
AARTECH,2022-12-31,3.9,0.49,12.56,,0.3
AARTECH,2023-03-31,2.83,-0.43,-15.19,,-0.1
AARTECH,2023-06-30,6.38,0.37,5.8,,0.23
AARTECH,2023-09-30,9.05,0.06,0.66,,0.14
AARTECH,2023-12-31,7.34,-0.47,-6.4,,0.19
AARTECH,2024-03-31,9.98,0.52,5.21,,-0.13
AARTECH,2024-06-30,6.61,-0.31,-4.69,,0.33
AARTECH,2024-09-30,9.41,1.0,10.63,,0.48
AARTECH,2024-12-31,9.78,1.09,11.15,,0.58
AARTECH,2025-03-31,10.55,-1.98,-18.77,,-0.53
AARTECH,2025-06-30,4.34,-0.09,-2.07,,0.3
AARTECH,2025-09-30,11.7,2.39,20.43,,0.68
AARTECH,2025-12-31,7.38,3.56,48.24,,0.19
AARTISURF,2023-03-31,157.84,13.9,8.81,,5.52
AARTISURF,2023-06-30,148.7,14.8,9.95,,6.18
AARTISURF,2023-09-30,143.86,16.26,11.3,,5.58
AARTISURF,2023-12-31,138.75,16.73,12.06,,7.86
AARTISURF,2024-03-31,158.55,14.34,9.04,,5.5
AARTISURF,2024-06-30,143.41,9.62,6.71,,2.62
AARTISURF,2024-09-30,150.84,3.72,2.47,,2.14
AARTISURF,2024-12-31,162.78,8.89,5.46,,0.95
AARTISURF,2025-03-31,202.05,19.69,9.75,,11.49
AARTISURF,2025-06-30,215.9,11.63,5.39,,3.48
AARTISURF,2025-09-30,179.17,9.34,5.21,,1.84
AARTISURF,2025-12-31,207.79,12.69,6.11,,4.32
AARTISURF,2026-03-31,256.28,13.21,5.15,,4.95
AARVI,2022-12-31,110.94,3.59,3.24,,1.79
AARVI,2023-03-31,106.3,4.63,4.36,,2.33
AARVI,2023-06-30,100.87,4.14,4.1,,2.25
AARVI,2023-09-30,102.29,3.18,3.11,,1.77
AARVI,2023-12-31,99.88,2.22,2.22,,1.61
AARVI,2024-03-31,103.11,2.97,2.88,,2.06
AARVI,2024-06-30,113.33,3.31,2.92,,1.77
AARVI,2024-09-30,120.96,2.0,1.65,,1.43
AARVI,2024-12-31,131.64,3.64,2.77,,1.6
AARVI,2025-03-31,144.45,4.45,3.08,,1.99
AARVI,2025-06-30,151.3,4.93,3.26,,2.85
AARVI,2025-09-30,158.85,5.58,3.51,,3.24
AARVI,2025-12-31,167.45,5.36,3.2,,2.71
ABCOTS,2023-12-31,68.53,8.25,12.04,,2.75
ABCOTS,2024-03-31,76.22,6.88,9.03,,1.84
ABCOTS,2024-06-30,72.51,7.55,10.41,,2.21
ABCOTS,2024-09-30,81.36,6.32,7.77,,1.71
ABCOTS,2024-12-31,59.24,8.88,14.99,,3.95
ABCOTS,2025-03-31,85.07,7.39,8.69,,1.29
ABCOTS,2025-06-30,66.69,9.98,14.96,,1.9
ABCOTS,2025-09-30,50.74,11.26,22.19,,1.65
ABCOTS,2025-12-31,77.23,9.43,12.21,,1.49
ABMKNO,2022-12-31,21.64,4.78,22.09,,1.72
ABMKNO,2023-03-31,19.16,2.91,15.19,,1.6
ABMKNO,2023-06-30,20.54,3.52,17.14,,1.56
ABMKNO,2023-09-30,23.19,4.35,18.76,,1.74
ABMKNO,2023-12-31,20.87,2.33,11.16,,1.26
ABMKNO,2024-03-31,26.55,6.89,25.95,,2.66
ABMKNO,2024-06-30,21.63,3.33,15.4,,1.68
ABMKNO,2024-09-30,22.42,4.37,19.49,,1.9
ABMKNO,2024-12-31,28.24,7.39,26.17,,1.75
ABMKNO,2025-03-31,24.38,2.82,11.57,,1.85
ABMKNO,2025-06-30,25.11,4.79,19.08,,1.86
ABMKNO,2025-09-30,22.08,2.39,10.82,,1.01
ABMKNO,2025-12-31,30.74,4.26,13.86,,0.96
ACCELYA,2023-03-31,119.0,45.0,37.0,,24.31
ACCELYA,2023-06-30,122.0,49.0,40.0,,21.51
ACCELYA,2023-09-30,127.0,48.0,38.0,,21.12
ACCELYA,2023-12-31,125.0,45.0,36.0,,20.72
ACCELYA,2024-03-31,131.0,50.0,38.0,,0.13
ACCELYA,2024-06-30,128.0,48.0,37.0,,20.9
ACCELYA,2024-09-30,127.0,49.0,38.0,,21.75
ACCELYA,2024-12-31,133.0,48.0,36.0,,21.68
ACCELYA,2025-03-31,137.0,46.0,34.0,,20.27
ACCELYA,2025-06-30,132.0,51.0,39.0,,22.75
ACCELYA,2025-09-30,136.0,48.0,36.0,,19.84
ACCELYA,2025-12-31,133.0,45.0,34.0,,9.34
ACCELYA,2026-03-31,136.0,34.0,25.0,,14.32
ACEINTEG,2022-09-30,2.47,0.43,17.41,,0.39
ACEINTEG,2022-12-31,1.25,0.09,7.2,,0.05
ACEINTEG,2023-03-31,2.21,0.38,17.19,,0.24
ACEINTEG,2023-06-30,1.57,-0.07,-4.46,,0.03
ACEINTEG,2023-09-30,1.88,-0.22,-11.7,,-0.19
ACEINTEG,2023-12-31,2.37,-0.14,-5.91,,-0.16
ACEINTEG,2024-03-31,3.32,0.53,15.96,,0.73
ACEINTEG,2024-06-30,2.52,0.04,1.59,,0.05
ACEINTEG,2024-09-30,3.16,-0.05,-1.58,,-0.01
ACEINTEG,2024-12-31,1.43,-0.29,-20.28,,-0.21
ACEINTEG,2025-03-31,1.44,-2.1,-145.83,,-1.35
ACMESOLAR,2023-06-30,369.0,322.0,87.0,,7.88
ACMESOLAR,2023-09-30,323.0,290.0,90.0,,3.7
ACMESOLAR,2023-12-31,332.0,277.0,84.0,,4.26
ACMESOLAR,2024-03-31,295.0,201.0,68.0,,50.97
ACMESOLAR,2024-06-30,310.0,272.0,88.0,,0.03
ACMESOLAR,2024-09-30,260.0,221.0,85.0,,0.29
ACMESOLAR,2024-12-31,349.0,307.0,88.0,,1.85
ACMESOLAR,2025-03-31,487.0,436.0,90.0,,2.04
ACMESOLAR,2025-06-30,511.0,458.0,90.0,,2.16
ACMESOLAR,2025-09-30,468.0,400.0,86.0,,1.9
ACMESOLAR,2025-12-31,497.0,444.0,89.0,,1.88
ACMESOLAR,2026-03-31,548.0,479.0,87.0,,2.3
ACSTECH,2022-12-31,3.49,0.79,22.64,,0.01
ACSTECH,2023-03-31,53.42,2.97,5.56,,0.22
ACSTECH,2023-06-30,11.23,1.43,12.73,,0.05
ACSTECH,2023-09-30,17.06,2.25,13.19,,0.01
ACSTECH,2023-12-31,24.93,2.92,11.71,,0.13
ACSTECH,2024-03-31,28.77,4.16,14.46,,0.38
ACSTECH,2024-06-30,16.42,2.34,14.25,,0.13
ACSTECH,2024-09-30,33.16,3.01,9.08,,0.25
ACSTECH,2024-12-31,36.09,2.77,7.68,,0.09
ACSTECH,2025-03-31,40.92,2.13,5.21,,0.31
ACSTECH,2025-06-30,27.63,2.49,9.01,,0.12
ACSTECH,2025-09-30,48.25,5.22,10.82,,0.36
ACSTECH,2025-12-31,67.14,7.32,10.9,,0.47
ACUTAAS,2023-03-31,186.0,41.0,22.0,,3.73
ACUTAAS,2023-06-30,154.0,34.0,22.0,,2.71
ACUTAAS,2023-09-30,172.0,25.0,14.0,,-2.55
ACUTAAS,2023-12-31,166.0,27.0,16.0,,2.27
ACUTAAS,2024-03-31,225.0,43.0,19.0,,3.41
ACUTAAS,2024-06-30,177.0,30.0,17.0,,1.71
ACUTAAS,2024-09-30,247.0,49.0,20.0,,4.56
ACUTAAS,2024-12-31,275.0,69.0,25.0,,5.49
ACUTAAS,2025-03-31,308.0,85.0,28.0,,7.63
ACUTAAS,2025-06-30,207.0,51.0,25.0,,5.41
ACUTAAS,2025-09-30,306.0,95.0,31.0,,8.82
ACUTAAS,2025-12-31,393.0,151.0,38.0,,13.19
ACUTAAS,2026-03-31,433.0,184.0,42.0,,16.09
ADOR,2022-09-30,185.0,15.0,8.0,,7.34
ADOR,2022-12-31,199.0,24.0,12.0,,12.03
ADOR,2023-09-30,277.0,36.0,13.0,,19.08
ADOR,2023-12-31,261.0,27.0,10.0,,13.76
ADOR,2024-03-31,297.0,32.0,11.0,,18.66
ADOR,2024-06-30,269.0,27.0,10.0,,14.6
ADOR,2024-09-30,269.0,20.0,7.0,,4.93
ADOR,2024-12-31,274.0,23.0,8.0,,8.85
ADOR,2025-03-31,310.0,31.0,10.0,,10.39
ADOR,2025-06-30,252.0,-4.0,-2.0,,-2.27
ADOR,2025-09-30,281.0,35.0,12.0,,14.37
ADOR,2025-12-31,288.0,44.0,15.0,,15.35
ADOR,2026-03-31,319.0,47.0,15.0,,19.65
ADROITINFO,2022-12-31,5.63,1.77,31.44,,0.21
ADROITINFO,2023-03-31,4.54,-1.72,-37.89,,-0.37
ADROITINFO,2023-06-30,5.92,0.86,14.53,,0.08
ADROITINFO,2023-09-30,4.14,-0.79,-19.08,,-0.13
ADROITINFO,2023-12-31,7.08,2.4,33.9,,0.29
ADROITINFO,2024-03-31,7.71,2.21,28.66,,0.34
ADROITINFO,2024-06-30,6.56,0.63,9.6,,0.2
ADROITINFO,2024-09-30,7.07,0.83,11.74,,0.18
ADROITINFO,2024-12-31,7.68,0.95,12.37,,0.22
ADROITINFO,2025-03-31,10.4,-4.05,-38.94,,-0.15
ADROITINFO,2025-06-30,9.83,1.34,13.63,,0.16
ADROITINFO,2025-09-30,11.44,1.26,11.01,,0.14
ADROITINFO,2025-12-31,14.33,2.07,14.45,,0.28
ADSL,2022-12-31,174.0,30.0,17.0,,3.53
ADSL,2023-03-31,166.0,19.0,11.0,,-6.81
ADSL,2023-06-30,169.0,18.0,11.0,,1.56
ADSL,2023-09-30,170.0,21.0,12.0,,2.08
ADSL,2023-12-31,171.0,21.0,12.0,,2.12
ADSL,2024-03-31,177.0,24.0,14.0,,2.55
ADSL,2024-06-30,179.0,19.0,11.0,,1.88
ADSL,2024-09-30,203.0,19.0,9.0,,2.08
ADSL,2024-12-31,221.0,25.0,11.0,,3.15
ADSL,2025-03-31,204.0,-9.0,-5.0,,-1.35
ADSL,2025-06-30,219.0,19.0,9.0,,2.56
ADSL,2025-09-30,234.0,21.0,9.0,,2.73
ADSL,2025-12-31,247.0,26.0,11.0,,2.46
ADVANIHOTR,2006-03-31,19.15,7.55,39.43,,0.43
ADVANIHOTR,2006-06-30,13.14,4.96,37.75,,0.15
ADVANIHOTR,2006-09-30,8.77,1.09,12.43,,-0.09
ADVANIHOTR,2006-12-31,20.62,9.25,44.86,,0.38
ADVANIHOTR,2007-03-31,20.52,7.98,38.89,,0.67
ADVANIHOTR,2007-06-30,16.01,5.18,32.35,,0.25
ADVANIHOTR,2007-09-30,12.8,2.69,21.02,,-0.06
ADVANIHOTR,2007-12-31,16.62,1.13,6.8,,0.17
ADVANIHOTR,2008-03-31,25.96,11.46,44.14,,0.9
ADVANIHOTR,2008-06-30,15.47,2.92,18.88,,0.43
ADVANIHOTR,2008-09-30,10.14,-2.43,-23.96,,-0.52
ADVANIHOTR,2008-12-31,12.24,-0.55,-4.49,,0.19
ADVANIHOTR,2009-03-31,13.6,1.2,8.82,,0.22
ADVENTHTL,2024-09-30,76.0,21.0,28.0,,-5290.0
ADVENTHTL,2024-12-31,110.0,35.0,32.0,,5175.0
ADVENTHTL,2025-06-30,80.0,21.0,27.0,,16255.0
ADVENTHTL,2025-09-30,77.0,11.0,14.0,,0.06
ADVENTHTL,2025-12-31,115.0,49.0,43.0,,5.28
AEROENTER,2023-03-31,107.0,11.0,10.0,,0.85
AEROENTER,2023-06-30,130.0,21.0,16.0,,5.73
AEROENTER,2023-09-30,137.0,20.0,14.0,,15.5
AEROENTER,2023-12-31,118.0,16.0,13.0,,1.06
AEROENTER,2024-03-31,115.0,17.0,15.0,,0.53
AEROENTER,2024-06-30,123.0,21.0,17.0,,1.16
AEROENTER,2024-09-30,138.0,25.0,18.0,,1.31
AEROENTER,2024-12-31,157.0,29.0,18.0,,1.24
AEROENTER,2025-03-31,161.0,27.0,17.0,,0.98
AEROENTER,2025-06-30,134.0,18.0,14.0,,0.9
AEROENTER,2025-09-30,172.0,30.0,17.0,,1.24
AEROENTER,2025-12-31,191.0,38.0,20.0,,1.42
AEROENTER,2026-03-31,200.0,36.0,18.0,,2.12
AERONEU,2023-03-31,19.89,1.53,7.69,,0.22
AERONEU,2023-06-30,23.29,1.7,7.3,,0.2
AERONEU,2023-09-30,27.54,1.0,3.63,,0.04
AERONEU,2023-12-31,25.95,0.79,3.04,,0.02
AERONEU,2024-03-31,32.4,1.2,3.7,,0.04
AERONEU,2024-06-30,29.11,1.58,5.43,,0.11
AERONEU,2024-09-30,33.91,0.9,2.65,,0.1
AERONEU,2024-12-31,32.33,1.4,4.33,,0.0
AERONEU,2025-03-31,33.89,0.19,0.56,,-0.14
AERONEU,2025-06-30,29.7,0.71,2.39,,0.31
AERONEU,2025-09-30,34.52,0.71,2.06,,0.4
AERONEU,2025-12-31,30.88,2.0,6.48,,0.29
AERONEU,2026-03-31,34.06,0.06,0.18,,-0.35
AFSL,2022-12-31,259.0,15.0,6.0,,2.78
AFSL,2023-03-31,572.0,27.0,5.0,,4.19
AFSL,2023-06-30,252.0,33.0,13.0,,3.84
AFSL,2023-09-30,365.0,39.0,11.0,,4.26
AFSL,2023-12-31,506.0,38.0,8.0,,4.32
AFSL,2024-03-31,252.0,37.0,15.0,,3.89
AFSL,2024-06-30,296.0,44.0,15.0,,4.43
AFSL,2024-09-30,641.0,46.0,7.0,,5.06
AFSL,2024-12-31,1280.0,52.0,4.0,,5.13
AFSL,2025-03-31,1063.0,48.0,4.0,,5.61
AFSL,2025-06-30,1894.0,51.0,3.0,,5.92
AFSL,2025-09-30,6832.0,48.0,1.0,,7.55
AFSL,2025-12-31,6495.0,44.0,1.0,,6.33
AGARIND,2022-12-31,552.09,38.0,6.88,,16.85
AGARIND,2023-03-31,659.54,42.55,6.45,,18.92
AGARIND,2023-06-30,628.76,41.5,6.6,,18.43
AGARIND,2023-09-30,231.91,26.84,11.57,,10.7
AGARIND,2023-12-31,488.18,44.34,9.08,,18.47
AGARIND,2024-03-31,776.44,60.15,7.75,,25.41
AGARIND,2024-06-30,707.71,60.18,8.5,,26.07
AGARIND,2024-09-30,325.66,35.17,10.8,,12.33
AGARIND,2024-12-31,542.11,53.27,9.83,,18.52
AGARIND,2025-03-31,823.44,53.52,6.5,,20.42
AGARIND,2025-06-30,593.61,36.13,6.09,,8.71
AGARIND,2025-09-30,244.8,28.01,11.44,,8.02
AGARIND,2025-12-31,408.44,20.63,5.05,,1.87
AGRITECH,2018-12-31,0.0,-0.23,,,-0.72
AGRITECH,2019-03-31,0.0,-0.13,,,0.19
AGRITECH,2019-06-30,0.38,-0.11,-28.95,,0.37
AGRITECH,2019-09-30,0.0,-0.92,,,-1.55
AGRITECH,2019-12-31,0.0,-0.6,,,-1.01
AGRITECH,2020-03-31,0.0,0.33,,,1.63
AGRITECH,2020-06-30,0.19,-0.75,-394.74,,-1.28
AGRITECH,2020-09-30,0.0,-0.76,,,-1.3
AGRITECH,2020-12-31,0.0,-0.91,,,-1.57
AGRITECH,2021-03-31,0.0,0.02,,,-4.19
AGRITECH,2021-06-30,0.28,0.06,21.43,,1.75
AGRITECH,2021-09-30,0.01,-1.53,,,-1.28
AGRITECH,2021-12-31,0.0,-0.88,,,-0.61
AGROPHOS,2022-12-31,34.22,3.02,8.83,,0.73
AGROPHOS,2023-09-30,39.15,7.29,18.62,,2.17
AGROPHOS,2023-12-31,11.21,-14.09,-125.69,,-7.17
AGROPHOS,2024-03-31,2.75,-4.2,-152.73,,-2.11
AGROPHOS,2024-06-30,23.92,-1.81,-7.57,,-0.1
AGROPHOS,2024-09-30,31.5,3.16,10.03,,0.21
AGROPHOS,2024-12-31,22.81,4.15,18.19,,1.22
AGROPHOS,2025-03-31,30.11,3.73,12.39,,1.15
AGROPHOS,2025-06-30,39.8,7.93,19.92,,2.16
AGROPHOS,2025-09-30,40.08,3.8,9.48,,1.03
AGROPHOS,2025-12-31,35.84,2.79,7.78,,0.45
AHLEAST,2022-12-31,26.0,7.0,28.0,,2.9
AHLEAST,2023-03-31,28.0,8.0,30.0,,3.31
AHLEAST,2023-06-30,22.0,4.0,18.0,,1.64
AHLEAST,2023-09-30,21.0,2.0,12.0,,4.54
AHLEAST,2023-12-31,32.0,11.0,33.0,,1.01
AHLEAST,2024-03-31,34.0,13.0,39.0,,11.15
AHLEAST,2024-06-30,22.0,1.0,3.0,,-0.23
AHLEAST,2024-09-30,23.0,4.0,17.0,,1.75
AHLEAST,2024-12-31,33.0,11.0,33.0,,2.79
AHLEAST,2025-03-31,35.0,14.0,40.0,,5.82
AHLEAST,2025-06-30,25.0,6.0,23.0,,-3.78
AHLEAST,2025-09-30,26.0,6.0,23.0,,-4.04
AHLEAST,2025-12-31,37.0,14.0,38.0,,-30.44
AIRAN,2022-12-31,26.4,5.15,19.51,,0.28
AIRAN,2023-03-31,25.7,5.07,19.73,,0.22
AIRAN,2023-06-30,23.87,2.78,11.65,,0.15
AIRAN,2023-09-30,26.64,4.66,17.49,,0.24
AIRAN,2023-12-31,25.25,4.47,17.7,,0.24
AIRAN,2024-03-31,29.74,7.88,26.5,,0.37
AIRAN,2024-06-30,26.16,5.17,19.76,,1.74
AIRAN,2024-09-30,26.23,2.75,10.48,,-0.13
AIRAN,2024-12-31,26.8,5.6,20.9,,0.15
AIRAN,2025-03-31,27.31,4.58,16.77,,-0.28
AIRAN,2025-06-30,25.7,3.9,15.18,,0.25
AIRAN,2025-09-30,26.27,2.61,9.94,,0.06
AIRAN,2025-12-31,29.3,2.7,9.22,,0.62
AIROLAM,2022-12-31,47.66,3.84,8.06,,1.13
AIROLAM,2023-03-31,52.21,5.54,10.61,,1.63
AIROLAM,2023-06-30,48.64,5.41,11.12,,1.75
AIROLAM,2023-09-30,49.95,4.06,8.13,,1.11
AIROLAM,2023-12-31,56.86,5.06,8.9,,1.25
AIROLAM,2024-03-31,50.92,4.7,9.23,,1.11
AIROLAM,2024-06-30,52.28,4.51,8.63,,1.41
AIROLAM,2024-09-30,51.79,18.22,35.18,,-2.16
AIROLAM,2024-12-31,53.99,3.39,6.28,,0.7
AIROLAM,2025-03-31,56.17,5.99,10.66,,1.87
AIROLAM,2025-06-30,53.68,4.76,8.87,,0.86
AIROLAM,2025-09-30,61.85,6.12,9.89,,1.64
AIROLAM,2025-12-31,69.76,5.21,7.47,,0.97
AJANTPHARM,2023-03-31,882.0,149.0,17.0,,9.54
AJANTPHARM,2023-06-30,1021.0,271.0,27.0,,16.24
AJANTPHARM,2023-09-30,1028.0,291.0,28.0,,15.24
AJANTPHARM,2023-12-31,1105.0,314.0,28.0,,16.39
AJANTPHARM,2024-03-31,1054.0,278.0,26.0,,15.82
AJANTPHARM,2024-06-30,1145.0,330.0,29.0,,19.68
AJANTPHARM,2024-09-30,1187.0,311.0,26.0,,17.33
AJANTPHARM,2024-12-31,1146.0,321.0,28.0,,18.64
AJANTPHARM,2025-03-31,1170.0,297.0,25.0,,18.03
AJANTPHARM,2025-06-30,1303.0,351.0,27.0,,20.44
AJANTPHARM,2025-09-30,1354.0,328.0,24.0,,20.83
AJANTPHARM,2025-12-31,1375.0,382.0,28.0,,21.91
AJANTPHARM,2026-03-31,1422.0,333.0,23.0,,21.35
AJMERA,2022-12-31,79.0,22.0,28.0,,0.6
AJMERA,2023-03-31,114.0,31.0,27.0,,0.85
AJMERA,2023-06-30,116.0,37.0,32.0,,1.19
AJMERA,2023-09-30,145.0,38.0,26.0,,1.27
AJMERA,2023-12-31,207.0,60.0,29.0,,1.72
AJMERA,2024-03-31,232.0,66.0,29.0,,1.62
AJMERA,2024-06-30,194.0,64.0,33.0,,1.77
AJMERA,2024-09-30,200.0,60.0,30.0,,1.95
AJMERA,2024-12-31,193.0,63.0,32.0,,1.72
AJMERA,2025-03-31,151.0,43.0,29.0,,1.28
AJMERA,2025-06-30,258.0,78.0,30.0,,1.95
AJMERA,2025-09-30,219.0,58.0,26.0,,1.54
AJMERA,2025-12-31,182.0,55.0,30.0,,1.3
AKASH,2022-12-31,14.88,1.65,11.09,,0.15
AKASH,2023-03-31,13.29,1.89,14.22,,0.01
AKASH,2023-06-30,24.31,-0.2,-0.82,,-0.72
AKASH,2023-09-30,14.71,0.92,6.25,,0.27
AKASH,2023-12-31,5.28,-1.23,-23.3,,-1.27
AKASH,2024-03-31,15.23,3.74,24.56,,1.86
AKASH,2024-06-30,14.69,1.47,10.01,,0.21
AKASH,2024-09-30,9.2,-0.88,-9.57,,-1.13
AKASH,2024-12-31,13.87,1.15,8.29,,0.04
AKASH,2025-03-31,20.23,4.42,21.85,,0.47
AKASH,2025-06-30,21.21,1.32,6.22,,0.1
AKASH,2025-09-30,12.06,0.27,2.24,,-0.65
AKASH,2025-12-31,10.88,1.78,16.36,,0.54
AKCAPIT,2022-12-31,,,,,33.26
AKCAPIT,2023-03-31,,,,,37.18
AKCAPIT,2023-06-30,,,,,33.77
AKCAPIT,2023-09-30,,,,,29.77
AKCAPIT,2023-12-31,,,,,30.02
AKCAPIT,2024-03-31,,,,,45.38
AKCAPIT,2024-06-30,,,,,34.39
AKCAPIT,2024-09-30,,,,,30.08
AKCAPIT,2024-12-31,,,,,25.0
AKCAPIT,2025-03-31,,,,,38.91
AKCAPIT,2025-06-30,,,,,35.0
AKCAPIT,2025-09-30,,,,,45.65
AKCAPIT,2025-12-31,,,,,37.92
AKG,2022-12-31,67.9,0.48,0.71,,0.18
AKG,2023-03-31,58.2,1.28,2.2,,0.31
AKG,2023-06-30,56.09,0.8,1.43,,0.16
AKG,2023-09-30,36.59,0.6,1.64,,0.1
AKG,2023-12-31,44.76,0.83,1.85,,0.15
AKG,2024-03-31,46.3,0.32,0.69,,0.09
AKG,2024-06-30,40.38,0.6,1.49,,0.08
AKG,2024-09-30,33.75,0.37,1.1,,0.05
AKG,2024-12-31,29.61,0.14,0.47,,0.05
AKG,2025-03-31,29.56,0.5,1.69,,0.08
AKG,2025-06-30,28.56,0.04,0.14,,0.03
AKG,2025-09-30,23.23,0.39,1.68,,0.03
AKG,2025-12-31,18.19,-0.49,-2.69,,0.03
AKI,2022-12-31,12.23,0.71,5.81,,0.04
AKI,2023-03-31,14.52,0.86,5.92,,0.03
AKI,2023-06-30,14.4,0.67,4.65,,0.05
AKI,2023-09-30,17.12,0.62,3.62,,0.07
AKI,2023-12-31,19.28,0.42,2.18,,0.04
AKI,2024-03-31,20.12,0.64,3.18,,0.07
AKI,2024-06-30,20.77,0.5,2.41,,0.05
AKI,2024-09-30,13.56,-0.37,-2.73,,0.04
AKI,2024-12-31,22.61,0.54,2.39,,0.08
AKI,2025-03-31,24.02,-0.82,-3.41,,0.02
AKI,2025-06-30,17.66,-0.67,-3.79,,0.02
AKI,2025-09-30,27.52,0.46,1.67,,0.06
AKI,2025-12-31,25.56,-1.69,-6.61,,0.11
AKSHARCHEM,2014-12-31,45.97,5.07,11.03,,4.91
AKSHARCHEM,2015-03-31,50.26,6.06,12.06,,3.53
AKSHARCHEM,2015-06-30,47.9,7.03,14.68,,4.43
AKSHARCHEM,2015-09-30,41.83,7.47,17.86,,5.88
AKSHARCHEM,2015-12-31,49.63,9.76,19.67,,6.92
