symbol,date,eps
DRCSYSTEMS,2025-03-31,0.33
DRCSYSTEMS,2025-06-30,0.33
DRCSYSTEMS,2025-09-30,0.32
DRCSYSTEMS,2025-12-31,0.38
DREAMFOLKS,2022-12-31,3.63
DREAMFOLKS,2023-03-31,4.84
DREAMFOLKS,2023-06-30,2.45
DREAMFOLKS,2023-09-30,3.37
DREAMFOLKS,2023-12-31,3.8
DREAMFOLKS,2024-03-31,3.4
DREAMFOLKS,2024-06-30,3.24
DREAMFOLKS,2024-09-30,3.03
DREAMFOLKS,2024-12-31,3.23
DREAMFOLKS,2025-03-31,2.8
DREAMFOLKS,2025-06-30,3.99
DREAMFOLKS,2025-09-30,2.11
DREAMFOLKS,2025-12-31,-1.48
DRREDDY,2022-12-31,14.94
DRREDDY,2023-03-31,11.53
DRREDDY,2023-06-30,16.87
DRREDDY,2023-09-30,17.77
DRREDDY,2023-12-31,16.56
DRREDDY,2024-03-31,15.7
DRREDDY,2024-06-30,16.69
DRREDDY,2024-09-30,15.05
DRREDDY,2024-12-31,16.94
DRREDDY,2025-03-31,19.09
DRREDDY,2025-06-30,16.99
DRREDDY,2025-09-30,16.14
DRREDDY,2025-12-31,14.5
DSFCL,2024-12-31,0.24
DSFCL,2025-09-30,-0.25
DSFCL,2025-12-31,-0.17
DSSL,2022-12-31,5.93
DSSL,2023-03-31,9.71
DSSL,2023-06-30,11.04
DSSL,2023-09-30,9.9
DSSL,2023-12-31,10.36
DSSL,2024-03-31,11.09
DSSL,2024-06-30,13.85
DSSL,2024-09-30,14.35
DSSL,2024-12-31,14.43
DSSL,2025-03-31,14.3
DSSL,2025-06-30,15.42
DSSL,2025-09-30,17.81
DSSL,2025-12-31,18.45
DTIL,2022-12-31,9.04
DTIL,2023-03-31,-40.66
DTIL,2023-06-30,-9.02
DTIL,2023-09-30,-3.65
DTIL,2023-12-31,-42.18
DTIL,2024-03-31,-79.44
DTIL,2024-06-30,-2.81
DTIL,2024-09-30,24.73
DTIL,2024-12-31,-0.91
DTIL,2025-03-31,-40.09
DTIL,2025-06-30,13.66
DTIL,2025-09-30,20.14
DTIL,2025-12-31,-6.78
DVL,2022-12-31,24.27
DVL,2023-03-31,18.82
DVL,2023-06-30,11.57
DVL,2023-09-30,21.67
DVL,2023-12-31,3.55
DVL,2024-03-31,6.95
DVL,2024-06-30,19.99
DVL,2024-09-30,19.36
DVL,2024-12-31,26.7
DVL,2025-03-31,-24.87
DVL,2025-06-30,20.36
DVL,2025-09-30,-3.05
DVL,2025-12-31,1.73
DWARKESH,2008-12-31,0.28
DWARKESH,2009-03-31,0.47
DWARKESH,2009-06-30,0.88
DWARKESH,2009-09-30,-0.09
DWARKESH,2009-12-31,2.05
DWARKESH,2010-03-31,-1.42
DWARKESH,2010-06-30,0.45
DWARKESH,2010-09-30,-1.64
DYNAMATECH,2022-12-31,11.07
DYNAMATECH,2023-03-31,27.69
DYNAMATECH,2023-06-30,65.22
DYNAMATECH,2023-09-30,19.08
DYNAMATECH,2023-12-31,17.72
DYNAMATECH,2024-03-31,90.06
DYNAMATECH,2024-06-30,17.96
DYNAMATECH,2024-09-30,18.97
DYNAMATECH,2024-12-31,5.57
DYNAMATECH,2025-03-31,25.37
DYNAMATECH,2025-06-30,16.98
DYNAMATECH,2025-09-30,5.22
DYNAMATECH,2025-12-31,9.1
DYNPRO,2022-12-31,0.27
DYNPRO,2023-03-31,3.37
DYNPRO,2023-06-30,1.64
DYNPRO,2023-09-30,-2.98
DYNPRO,2023-12-31,1.02
DYNPRO,2024-03-31,3.38
DYNPRO,2024-06-30,2.31
DYNPRO,2024-09-30,3.23
DYNPRO,2024-12-31,3.65
DYNPRO,2025-03-31,3.17
DYNPRO,2025-06-30,3.87
DYNPRO,2025-09-30,3.57
DYNPRO,2025-12-31,3.71
EASEMYTRIP,2022-12-31,0.12
EASEMYTRIP,2023-03-31,0.09
EASEMYTRIP,2023-06-30,0.07
EASEMYTRIP,2023-09-30,0.13
EASEMYTRIP,2023-12-31,0.13
EASEMYTRIP,2024-03-31,-0.04
EASEMYTRIP,2024-06-30,0.09
EASEMYTRIP,2024-09-30,0.07
EASEMYTRIP,2024-12-31,0.09
EASEMYTRIP,2025-03-31,0.04
EASEMYTRIP,2025-06-30,0.0
EASEMYTRIP,2025-09-30,-0.09
EASEMYTRIP,2025-12-31,0.02
EBGNG,2024-06-30,3131.44
EBGNG,2024-09-30,5943.3
EBGNG,2024-12-31,1.96
EBGNG,2025-03-31,1.52
EBGNG,2025-06-30,1.91
EBGNG,2025-09-30,2.86
EBGNG,2025-12-31,3.39
ECLERX,2022-12-31,12.92
ECLERX,2023-03-31,13.51
ECLERX,2023-06-30,10.84
ECLERX,2023-09-30,13.86
ECLERX,2023-12-31,14.13
ECLERX,2024-03-31,13.31
ECLERX,2024-06-30,11.38
ECLERX,2024-09-30,14.72
ECLERX,2024-12-31,14.38
ECLERX,2025-03-31,15.97
ECLERX,2025-06-30,14.87
ECLERX,2025-09-30,19.22
ECLERX,2025-12-31,20.4
ECOSMOBLTY,2023-06-30,23233.33
ECOSMOBLTY,2023-09-30,27450.0
ECOSMOBLTY,2023-12-31,2.36
ECOSMOBLTY,2024-03-31,3.0
ECOSMOBLTY,2024-06-30,2.25
ECOSMOBLTY,2024-09-30,2.62
ECOSMOBLTY,2024-12-31,2.13
ECOSMOBLTY,2025-03-31,3.01
ECOSMOBLTY,2025-06-30,2.22
ECOSMOBLTY,2025-09-30,2.44
ECOSMOBLTY,2025-12-31,2.32
EDELWEISS,2022-12-31,1.07
EDELWEISS,2023-03-31,1.58
EDELWEISS,2023-06-30,0.54
EDELWEISS,2023-09-30,0.81
EDELWEISS,2023-12-31,1.33
EDELWEISS,2024-03-31,1.79
EDELWEISS,2024-06-30,0.62
EDELWEISS,2024-09-30,1.17
EDELWEISS,2024-12-31,1.32
EDELWEISS,2025-03-31,1.11
EDELWEISS,2025-06-30,0.71
EDELWEISS,2025-09-30,1.36
EDELWEISS,2025-12-31,2.79
EFCIL,2022-12-31,0.32
EFCIL,2023-03-31,1.29
EFCIL,2023-06-30,0.67
EFCIL,2023-09-30,1.04
EFCIL,2023-12-31,2.01
EFCIL,2024-03-31,2.81
EFCIL,2024-06-30,1.52
EFCIL,2024-09-30,2.9
EFCIL,2024-12-31,4.43
EFCIL,2025-03-31,3.09
EFCIL,2025-06-30,3.46
EFCIL,2025-09-30,5.57
EFCIL,2025-12-31,4.61
EICHERMOT,2022-12-31,27.09
EICHERMOT,2023-03-31,33.11
EICHERMOT,2023-06-30,33.58
EICHERMOT,2023-09-30,37.12
EICHERMOT,2023-12-31,36.38
EICHERMOT,2024-03-31,39.1
EICHERMOT,2024-06-30,40.2
EICHERMOT,2024-09-30,40.15
EICHERMOT,2024-12-31,42.7
EICHERMOT,2025-03-31,49.68
EICHERMOT,2025-06-30,43.95
EICHERMOT,2025-09-30,49.93
EICHERMOT,2025-12-31,51.79
EIDPARRY,2022-12-31,14.13
EIDPARRY,2023-03-31,10.08
EIDPARRY,2023-06-30,6.13
EIDPARRY,2023-09-30,25.48
EIDPARRY,2023-12-31,6.66
EIDPARRY,2024-03-31,12.41
EIDPARRY,2024-06-30,5.14
EIDPARRY,2024-09-30,17.21
EIDPARRY,2024-12-31,10.97
EIDPARRY,2025-03-31,16.12
EIDPARRY,2025-06-30,13.85
EIDPARRY,2025-09-30,23.86
EIDPARRY,2025-12-31,13.05
EIEL,2023-09-30,4.64
EIEL,2023-12-31,6.54
EIEL,2024-03-31,4.21
EIEL,2024-06-30,2.25
EIEL,2024-09-30,2.6
EIEL,2024-12-31,2.09
EIEL,2025-03-31,4.17
EIEL,2025-06-30,2.39
EIEL,2025-09-30,2.78
EIEL,2025-12-31,2.3
EIHOTEL,2022-12-31,2.28
EIHOTEL,2023-03-31,1.35
EIHOTEL,2023-06-30,1.66
EIHOTEL,2023-09-30,1.49
EIHOTEL,2023-12-31,3.51
EIHOTEL,2024-03-31,3.56
EIHOTEL,2024-06-30,1.47
EIHOTEL,2024-09-30,2.08
EIHOTEL,2024-12-31,4.23
EIHOTEL,2025-03-31,4.04
EIHOTEL,2025-06-30,0.54
EIHOTEL,2025-09-30,1.82
EIHOTEL,2025-12-31,3.89
EIMCOELECO,2021-03-31,0.43
EIMCOELECO,2021-06-30,3.02
EIMCOELECO,2021-09-30,2.17
EIMCOELECO,2021-12-31,3.29
EIMCOELECO,2022-03-31,6.57
EIMCOELECO,2022-06-30,-2.25
EIMCOELECO,2022-09-30,10.57
EIMCOELECO,2022-12-31,8.51
EIMCOELECO,2023-03-31,17.01
EIMCOELECO,2023-06-30,9.29
EIMCOELECO,2023-09-30,18.72
EIMCOELECO,2023-12-31,13.09
EIMCOELECO,2024-03-31,25.73
EKC,2022-12-31,-1.56
EKC,2023-03-31,3.24
EKC,2023-06-30,1.94
EKC,2023-09-30,2.35
EKC,2023-12-31,3.27
EKC,2024-03-31,1.29
EKC,2024-06-30,2.5
EKC,2024-09-30,3.43
EKC,2024-12-31,1.61
EKC,2025-03-31,1.19
EKC,2025-06-30,4.6
EKC,2025-09-30,1.22
EKC,2025-12-31,3.18
ELCIDIN,2022-12-31,958.0
ELCIDIN,2023-03-31,-18.5
ELCIDIN,2023-06-30,4870.5
ELCIDIN,2023-09-30,778.0
ELCIDIN,2023-12-31,2311.0
ELCIDIN,2024-03-31,796.0
ELCIDIN,2024-06-30,6797.5
ELCIDIN,2024-09-30,2173.5
ELCIDIN,2024-12-31,-344.5
ELCIDIN,2025-03-31,-977.0
ELCIDIN,2025-06-30,3531.0
ELCIDIN,2025-09-30,1587.0
ELCIDIN,2025-12-31,2369.0
ELDEHSG,2022-12-31,10.67
ELDEHSG,2023-03-31,15.15
ELDEHSG,2023-06-30,7.76
ELDEHSG,2023-09-30,6.53
ELDEHSG,2023-12-31,8.26
ELDEHSG,2024-03-31,11.9
ELDEHSG,2024-06-30,8.13
ELDEHSG,2024-09-30,4.59
ELDEHSG,2024-12-31,5.87
ELDEHSG,2025-03-31,3.3
ELDEHSG,2025-06-30,3.18
ELDEHSG,2025-09-30,2.67
ELDEHSG,2025-12-31,13.9
ELECON,2023-03-31,3.03
ELECON,2023-06-30,3.25
ELECON,2023-09-30,3.95
ELECON,2023-12-31,4.03
ELECON,2024-03-31,4.62
ELECON,2024-06-30,3.27
ELECON,2024-09-30,3.91
ELECON,2024-12-31,4.79
ELECON,2025-03-31,6.53
ELECON,2025-06-30,7.82
ELECON,2025-09-30,3.91
ELECON,2025-12-31,3.21
ELECON,2026-03-31,0.27
ELECTCAST,2022-12-31,1.32
ELECTCAST,2023-03-31,1.5
ELECTCAST,2023-06-30,1.26
ELECTCAST,2023-09-30,2.94
ELECTCAST,2023-12-31,4.43
ELECTCAST,2024-03-31,3.67
ELECTCAST,2024-06-30,3.65
ELECTCAST,2024-09-30,2.51
ELECTCAST,2024-12-31,2.59
ELECTCAST,2025-03-31,2.72
ELECTCAST,2025-06-30,1.44
ELECTCAST,2025-09-30,1.27
ELECTCAST,2025-12-31,-0.35
ELECTHERM,2022-12-31,5.74
ELECTHERM,2023-03-31,32.62
ELECTHERM,2023-06-30,30.36
ELECTHERM,2023-09-30,52.99
ELECTHERM,2023-12-31,84.03
ELECTHERM,2024-03-31,81.64
ELECTHERM,2024-06-30,85.41
ELECTHERM,2024-09-30,46.67
ELECTHERM,2024-12-31,69.33
ELECTHERM,2025-03-31,145.57
ELECTHERM,2025-06-30,21.78
ELECTHERM,2025-09-30,-16.97
ELECTHERM,2025-12-31,-27.8
ELGIEQUIP,2022-12-31,2.53
ELGIEQUIP,2023-03-31,5.37
ELGIEQUIP,2023-06-30,1.91
ELGIEQUIP,2023-09-30,2.88
ELGIEQUIP,2023-12-31,2.65
ELGIEQUIP,2024-03-31,2.41
ELGIEQUIP,2024-06-30,2.3
ELGIEQUIP,2024-09-30,2.99
ELGIEQUIP,2024-12-31,2.54
ELGIEQUIP,2025-03-31,3.22
ELGIEQUIP,2025-06-30,2.7
ELGIEQUIP,2025-09-30,3.83
ELGIEQUIP,2025-12-31,3.0
ELGIRUBCO,2022-12-31,3.39
ELGIRUBCO,2023-03-31,-3.21
ELGIRUBCO,2023-06-30,1.01
ELGIRUBCO,2023-09-30,2.04
ELGIRUBCO,2023-12-31,-0.38
ELGIRUBCO,2024-03-31,-0.34
ELGIRUBCO,2024-06-30,4.05
ELGIRUBCO,2024-09-30,-0.83
ELGIRUBCO,2024-12-31,-0.7
ELGIRUBCO,2025-03-31,-3.4
ELGIRUBCO,2025-06-30,-0.3
ELGIRUBCO,2025-09-30,-1.2
ELGIRUBCO,2025-12-31,-5.73
ELIN,2022-12-31,0.92
ELIN,2023-03-31,0.32
ELIN,2023-06-30,0.76
ELIN,2023-09-30,0.79
ELIN,2023-12-31,0.53
ELIN,2024-03-31,0.71
ELIN,2024-06-30,1.19
ELIN,2024-09-30,0.96
ELIN,2024-12-31,0.28
ELIN,2025-03-31,3.47
ELIN,2025-06-30,1.89
ELIN,2025-09-30,2.07
ELIN,2025-12-31,0.74
ELITECON,2015-09-30,0.01
ELITECON,2015-12-31,0.0
ELITECON,2016-03-31,0.0
ELITECON,2016-06-30,0.02
ELITECON,2016-09-30,0.0
ELITECON,2016-12-31,0.02
ELITECON,2024-12-31,11.02
ELITECON,2025-03-31,0.27
ELITECON,2025-06-30,0.45
ELITECON,2025-09-30,0.64
ELITECON,2025-12-31,0.65
ELPROINTL,2022-12-31,0.8
ELPROINTL,2023-03-31,-0.02
ELPROINTL,2023-06-30,1.15
ELPROINTL,2023-09-30,1.08
ELPROINTL,2023-12-31,1.4
ELPROINTL,2024-03-31,1.42
ELPROINTL,2024-06-30,2.81
ELPROINTL,2024-09-30,1.9
ELPROINTL,2024-12-31,-1.24
ELPROINTL,2025-03-31,0.43
ELPROINTL,2025-06-30,4.39
ELPROINTL,2025-09-30,0.66
ELPROINTL,2025-12-31,5.53
EMAMILTD,2022-12-31,5.38
EMAMILTD,2023-03-31,3.27
EMAMILTD,2023-06-30,3.14
EMAMILTD,2023-09-30,4.09
EMAMILTD,2023-12-31,5.92
EMAMILTD,2024-03-31,3.41
EMAMILTD,2024-06-30,3.5
EMAMILTD,2024-09-30,4.87
EMAMILTD,2024-12-31,6.39
EMAMILTD,2025-03-31,3.72
EMAMILTD,2025-06-30,3.76
EMAMILTD,2025-09-30,3.4
EMAMILTD,2025-12-31,7.32
EMAMIREAL,2022-12-31,-2.83
EMAMIREAL,2023-03-31,-4.04
EMAMIREAL,2023-06-30,-3.79
EMAMIREAL,2023-09-30,-5.64
EMAMIREAL,2023-12-31,-4.46
EMAMIREAL,2024-03-31,-18.6
EMAMIREAL,2024-06-30,-3.65
EMAMIREAL,2024-09-30,-3.51
EMAMIREAL,2024-12-31,-5.14
EMAMIREAL,2025-03-31,-21.05
EMAMIREAL,2025-06-30,-11.59
EMAMIREAL,2025-09-30,-8.11
EMAMIREAL,2025-12-31,-8.5
EMCURE,2023-06-30,7.21
EMCURE,2023-09-30,7.69
EMCURE,2023-12-31,6.27
EMCURE,2024-03-31,6.36
EMCURE,2024-06-30,7.95
EMCURE,2024-09-30,10.29
EMCURE,2024-12-31,8.11
EMCURE,2025-03-31,9.97
EMCURE,2025-06-30,10.92
EMCURE,2025-09-30,12.84
EMCURE,2025-12-31,12.16
EMIL,2022-12-31,0.57
EMIL,2023-03-31,0.94
EMIL,2023-06-30,1.57
EMIL,2023-09-30,0.97
EMIL,2023-12-31,1.19
EMIL,2024-03-31,1.05
EMIL,2024-06-30,2.0
EMIL,2024-09-30,0.61
EMIL,2024-12-31,0.87
EMIL,2025-03-31,0.69
EMIL,2025-06-30,0.56
EMIL,2025-09-30,0.42
EMIL,2025-12-31,0.77
EMKAY,2022-12-31,3.55
EMKAY,2023-03-31,-2.18
EMKAY,2023-06-30,0.14
EMKAY,2023-09-30,3.76
EMKAY,2023-12-31,4.97
EMKAY,2024-03-31,4.28
EMKAY,2024-06-30,5.61
EMKAY,2024-09-30,10.43
EMKAY,2024-12-31,3.43
EMKAY,2025-03-31,3.35
EMKAY,2025-06-30,1.88
EMKAY,2025-09-30,0.18
EMKAY,2025-12-31,1.66
EMMBI,2024-09-30,0.89
EMMBI,2024-12-31,0.92
EMMBI,2025-03-31,0.8
EMMBI,2025-06-30,0.77
EMMBI,2025-09-30,1.49
EMMBI,2025-12-31,0.58
EMMVEE,2024-09-30,32.54
EMMVEE,2024-12-31,91.92
EMMVEE,2025-06-30,3.16
EMMVEE,2025-09-30,4.01
EMMVEE,2025-12-31,3.81
EMPOWER,2022-12-31,0.0
EMPOWER,2023-03-31,-0.0
EMPOWER,2023-06-30,0.0
EMPOWER,2023-09-30,0.01
EMPOWER,2023-12-31,0.03
EMPOWER,2024-03-31,0.02
EMPOWER,2024-06-30,0.02
EMPOWER,2024-09-30,0.02
EMPOWER,2024-12-31,0.01
EMPOWER,2025-03-31,-0.0
EMPOWER,2025-06-30,0.0
EMPOWER,2025-09-30,0.02
EMPOWER,2025-12-31,0.01
EMSLIMITED,2022-12-31,25.11
EMSLIMITED,2023-03-31,7.54
EMSLIMITED,2023-06-30,4.82
EMSLIMITED,2023-09-30,8.15
EMSLIMITED,2023-12-31,6.72
EMSLIMITED,2024-03-31,8.53
EMSLIMITED,2024-06-30,6.68
EMSLIMITED,2024-09-30,8.94
EMSLIMITED,2024-12-31,9.09
EMSLIMITED,2025-03-31,8.39
EMSLIMITED,2025-06-30,6.82
EMSLIMITED,2025-09-30,5.09
EMSLIMITED,2025-12-31,3.39
EMUDHRA,2022-12-31,1.96
EMUDHRA,2023-03-31,2.03
EMUDHRA,2023-06-30,2.0
EMUDHRA,2023-09-30,2.35
EMUDHRA,2023-12-31,2.58
EMUDHRA,2024-03-31,2.54
EMUDHRA,2024-06-30,2.16
EMUDHRA,2024-09-30,2.65
EMUDHRA,2024-12-31,2.53
EMUDHRA,2025-03-31,2.88
EMUDHRA,2025-06-30,3.0
EMUDHRA,2025-09-30,3.05
EMUDHRA,2025-12-31,3.46
ENDURANCE,2022-12-31,7.69
ENDURANCE,2023-03-31,9.7
ENDURANCE,2023-06-30,11.62
ENDURANCE,2023-09-30,10.99
ENDURANCE,2023-12-31,10.83
ENDURANCE,2024-03-31,14.94
ENDURANCE,2024-06-30,14.49
ENDURANCE,2024-09-30,14.43
ENDURANCE,2024-12-31,13.11
ENDURANCE,2025-03-31,17.43
ENDURANCE,2025-06-30,16.09
ENDURANCE,2025-09-30,16.16
ENDURANCE,2025-12-31,15.76
ENERGYDEV,2022-12-31,0.34
ENERGYDEV,2023-03-31,-1.35
ENERGYDEV,2023-06-30,-0.34
ENERGYDEV,2023-09-30,0.62
ENERGYDEV,2023-12-31,0.35
ENERGYDEV,2024-03-31,-1.08
ENERGYDEV,2024-06-30,-0.1
ENERGYDEV,2024-09-30,1.38
ENERGYDEV,2024-12-31,-16.08
ENERGYDEV,2025-03-31,-5.68
ENERGYDEV,2025-06-30,0.35
ENERGYDEV,2025-09-30,2.23
ENERGYDEV,2025-12-31,0.27
ENGINERSIN,2022-12-31,0.29
ENGINERSIN,2023-03-31,3.38
ENGINERSIN,2023-06-30,2.47
ENGINERSIN,2023-09-30,2.27
ENGINERSIN,2023-12-31,1.13
ENGINERSIN,2024-03-31,2.06
ENGINERSIN,2024-06-30,1.63
ENGINERSIN,2024-09-30,1.77
ENGINERSIN,2024-12-31,1.93
ENGINERSIN,2025-03-31,4.98
ENGINERSIN,2025-06-30,1.16
ENGINERSIN,2025-09-30,1.49
ENGINERSIN,2025-12-31,6.18
ENIL,2022-12-31,-1.77
ENIL,2023-03-31,-1.54
ENIL,2023-06-30,-0.72
ENIL,2023-09-30,0.69
ENIL,2023-12-31,5.01
ENIL,2024-03-31,1.82
ENIL,2024-06-30,-1.15
ENIL,2024-09-30,-0.87
ENIL,2024-12-31,1.92
ENIL,2025-03-31,2.53
ENIL,2025-06-30,-1.13
ENIL,2025-09-30,-0.86
ENIL,2025-12-31,-1.35
ENTERO,2022-12-31,8.05
ENTERO,2023-03-31,-9.05
ENTERO,2023-06-30,15.18
ENTERO,2023-09-30,3.19
ENTERO,2023-12-31,4.22
ENTERO,2024-03-31,4.82
ENTERO,2024-06-30,4.62
ENTERO,2024-09-30,5.43
ENTERO,2024-12-31,5.85
ENTERO,2025-03-31,5.9
ENTERO,2025-06-30,6.39
ENTERO,2025-09-30,7.26
ENTERO,2025-12-31,6.35
EPACK,2022-12-31,-1.2
EPACK,2023-03-31,6.4
EPACK,2023-06-30,1.68
EPACK,2023-09-30,-1.17
EPACK,2023-12-31,0.62
EPACK,2024-03-31,2.91
EPACK,2024-06-30,2.44
EPACK,2024-09-30,-0.88
EPACK,2024-12-31,0.26
EPACK,2025-03-31,3.93
EPACK,2025-06-30,2.39
EPACK,2025-09-30,-2.31
EPACK,2025-12-31,0.27
EPACKPEB,2024-06-30,34.19
EPACKPEB,2024-09-30,1.86
EPACKPEB,2024-12-31,1.5
EPACKPEB,2025-03-31,2.58
EPACKPEB,2025-06-30,2.07
EPACKPEB,2025-09-30,2.93
EPACKPEB,2025-12-31,1.68
EPIGRAL,2022-12-31,18.58
EPIGRAL,2023-03-31,18.47
EPIGRAL,2023-06-30,7.58
EPIGRAL,2023-09-30,9.14
EPIGRAL,2023-12-31,11.81
EPIGRAL,2024-03-31,18.6
EPIGRAL,2024-06-30,20.67
EPIGRAL,2024-09-30,19.57
EPIGRAL,2024-12-31,24.02
EPIGRAL,2025-03-31,20.14
EPIGRAL,2025-06-30,37.25
EPIGRAL,2025-09-30,11.87
EPIGRAL,2025-12-31,9.07
EPL,2022-12-31,1.97
EPL,2023-03-31,2.65
EPL,2023-06-30,1.71
EPL,2023-09-30,1.59
EPL,2023-12-31,2.71
EPL,2024-03-31,0.7
EPL,2024-06-30,2.02
EPL,2024-09-30,2.73
EPL,2024-12-31,2.93
EPL,2025-03-31,3.58
EPL,2025-06-30,3.13
EPL,2025-09-30,3.26
EPL,2025-12-31,2.55
ERIS,2022-12-31,7.49
ERIS,2023-03-31,4.81
ERIS,2023-06-30,6.98
ERIS,2023-09-30,9.07
ERIS,2023-12-31,7.55
ERIS,2024-03-31,5.22
ERIS,2024-06-30,6.12
ERIS,2024-09-30,6.73
ERIS,2024-12-31,6.15
ERIS,2025-03-31,6.89
ERIS,2025-06-30,8.66
ERIS,2025-09-30,8.82
ERIS,2025-12-31,7.32
ESCORTS,2022-12-31,13.7
ESCORTS,2023-03-31,16.41
ESCORTS,2023-06-30,26.24
ESCORTS,2023-09-30,19.05
ESCORTS,2023-12-31,27.01
ESCORTS,2024-03-31,24.43
ESCORTS,2024-06-30,27.3
ESCORTS,2024-09-30,28.98
ESCORTS,2024-12-31,28.66
ESCORTS,2025-03-31,28.46
ESCORTS,2025-06-30,124.88
ESCORTS,2025-09-30,28.44
ESCORTS,2025-12-31,32.03
ESSARSHPNG,2022-12-31,64.89
ESSARSHPNG,2023-03-31,17.56
ESSARSHPNG,2023-06-30,1.26
ESSARSHPNG,2023-09-30,-1.74
ESSARSHPNG,2023-12-31,-2.12
ESSARSHPNG,2024-03-31,-3.11
ESSARSHPNG,2024-06-30,-1.69
ESSARSHPNG,2024-09-30,31.04
ESSARSHPNG,2024-12-31,1.92
ESSARSHPNG,2025-03-31,0.62
ESSARSHPNG,2025-06-30,1.32
ESSARSHPNG,2025-09-30,-0.76
ESSARSHPNG,2025-12-31,-4.26
ESSENTIA,2022-12-31,0.02
ESSENTIA,2023-03-31,0.02
ESSENTIA,2023-06-30,0.01
ESSENTIA,2023-09-30,0.07
ESSENTIA,2023-12-31,0.01
ESSENTIA,2024-03-31,0.06
ESSENTIA,2024-06-30,0.02
ESSENTIA,2024-09-30,0.0
ESSENTIA,2024-12-31,0.01
ESSENTIA,2025-03-31,-0.0
ESSENTIA,2025-06-30,0.01
ESSENTIA,2025-09-30,0.01
ESSENTIA,2025-12-31,0.01
ESTER,2022-12-31,-1.11
ESTER,2023-03-31,-2.13
ESTER,2023-06-30,-2.65
ESTER,2023-09-30,-3.65
ESTER,2023-12-31,-5.37
ESTER,2024-03-31,-2.52
ESTER,2024-06-30,-1.71
ESTER,2024-09-30,0.32
ESTER,2024-12-31,2.64
ESTER,2025-03-31,0.21
ESTER,2025-06-30,-0.73
ESTER,2025-09-30,-1.62
ESTER,2025-12-31,-1.27
ETERNAL,2023-03-31,-0.22
ETERNAL,2023-06-30,0.0
ETERNAL,2023-09-30,0.04
ETERNAL,2023-12-31,0.16
ETERNAL,2024-03-31,0.2
ETERNAL,2024-06-30,0.29
ETERNAL,2024-09-30,0.2
ETERNAL,2024-12-31,0.06
ETERNAL,2025-03-31,0.04
ETERNAL,2025-06-30,0.03
ETERNAL,2025-09-30,0.07
ETERNAL,2025-12-31,0.11
ETERNAL,2026-03-31,0.18
ETHOSLTD,2022-12-31,8.1
ETHOSLTD,2023-03-31,5.21
ETHOSLTD,2023-06-30,7.12
ETHOSLTD,2023-09-30,7.29
ETHOSLTD,2023-12-31,9.52
ETHOSLTD,2024-03-31,7.85
ETHOSLTD,2024-06-30,8.51
ETHOSLTD,2024-09-30,7.93
ETHOSLTD,2024-12-31,11.0
ETHOSLTD,2025-03-31,8.49
ETHOSLTD,2025-06-30,7.11
ETHOSLTD,2025-09-30,8.89
ETHOSLTD,2025-12-31,11.37
EUREKAFORB,2022-12-31,0.36
EUREKAFORB,2023-03-31,1.06
EUREKAFORB,2023-06-30,1.32
EUREKAFORB,2023-09-30,1.34
EUREKAFORB,2023-12-31,1.19
EUREKAFORB,2024-03-31,1.11
EUREKAFORB,2024-06-30,1.66
EUREKAFORB,2024-09-30,2.47
EUREKAFORB,2024-12-31,1.81
EUREKAFORB,2025-03-31,2.56
EUREKAFORB,2025-06-30,2.0
EUREKAFORB,2025-09-30,3.25
EUREKAFORB,2025-12-31,0.52
EUROBOND,2024-09-30,1.86
EUROBOND,2024-12-31,1.82
EUROBOND,2025-06-30,2.33
EUROBOND,2025-09-30,2.7
EUROBOND,2025-12-31,2.33
EUROPRATIK,2024-06-30,16.6
EUROPRATIK,2024-09-30,2.6
EUROPRATIK,2024-12-31,1.96
EUROPRATIK,2025-03-31,1.18
EUROPRATIK,2025-06-30,0.95
EUROPRATIK,2025-09-30,2.25
EUROPRATIK,2025-12-31,2.28
EVEREADY,2022-12-31,0.75
EVEREADY,2023-03-31,-1.98
EVEREADY,2023-06-30,3.42
EVEREADY,2023-09-30,3.5
EVEREADY,2023-12-31,1.16
EVEREADY,2024-03-31,1.11
EVEREADY,2024-06-30,4.04
EVEREADY,2024-09-30,4.07
EVEREADY,2024-12-31,1.8
EVEREADY,2025-03-31,1.43
EVEREADY,2025-06-30,4.16
EVEREADY,2025-09-30,-1.09
EVEREADY,2025-12-31,1.02
EVERESTIND,2022-12-31,3.16
EVERESTIND,2023-03-31,8.24
EVERESTIND,2023-06-30,11.17
EVERESTIND,2023-09-30,-3.7
EVERESTIND,2023-12-31,0.51
EVERESTIND,2024-03-31,3.45
EVERESTIND,2024-06-30,10.07
EVERESTIND,2024-09-30,-7.38
EVERESTIND,2024-12-31,-9.79
EVERESTIND,2025-03-31,4.83
EVERESTIND,2025-06-30,1.03
EVERESTIND,2025-09-30,-11.46
EVERESTIND,2025-12-31,-23.95
EXCELINDUS,2022-12-31,14.86
EXCELINDUS,2023-03-31,1.72
EXCELINDUS,2023-06-30,4.68
EXCELINDUS,2023-09-30,1.42
EXCELINDUS,2023-12-31,2.13
EXCELINDUS,2024-03-31,5.31
EXCELINDUS,2024-06-30,24.68
EXCELINDUS,2024-09-30,28.38
EXCELINDUS,2024-12-31,4.93
EXCELINDUS,2025-03-31,9.87
EXCELINDUS,2025-06-30,26.86
EXCELINDUS,2025-09-30,16.86
