symbol,date,eps
INDIANCARD,2024-03-31,2.46
INDIANCARD,2024-06-30,112.5
INDIANCARD,2024-09-30,13.15
INDIANCARD,2024-12-31,-0.42
INDIANCARD,2025-03-31,29.42
INDIANCARD,2025-06-30,3.85
INDIANCARD,2025-09-30,9.11
INDIANCARD,2025-12-31,-1.03
INDIASHLTR,2022-12-31,9.17
INDIASHLTR,2023-03-31,12.1
INDIASHLTR,2023-06-30,10.73
INDIASHLTR,2023-09-30,6.69
INDIASHLTR,2023-12-31,5.82
INDIASHLTR,2024-03-31,7.28
INDIASHLTR,2024-06-30,7.79
INDIASHLTR,2024-09-30,8.39
INDIASHLTR,2024-12-31,8.92
INDIASHLTR,2025-03-31,10.02
INDIASHLTR,2025-06-30,11.07
INDIASHLTR,2025-09-30,11.26
INDIASHLTR,2025-12-31,11.42
INDIGO,2022-12-31,36.91
INDIGO,2023-03-31,23.84
INDIGO,2023-06-30,80.16
INDIGO,2023-09-30,4.9
INDIGO,2023-12-31,77.68
INDIGO,2024-03-31,49.09
INDIGO,2024-06-30,70.7
INDIGO,2024-09-30,-25.54
INDIGO,2024-12-31,63.38
INDIGO,2025-03-31,79.38
INDIGO,2025-06-30,56.31
INDIGO,2025-09-30,-66.79
INDIGO,2025-12-31,14.22
INDIGOPNTS,2022-12-31,5.52
INDIGOPNTS,2023-03-31,10.23
INDIGOPNTS,2023-06-30,6.52
INDIGOPNTS,2023-09-30,5.32
INDIGOPNTS,2023-12-31,7.82
INDIGOPNTS,2024-03-31,11.27
INDIGOPNTS,2024-06-30,5.5
INDIGOPNTS,2024-09-30,4.75
INDIGOPNTS,2024-12-31,7.56
INDIGOPNTS,2025-03-31,11.95
INDIGOPNTS,2025-06-30,5.44
INDIGOPNTS,2025-09-30,5.27
INDIGOPNTS,2025-12-31,7.63
INDNIPPON,2022-12-31,5.99
INDNIPPON,2023-03-31,6.28
INDNIPPON,2023-06-30,4.09
INDNIPPON,2023-09-30,7.75
INDNIPPON,2023-12-31,5.34
INDNIPPON,2024-03-31,9.03
INDNIPPON,2024-06-30,8.02
INDNIPPON,2024-09-30,9.35
INDNIPPON,2024-12-31,7.06
INDNIPPON,2025-03-31,11.94
INDNIPPON,2025-06-30,10.26
INDNIPPON,2025-09-30,10.26
INDNIPPON,2025-12-31,11.02
INDOAMIN,2022-12-31,1.47
INDOAMIN,2023-03-31,2.42
INDOAMIN,2023-06-30,1.72
INDOAMIN,2023-09-30,1.69
INDOAMIN,2023-12-31,1.39
INDOAMIN,2024-03-31,1.29
INDOAMIN,2024-06-30,2.73
INDOAMIN,2024-09-30,1.95
INDOAMIN,2024-12-31,1.56
INDOAMIN,2025-03-31,1.63
INDOAMIN,2025-06-30,3.97
INDOAMIN,2025-09-30,2.49
INDOAMIN,2025-12-31,1.64
INDOBORAX,2022-12-31,4.27
INDOBORAX,2023-03-31,3.94
INDOBORAX,2023-06-30,3.23
INDOBORAX,2023-09-30,2.78
INDOBORAX,2023-12-31,2.56
INDOBORAX,2024-03-31,3.56
INDOBORAX,2024-06-30,4.37
INDOBORAX,2024-09-30,2.86
INDOBORAX,2024-12-31,2.83
INDOBORAX,2025-03-31,3.19
INDOBORAX,2025-06-30,3.18
INDOBORAX,2025-09-30,5.07
INDOBORAX,2025-12-31,2.89
INDOCO,2022-12-31,3.05
INDOCO,2023-03-31,2.8
INDOCO,2023-06-30,2.65
INDOCO,2023-09-30,3.81
INDOCO,2023-12-31,1.77
INDOCO,2024-03-31,2.46
INDOCO,2024-06-30,0.28
INDOCO,2024-09-30,-1.04
INDOCO,2024-12-31,-2.86
INDOCO,2025-03-31,-4.38
INDOCO,2025-06-30,-3.88
INDOCO,2025-09-30,-0.86
INDOCO,2025-12-31,-3.23
INDOFARM,2024-06-30,0.62
INDOFARM,2024-09-30,0.91
INDOFARM,2024-12-31,1.01
INDOFARM,2025-03-31,2.81
INDOFARM,2025-06-30,1.13
INDOFARM,2025-09-30,1.04
INDOFARM,2025-12-31,1.16
INDORAMA,2022-12-31,-2.52
INDORAMA,2023-03-31,0.06
INDORAMA,2023-06-30,-2.11
INDORAMA,2023-09-30,-0.34
INDORAMA,2023-12-31,-3.79
INDORAMA,2024-03-31,-1.55
INDORAMA,2024-06-30,-0.73
INDORAMA,2024-09-30,-1.69
INDORAMA,2024-12-31,0.52
INDORAMA,2025-03-31,1.96
INDORAMA,2025-06-30,2.02
INDORAMA,2025-09-30,0.94
INDORAMA,2025-12-31,0.34
INDOSTAR,2022-12-31,2.69
INDOSTAR,2023-03-31,5.58
INDOSTAR,2023-06-30,2.86
INDOSTAR,2023-09-30,1.82
INDOSTAR,2023-12-31,1.24
INDOSTAR,2024-03-31,2.59
INDOSTAR,2024-06-30,1.83
INDOSTAR,2024-09-30,2.33
INDOSTAR,2024-12-31,2.04
INDOSTAR,2025-03-31,2.66
INDOSTAR,2025-06-30,39.92
INDOSTAR,2025-09-30,0.77
INDOSTAR,2025-12-31,0.51
INDOTHAI,2022-12-31,-0.02
INDOTHAI,2023-03-31,-0.76
INDOTHAI,2023-06-30,0.31
INDOTHAI,2023-09-30,0.43
INDOTHAI,2023-12-31,0.54
INDOTHAI,2024-03-31,0.25
INDOTHAI,2024-06-30,0.5
INDOTHAI,2024-09-30,0.45
INDOTHAI,2024-12-31,0.09
INDOTHAI,2025-03-31,-0.22
INDOTHAI,2025-06-30,0.72
INDOTHAI,2025-09-30,1.19
INDOTHAI,2025-12-31,1.33
INDOWIND,2022-12-31,0.01
INDOWIND,2023-03-31,-1.55
INDOWIND,2023-06-30,0.09
INDOWIND,2023-09-30,0.31
INDOWIND,2023-12-31,0.0
INDOWIND,2024-03-31,0.04
INDOWIND,2024-06-30,0.1
INDOWIND,2024-09-30,0.27
INDOWIND,2024-12-31,0.0
INDOWIND,2025-03-31,-0.3
INDOWIND,2025-06-30,0.14
INDOWIND,2025-09-30,0.29
INDOWIND,2025-12-31,0.03
INDPRUD,2022-12-31,59.91
INDPRUD,2023-03-31,80.56
INDPRUD,2023-06-30,57.94
INDPRUD,2023-09-30,93.57
INDPRUD,2023-12-31,71.25
INDPRUD,2024-03-31,72.32
INDPRUD,2024-06-30,63.13
INDPRUD,2024-09-30,108.72
INDPRUD,2024-12-31,87.0
INDPRUD,2025-03-31,97.39
INDPRUD,2025-06-30,82.11
INDPRUD,2025-09-30,99.71
INDPRUD,2025-12-31,94.1
INDSWFTLAB,2022-12-31,4.65
INDSWFTLAB,2023-03-31,-4.25
INDSWFTLAB,2023-06-30,2.92
INDSWFTLAB,2023-09-30,5.36
INDSWFTLAB,2023-12-31,3.29
INDSWFTLAB,2024-03-31,83.55
INDSWFTLAB,2024-06-30,0.16
INDSWFTLAB,2024-09-30,0.07
INDSWFTLAB,2024-12-31,-0.93
INDSWFTLAB,2025-03-31,36.67
INDSWFTLAB,2025-06-30,1.45
INDSWFTLAB,2025-09-30,0.98
INDSWFTLAB,2025-12-31,1.17
INDUSINDBK,2023-03-31,26.34
INDUSINDBK,2023-06-30,27.38
INDUSINDBK,2023-09-30,28.34
INDUSINDBK,2023-12-31,29.59
INDUSINDBK,2024-03-31,30.18
INDUSINDBK,2024-06-30,27.88
INDUSINDBK,2024-09-30,17.09
INDUSINDBK,2024-12-31,18.0
INDUSINDBK,2025-03-31,-29.89
INDUSINDBK,2025-06-30,7.75
INDUSINDBK,2025-09-30,-5.61
INDUSINDBK,2025-12-31,1.64
INDUSINDBK,2026-03-31,7.63
INDUSTOWER,2022-12-31,-2.63
INDUSTOWER,2023-03-31,5.19
INDUSTOWER,2023-06-30,5.0
INDUSTOWER,2023-09-30,4.8
INDUSTOWER,2023-12-31,5.72
INDUSTOWER,2024-03-31,6.88
INDUSTOWER,2024-06-30,7.15
INDUSTOWER,2024-09-30,8.43
INDUSTOWER,2024-12-31,15.17
INDUSTOWER,2025-03-31,6.74
INDUSTOWER,2025-06-30,6.58
INDUSTOWER,2025-09-30,6.97
INDUSTOWER,2025-12-31,6.73
INFOBEAN,2023-03-31,0.49
INFOBEAN,2023-06-30,0.36
INFOBEAN,2023-09-30,0.43
INFOBEAN,2023-12-31,0.57
INFOBEAN,2024-03-31,0.95
INFOBEAN,2024-06-30,0.79
INFOBEAN,2024-09-30,1.3
INFOBEAN,2024-12-31,0.72
INFOBEAN,2025-03-31,1.08
INFOBEAN,2025-06-30,2.4
INFOBEAN,2025-09-30,2.33
INFOBEAN,2025-12-31,1.99
INFOBEAN,2026-03-31,2.21
INFOMEDIA,2006-09-30,0.74
INFOMEDIA,2006-12-31,0.5
INFOMEDIA,2007-03-31,0.8
INFOMEDIA,2007-06-30,-0.17
INFOMEDIA,2007-09-30,0.69
INFOMEDIA,2007-12-31,-0.99
INFOMEDIA,2008-03-31,-0.56
INFY,2023-03-31,14.77
INFY,2023-06-30,14.32
INFY,2023-09-30,14.97
INFY,2023-12-31,14.71
INFY,2024-03-31,19.2
INFY,2024-06-30,15.34
INFY,2024-09-30,15.67
INFY,2024-12-31,16.39
INFY,2025-03-31,16.93
INFY,2025-06-30,16.66
INFY,2025-09-30,17.73
INFY,2025-12-31,16.41
INFY,2026-03-31,20.96
INNOVACAP,2022-12-31,4.08
INNOVACAP,2023-03-31,3.59
INNOVACAP,2023-06-30,3.66
INNOVACAP,2023-09-30,4.77
INNOVACAP,2023-12-31,4.39
INNOVACAP,2024-03-31,5.02
INNOVACAP,2024-06-30,5.15
INNOVACAP,2024-09-30,6.12
INNOVACAP,2024-12-31,5.98
INNOVACAP,2025-03-31,5.17
INNOVACAP,2025-06-30,5.42
INNOVACAP,2025-09-30,5.18
INNOVACAP,2025-12-31,7.37
INNOVANA,2022-12-31,5.23
INNOVANA,2023-03-31,4.86
INNOVANA,2023-06-30,4.89
INNOVANA,2023-09-30,5.41
INNOVANA,2023-12-31,5.51
INNOVANA,2024-03-31,4.17
INNOVANA,2024-06-30,4.95
INNOVANA,2024-09-30,5.32
INNOVANA,2024-12-31,5.7
INNOVANA,2025-03-31,5.56
INNOVANA,2025-06-30,6.32
INNOVANA,2025-09-30,6.19
INNOVANA,2025-12-31,4.63
INNOVISION,2024-12-31,1.65
INNOVISION,2025-09-30,4.16
INNOVISION,2025-12-31,2.37
INOXGREEN,2022-12-31,0.16
INOXGREEN,2023-03-31,-0.02
INOXGREEN,2023-06-30,0.08
INOXGREEN,2023-09-30,0.2
INOXGREEN,2023-12-31,-0.05
INOXGREEN,2024-03-31,0.73
INOXGREEN,2024-06-30,0.13
INOXGREEN,2024-09-30,0.18
INOXGREEN,2024-12-31,0.11
INOXGREEN,2025-03-31,0.15
INOXGREEN,2025-06-30,0.6
INOXGREEN,2025-09-30,0.76
INOXGREEN,2025-12-31,0.66
INOXINDIA,2022-12-31,4.48
INOXINDIA,2023-03-31,3.37
INOXINDIA,2023-06-30,6.29
INOXINDIA,2023-09-30,5.1
INOXINDIA,2023-12-31,5.35
INOXINDIA,2024-03-31,4.86
INOXINDIA,2024-06-30,5.8
INOXINDIA,2024-09-30,5.45
INOXINDIA,2024-12-31,6.43
INOXINDIA,2025-03-31,7.22
INOXINDIA,2025-06-30,6.73
INOXINDIA,2025-09-30,6.7
INOXINDIA,2025-12-31,6.69
INOXWIND,2022-12-31,-2.43
INOXWIND,2023-03-31,-0.85
INOXWIND,2023-06-30,-0.46
INOXWIND,2023-09-30,-0.17
INOXWIND,2023-12-31,0.01
INOXWIND,2024-03-31,0.34
INOXWIND,2024-06-30,0.07
INOXWIND,2024-09-30,0.19
INOXWIND,2024-12-31,0.84
INOXWIND,2025-03-31,1.35
INOXWIND,2025-06-30,0.61
INOXWIND,2025-09-30,0.53
INOXWIND,2025-12-31,0.68
INSECTICID,2022-12-31,3.17
INSECTICID,2023-03-31,-9.9
INSECTICID,2023-06-30,9.85
INSECTICID,2023-09-30,17.96
INSECTICID,2023-12-31,4.16
INSECTICID,2024-03-31,2.62
INSECTICID,2024-06-30,16.68
INSECTICID,2024-09-30,21.13
INSECTICID,2024-12-31,5.97
INSECTICID,2025-03-31,4.77
INSECTICID,2025-06-30,19.97
INSECTICID,2025-09-30,20.31
INSECTICID,2025-12-31,3.61
INTELLECT,2022-12-31,4.58
INTELLECT,2023-03-31,6.68
INTELLECT,2023-06-30,6.87
INTELLECT,2023-09-30,5.16
INTELLECT,2023-12-31,6.17
INTELLECT,2024-03-31,5.33
INTELLECT,2024-06-30,5.43
INTELLECT,2024-09-30,3.82
INTELLECT,2024-12-31,5.06
INTELLECT,2025-03-31,9.75
INTELLECT,2025-06-30,6.8
INTELLECT,2025-09-30,7.35
INTELLECT,2025-12-31,2.04
INTENTECH,2022-12-31,1.54
INTENTECH,2023-03-31,1.94
INTENTECH,2023-06-30,1.36
INTENTECH,2023-09-30,2.19
INTENTECH,2023-12-31,1.83
INTENTECH,2024-03-31,1.28
INTENTECH,2024-06-30,2.34
INTENTECH,2024-09-30,2.13
INTENTECH,2024-12-31,1.31
INTENTECH,2025-03-31,1.16
INTENTECH,2025-06-30,0.53
INTENTECH,2025-09-30,1.34
INTENTECH,2025-12-31,0.98
INTLCONV,2022-12-31,0.99
INTLCONV,2023-03-31,1.19
INTLCONV,2023-06-30,2.23
INTLCONV,2023-09-30,3.61
INTLCONV,2023-12-31,3.05
INTLCONV,2024-03-31,0.96
INTLCONV,2024-06-30,5.03
INTLCONV,2024-09-30,4.23
INTLCONV,2024-12-31,3.16
INTLCONV,2025-03-31,2.06
INTLCONV,2025-06-30,8.22
INTLCONV,2025-09-30,-2.74
INTLCONV,2025-12-31,4.65
INVENTURE,2022-12-31,0.01
INVENTURE,2023-03-31,0.04
INVENTURE,2023-06-30,0.01
INVENTURE,2023-09-30,0.02
INVENTURE,2023-12-31,0.03
INVENTURE,2024-03-31,0.07
INVENTURE,2024-06-30,0.06
INVENTURE,2024-09-30,-0.02
INVENTURE,2024-12-31,0.0
INVENTURE,2025-03-31,-0.02
INVENTURE,2025-06-30,0.05
INVENTURE,2025-09-30,0.01
INVENTURE,2025-12-31,0.03
INVPRECQ,2022-12-31,1.93
INVPRECQ,2023-03-31,2.89
INVPRECQ,2023-06-30,3.26
INVPRECQ,2023-09-30,2.53
INVPRECQ,2023-12-31,1.31
INVPRECQ,2024-03-31,0.7
INVPRECQ,2024-06-30,2.26
INVPRECQ,2024-09-30,1.54
INVPRECQ,2024-12-31,0.37
INVPRECQ,2025-03-31,1.9
INVPRECQ,2025-06-30,2.17
INVPRECQ,2025-09-30,3.03
INVPRECQ,2025-12-31,2.79
IOB,2022-12-31,0.29
IOB,2023-03-31,0.35
IOB,2023-06-30,0.27
IOB,2023-09-30,0.33
IOB,2023-12-31,0.38
IOB,2024-03-31,0.43
IOB,2024-06-30,0.34
IOB,2024-09-30,0.41
IOB,2024-12-31,0.46
IOB,2025-03-31,0.57
IOB,2025-06-30,0.61
IOB,2025-09-30,0.65
IOB,2025-12-31,0.74
IOC,2022-12-31,0.55
IOC,2023-03-31,7.29
IOC,2023-06-30,10.22
IOC,2023-09-30,9.29
IOC,2023-12-31,6.39
IOC,2024-03-31,3.65
IOC,2024-06-30,2.5
IOC,2024-09-30,-0.12
IOC,2024-12-31,1.5
IOC,2025-03-31,5.75
IOC,2025-06-30,4.83
IOC,2025-09-30,5.54
IOC,2025-12-31,9.21
IOLCP,2022-12-31,0.81
IOLCP,2023-03-31,2.21
IOLCP,2023-06-30,1.56
IOLCP,2023-09-30,1.29
IOLCP,2023-12-31,0.79
IOLCP,2024-03-31,0.94
IOLCP,2024-06-30,1.02
IOLCP,2024-09-30,0.65
IOLCP,2024-12-31,0.7
IOLCP,2025-03-31,1.07
IOLCP,2025-06-30,1.16
IOLCP,2025-09-30,1.02
IOLCP,2025-12-31,0.7
IONEXCHANG,2022-12-31,3.28
IONEXCHANG,2023-03-31,5.57
IONEXCHANG,2023-06-30,2.27
IONEXCHANG,2023-09-30,2.9
IONEXCHANG,2023-12-31,3.24
IONEXCHANG,2024-03-31,4.96
IONEXCHANG,2024-06-30,3.07
IONEXCHANG,2024-09-30,3.47
IONEXCHANG,2024-12-31,3.31
IONEXCHANG,2025-03-31,4.32
IONEXCHANG,2025-06-30,3.32
IONEXCHANG,2025-09-30,3.38
IONEXCHANG,2025-12-31,1.38
IPCALAB,2022-12-31,4.25
IPCALAB,2023-03-31,3.02
IPCALAB,2023-06-30,6.42
IPCALAB,2023-09-30,5.72
IPCALAB,2023-12-31,7.09
IPCALAB,2024-03-31,2.35
IPCALAB,2024-06-30,7.58
IPCALAB,2024-09-30,9.05
IPCALAB,2024-12-31,9.78
IPCALAB,2025-03-31,2.67
IPCALAB,2025-06-30,9.19
IPCALAB,2025-09-30,11.14
IPCALAB,2025-12-31,12.86
IPL,2022-12-31,3.02
IPL,2023-03-31,2.6
IPL,2023-06-30,1.35
IPL,2023-09-30,1.69
IPL,2023-12-31,2.08
IPL,2024-03-31,0.09
IPL,2024-06-30,1.69
IPL,2024-09-30,2.25
IPL,2024-12-31,1.4
IPL,2025-03-31,1.89
IPL,2025-06-30,3.03
IPL,2025-09-30,2.74
IPL,2025-12-31,1.97
IRB,2022-12-31,0.12
IRB,2023-03-31,0.11
IRB,2023-06-30,0.11
IRB,2023-09-30,0.08
IRB,2023-12-31,0.16
IRB,2024-03-31,0.16
IRB,2024-06-30,0.12
IRB,2024-09-30,0.08
IRB,2024-12-31,4.99
IRB,2025-03-31,0.18
IRB,2025-06-30,0.17
IRB,2025-09-30,0.12
IRB,2025-12-31,0.17
IRCON,2022-12-31,2.02
IRCON,2023-03-31,2.73
IRCON,2023-06-30,1.99
IRCON,2023-09-30,2.67
IRCON,2023-12-31,2.6
IRCON,2024-03-31,2.62
IRCON,2024-06-30,2.38
IRCON,2024-09-30,2.19
IRCON,2024-12-31,0.92
IRCON,2025-03-31,2.24
IRCON,2025-06-30,1.75
IRCON,2025-09-30,1.47
IRCON,2025-12-31,1.07
IRCTC,2023-03-31,3.48
IRCTC,2023-06-30,2.9
IRCTC,2023-09-30,3.68
IRCTC,2023-12-31,3.75
IRCTC,2024-03-31,3.55
IRCTC,2024-06-30,3.85
IRCTC,2024-09-30,3.85
IRCTC,2024-12-31,4.26
IRCTC,2025-03-31,4.48
IRCTC,2025-06-30,4.13
IRCTC,2025-09-30,4.28
IRCTC,2025-12-31,4.93
IREDA,2024-03-31,1.26
IREDA,2024-06-30,1.43
IREDA,2024-09-30,1.44
IREDA,2024-12-31,1.58
IREDA,2025-03-31,1.87
IREDA,2025-06-30,0.88
IREDA,2025-09-30,1.96
IREDA,2025-12-31,2.08
IRIS,2022-12-31,0.76
IRIS,2023-03-31,0.82
IRIS,2023-06-30,0.48
IRIS,2023-09-30,0.69
IRIS,2023-12-31,0.89
IRIS,2024-03-31,2.43
IRIS,2024-06-30,1.46
IRIS,2024-09-30,1.93
IRIS,2024-12-31,1.77
IRIS,2025-03-31,1.37
IRIS,2025-06-30,0.09
IRIS,2025-09-30,56.84
IRIS,2025-12-31,2.58
IRMENERGY,2022-12-31,6.56
IRMENERGY,2023-03-31,1.34
IRMENERGY,2023-06-30,8.89
IRMENERGY,2023-09-30,8.6
IRMENERGY,2023-12-31,5.79
IRMENERGY,2024-03-31,2.19
IRMENERGY,2024-06-30,4.55
IRMENERGY,2024-09-30,2.93
IRMENERGY,2024-12-31,2.46
IRMENERGY,2025-03-31,1.07
IRMENERGY,2025-06-30,3.39
IRMENERGY,2025-09-30,3.06
IRMENERGY,2025-12-31,3.4
ISFT,2022-12-31,1.18
ISFT,2023-03-31,1.66
ISFT,2023-06-30,1.88
ISFT,2023-09-30,1.66
ISFT,2023-12-31,1.51
ISFT,2024-03-31,1.45
ISFT,2024-06-30,2.27
ISFT,2024-09-30,2.4
ISFT,2024-12-31,1.66
ISFT,2025-03-31,1.44
ISFT,2025-06-30,2.51
ISFT,2025-09-30,2.09
ISFT,2025-12-31,1.61
ISGEC,2022-12-31,8.56
ISGEC,2023-03-31,11.71
ISGEC,2023-06-30,6.89
ISGEC,2023-09-30,8.13
ISGEC,2023-12-31,8.42
ISGEC,2024-03-31,9.7
ISGEC,2024-06-30,8.9
ISGEC,2024-09-30,12.59
ISGEC,2024-12-31,2.73
ISGEC,2025-03-31,12.4
ISGEC,2025-06-30,7.11
ISGEC,2025-09-30,5.98
ISGEC,2025-12-31,9.49
ITC,2022-12-31,4.03
ITC,2023-03-31,4.16
ITC,2023-06-30,4.1
ITC,2023-09-30,3.93
ITC,2023-12-31,4.28
ITC,2024-03-31,4.1
ITC,2024-06-30,4.08
ITC,2024-09-30,3.99
ITC,2024-12-31,3.94
ITC,2025-03-31,15.76
ITC,2025-06-30,4.19
ITC,2025-09-30,4.09
ITC,2025-12-31,3.94
ITCHOTELS,2025-03-31,1.23
ITCHOTELS,2025-06-30,0.64
ITCHOTELS,2025-09-30,0.64
ITCHOTELS,2025-12-31,1.13
ITDC,2022-12-31,2.64
ITDC,2023-03-31,1.17
ITDC,2023-06-30,2.03
ITDC,2023-09-30,2.24
ITDC,2023-12-31,2.1
ITDC,2024-03-31,1.16
ITDC,2024-06-30,1.38
ITDC,2024-09-30,2.78
ITDC,2024-12-31,2.42
ITDC,2025-03-31,2.93
ITDC,2025-06-30,1.15
ITDC,2025-09-30,1.92
ITDC,2025-12-31,3.27
ITI,2022-12-31,-0.92
ITI,2023-03-31,-0.76
ITI,2023-06-30,-1.07
ITI,2023-09-30,-1.31
ITI,2023-12-31,-1.05
ITI,2024-03-31,-2.49
ITI,2024-06-30,-0.95
ITI,2024-09-30,-0.73
ITI,2024-12-31,-0.51
ITI,2025-03-31,-0.05
ITI,2025-06-30,-0.66
ITI,2025-09-30,-0.56
ITI,2025-12-31,-0.26
IVALUE,2024-06-30,4.4
IVALUE,2024-09-30,4.56
IVALUE,2024-12-31,4.5
IVALUE,2025-03-31,9.07
IVALUE,2025-06-30,2.47
IVALUE,2025-09-30,5.53
IVALUE,2025-12-31,2.87
IVC,2022-09-30,0.14
IVC,2022-12-31,0.14
IVC,2023-03-31,0.08
IVC,2023-06-30,0.05
IVC,2023-09-30,0.07
IVC,2023-12-31,0.04
IVC,2024-03-31,0.15
IVC,2024-06-30,-0.11
IVC,2024-09-30,0.03
IVC,2024-12-31,0.1
IVC,2025-03-31,0.39
IVC,2025-09-30,0.09
IVC,2025-12-31,-0.06
IWP,2022-12-31,0.1
IWP,2023-03-31,0.05
IWP,2023-06-30,0.16
IWP,2023-09-30,0.1
IWP,2023-12-31,0.1
IWP,2024-03-31,0.22
IWP,2024-06-30,0.2
IWP,2024-09-30,0.31
IWP,2024-12-31,0.19
IWP,2025-03-31,0.13
IWP,2025-06-30,0.18
IWP,2025-09-30,0.36
IWP,2025-12-31,0.16
IXIGO,2023-03-31,0.12
IXIGO,2023-06-30,0.24
IXIGO,2023-09-30,0.75
IXIGO,2023-12-31,0.81
IXIGO,2024-03-31,0.24
IXIGO,2024-06-30,0.38
IXIGO,2024-09-30,0.34
IXIGO,2024-12-31,0.4
IXIGO,2025-03-31,0.43
IXIGO,2025-06-30,0.49
IXIGO,2025-09-30,-0.08
IXIGO,2025-12-31,0.55
J&KBANK,2022-12-31,3.19
J&KBANK,2023-03-31,4.58
J&KBANK,2023-06-30,3.21
J&KBANK,2023-09-30,3.72
J&KBANK,2023-12-31,3.84
J&KBANK,2024-03-31,5.75
J&KBANK,2024-06-30,3.8
J&KBANK,2024-09-30,5.02
J&KBANK,2024-12-31,4.8
J&KBANK,2025-03-31,5.28
J&KBANK,2025-06-30,4.4
J&KBANK,2025-09-30,4.49
J&KBANK,2025-12-31,5.28
JAGRAN,2022-12-31,3.12
JAGRAN,2023-03-31,0.93
JAGRAN,2023-06-30,2.05
JAGRAN,2023-09-30,1.95
JAGRAN,2023-12-31,3.39
JAGRAN,2024-03-31,1.05
JAGRAN,2024-06-30,1.89
JAGRAN,2024-09-30,1.97
JAGRAN,2024-12-31,2.88
JAGRAN,2025-03-31,-0.73
JAGRAN,2025-06-30,3.09
JAGRAN,2025-09-30,2.69
JAGRAN,2025-12-31,2.49
JAIBALAJI,2022-09-30,0.33
JAIBALAJI,2022-12-31,0.38
JAIBALAJI,2023-03-31,-0.18
JAIBALAJI,2023-06-30,2.19
JAIBALAJI,2023-09-30,2.51
JAIBALAJI,2023-12-31,2.92
JAIBALAJI,2024-03-31,3.34
JAIBALAJI,2024-06-30,2.35
JAIBALAJI,2024-09-30,1.68
JAIBALAJI,2024-12-31,1.32
JAIBALAJI,2025-03-31,0.83
JAIBALAJI,2025-06-30,0.77
JAIBALAJI,2025-09-30,0.29
JAICORPLTD,2022-12-31,0.47
JAICORPLTD,2023-03-31,-2.19
JAICORPLTD,2023-06-30,0.31
JAICORPLTD,2023-09-30,0.65
JAICORPLTD,2023-12-31,0.67
JAICORPLTD,2024-03-31,1.31
JAICORPLTD,2024-06-30,0.77
JAICORPLTD,2024-09-30,0.98
JAICORPLTD,2024-12-31,0.71
JAICORPLTD,2025-03-31,1.32
JAICORPLTD,2025-06-30,5.94
JAICORPLTD,2025-09-30,1.52
JAICORPLTD,2025-12-31,1.0
JAINREC,2024-06-30,14.53
JAINREC,2024-09-30,12.81
JAINREC,2024-12-31,14.29
JAINREC,2025-03-31,1.62
JAINREC,2025-06-30,1.75
JAINREC,2025-09-30,2.86
JAINREC,2025-12-31,3.66
JAIPURKURT,2022-12-31,-1.0
JAIPURKURT,2023-03-31,0.67
JAIPURKURT,2023-06-30,-0.55
JAIPURKURT,2023-09-30,-1.06
JAIPURKURT,2023-12-31,0.27
JAIPURKURT,2024-03-31,1.65
JAIPURKURT,2024-06-30,0.66
JAIPURKURT,2024-09-30,0.71
JAIPURKURT,2024-12-31,0.38
JAIPURKURT,2025-03-31,0.39
JAIPURKURT,2025-06-30,0.38
JAIPURKURT,2025-09-30,0.15
JAIPURKURT,2025-12-31,0.12
JAMNAAUTO,2022-12-31,1.03
JAMNAAUTO,2023-03-31,1.32
JAMNAAUTO,2023-06-30,1.14
JAMNAAUTO,2023-09-30,1.26
JAMNAAUTO,2023-12-31,1.38
JAMNAAUTO,2024-03-31,1.37
JAMNAAUTO,2024-06-30,1.16
JAMNAAUTO,2024-09-30,1.0
JAMNAAUTO,2024-12-31,1.1
JAMNAAUTO,2025-03-31,1.26
JAMNAAUTO,2025-06-30,1.15
JAMNAAUTO,2025-09-30,1.0
JAMNAAUTO,2025-12-31,1.46
JASH,2022-12-31,2.84
JASH,2023-03-31,5.52
JASH,2023-06-30,-0.56
JASH,2023-09-30,1.42
JASH,2023-12-31,3.76
JASH,2024-03-31,6.29
JASH,2024-06-30,0.08
JASH,2024-09-30,2.56
JASH,2024-12-31,5.6
JASH,2025-03-31,5.76
JASH,2025-06-30,-0.81
JASH,2025-09-30,1.77
JASH,2025-12-31,2.13
JAYAGROGN,2022-12-31,1.52
JAYAGROGN,2023-03-31,4.59
JAYAGROGN,2023-06-30,3.56
JAYAGROGN,2023-09-30,5.25
JAYAGROGN,2023-12-31,3.16
JAYAGROGN,2024-03-31,5.16
JAYAGROGN,2024-06-30,5.18
JAYAGROGN,2024-09-30,4.57
JAYAGROGN,2024-12-31,4.72
JAYAGROGN,2025-03-31,3.83
JAYAGROGN,2025-06-30,5.38
JAYAGROGN,2025-09-30,3.22
JAYAGROGN,2025-12-31,2.31
JAYBARMARU,2022-12-31,0.62
JAYBARMARU,2023-03-31,1.32
JAYBARMARU,2023-06-30,0.48
JAYBARMARU,2023-09-30,0.84
JAYBARMARU,2023-12-31,0.62
JAYBARMARU,2024-03-31,1.04
JAYBARMARU,2024-06-30,0.5
JAYBARMARU,2024-09-30,0.28
JAYBARMARU,2024-12-31,0.36
JAYBARMARU,2025-03-31,1.9
JAYBARMARU,2025-06-30,2.15
JAYBARMARU,2025-09-30,1.7
JAYBARMARU,2025-12-31,1.7
