symbol,source_ticker,Date,Open,High,Low,Close,Volume,EMA10,EMA10_Dist,EMA21,EMA21_Dist,EMA50,EMA50_Dist,EMA200,EMA200_Dist,Above_EMA200,Above_EMA50,EMA50_Above_EMA200,days_above_ema200,days_below_ema200,days_above_ema50,days_below_ema50,EMA10_21_Spread,EMA21_50_Spread,EMA50_200_Spread,EMA50_Slope_5,EMA50_Slope_20,EMA200_Slope_20,RSI7,RSI14,RSI28,ADX14,ADX28,ROC1,ROC5,ROC10,ATR5,NATR5,ATR14,NATR14,ATR21,NATR21,ATR50,ATR5_ATR50_RATIO,GK_VOL_21,BB_WIDTH,VOL_Z_5,VOL_Z_20,CMF20,Nearest_Daily_Support,Nearest_Daily_Resistance,Daily_Support_Touch_Count,Daily_Resistance_Touch_Count,Dist_Daily_Support,Dist_Daily_Resistance,Nearest_Weekly_Support,Nearest_Weekly_Resistance,Weekly_Support_Touch_Count,Weekly_Resistance_Touch_Count,Dist_Weekly_Support,Dist_Weekly_Resistance,Nearest_Monthly_Support,Nearest_Monthly_Resistance,Monthly_Support_Touch_Count,Monthly_Resistance_Touch_Count,Dist_Monthly_Support,Dist_Monthly_Resistance,Trendline_Support_Value,Trendline_Resistance_Value,Dist_Trendline_Support,Dist_Trendline_Resistance,Trendline_Slope_Up,Trendline_Slope_Down,Trendline_Support_Slope,Trendline_Resistance_Slope
NIFTY_MIDCAP_100,MOM100.NS,2022-08-05,32.45000076293945,32.45000076293945,31.90999984741211,32.22999954223633,107251,31.51409261948084,0.02271704063955627,30.790686332998185,0.04674508368121826,30.082907030578472,0.07137250763283595,30.068769698472273,0.07187623123382604,1,1,1,15,0,22,0,0.023494321583451907,0.023527623234691847,0.00047016662962823757,0.002888943650368114,0.0017718635274192817,0.0002590620543044819,81.1690945505714,75.22122865683954,64.22338116734272,29.03656030478844,12.530405977237068,0.007187485694885254,0.02708732964315863,0.046428582486947256,0.6213852521953663,1.9279716444955635,0.7010326973054376,2.1750937240528283,0.7448624262223663,2.3110841973368608,0.86285169091749,0.7201530213548438,0.014455962040995897,0.12405909462513573,0.24497078108936038,0.335747645503593,0.1368224209486047,32.20000076293945,32.95000076293945,1,1,0.0009307719430018176,0.022339473500754714,32.20000076293945,32.290000915527344,4,2,0.0009307719430018176,0.0018616622445925216,32.20000076293945,32.290000915527344,4,2,0.0009307719430018176,0.0018616622445925216,26.928161657228877,30.24633375852462,0.1645000918495072,-0.061547186220470784,0.0023930012616615315,-0.004745856282093119,0.0023930012616615315,-0.004745856282093119
NIFTY_MIDCAP_100,MOM100.NS,2022-08-08,32.54999923706055,33.08000183105469,31.59000015258789,32.9900016784668,361628,31.78243972111465,0.03799462747190879,30.990624091677148,0.06451556383230767,30.196910742260368,0.09249591655405723,30.09783668334784,0.09609212202015498,1,1,1,16,0,23,0,0.025550167273015685,0.0262845877245974,0.0032917335539714237,0.003022745487056433,0.0019339458327657932,0.0003139022013078918,87.47437067591113,79.77023785156855,67.45855640713972,30.833437616949787,13.140307304195378,0.02358058166381638,0.030293604210987368,0.06867511440229834,0.7951085374496525,2.41015003636279,0.757387624531249,2.2958095968379726,0.7803452477578153,2.365399236300014,0.8753946906684761,0.9082857663238569,0.015740692061483624,0.134280138584475,1.7768148386245426,3.546093184610818,0.2620015295545796,32.20000076293945,33.439998626708984,1,4,0.02394667703345382,0.013640403920800922,32.54999923706055,33.349998474121094,3,7,0.01333744828795956,0.01091230001025655,32.54999923706055,33.349998474121094,3,7,0.01333744828795956,0.01091230001025655,27.10378379157674,30.3677316695925,0.1784242978905971,-0.07948681041098282,0.012514270378445325,0.004697888567942954,0.012514270378445325,0.004697888567942954
NIFTY_MIDCAP_100,MOM100.NS,2022-08-10,32.9900016784668,32.9900016784668,32.04999923706055,32.25,309189,31.867450680911983,0.012004390401933136,31.10511281061559,0.036807041863345394,30.277424046485454,0.06515005868682938,30.11925124371254,0.07074374920698795,1,1,1,17,0,24,0,0.024508442548911775,0.027336829013570384,0.005251551623678971,0.0029559914803617194,0.00205152236577717,0.0003587480486572536,63.37058306361427,66.89306022690091,61.814384601087056,32.50196654967104,13.728426440905178,-0.022431089445800523,0.007182996219494475,0.059809387991187624,0.824087318240972,2.5553095139254944,0.7704315400223205,2.388935007821149,0.7879479712648836,2.4432495233019647,0.8766868456832315,0.9400019200684289,0.015464674621829096,0.1307714956576574,0.8831635059234078,2.3063768737408608,0.20124831886020694,32.20000076293945,32.95000076293945,1,1,0.0015503639398619187,0.021705450013626452,32.20000076293945,32.290000915527344,4,2,0.0015503639398619187,0.0012403384659641474,32.20000076293945,32.290000915527344,4,2,0.0015503639398619187,0.0012403384659641474,27.26074229590539,30.5309729676215,0.15470566524324367,-0.053303163794682126,0.02192854792980259,0.014656869549592777,0.02192854792980259,0.014656869549592777
NIFTY_MIDCAP_100,MOM100.NS,2022-08-11,33.95000076293945,33.95000076293945,32.29999923706055,32.47999954223633,151590,31.97882320115277,0.015672132083506145,31.230102513490202,0.04002218783003414,30.363799556122743,0.06969483454144532,30.142741276533673,0.07753967179893576,1,1,1,18,0,25,0,0.023974326928294605,0.028530782380058645,0.007333715190700482,0.0030110516903209205,0.0021728673539685994,0.0004053132218171052,66.69806001259377,68.59022339124837,62.81713887214864,34.79106655674705,14.580995068299092,0.0071317687515140005,0.02138365790849739,0.053861124719312814,0.9992700071806683,3.07657026251259,0.8368293416592586,2.576445053735493,0.8313790565827202,2.559664619150046,0.8931531240283559,1.1188115232399314,0.016008120147617422,0.12743333301255858,-0.3810651918417006,0.40552053997660936,0.15123660356776344,32.20000076293945,32.95000076293945,1,1,0.008620652193445086,0.014470481136920739,32.20000076293945,32.900001525878906,4,3,0.008620652193445086,0.012931095737745197,32.20000076293945,32.900001525878906,4,3,0.008620652193445086,0.012931095737745197,27.418909204720368,30.6950898412186,0.15582174904080962,-0.05495411718515168,0.031373705195638646,0.02401769233207407,0.031373705195638646,0.02401769233207407
NIFTY_MIDCAP_100,MOM100.NS,2022-08-12,32.900001525878906,32.97999954223633,32.29999923706055,32.75,181333,32.11903716457954,0.019644512760061177,31.36827501226382,0.04404848488467977,30.457376044117932,0.0752731933493276,30.168684149403987,0.08556275897923143,1,1,1,19,0,26,0,0.02393380420256451,0.029907335642651446,0.009569257090705729,0.0030811886895471654,0.002311042204624503,0.00045676117535260464,70.38284919073037,70.50192640743046,63.969006979763925,36.91665942046048,15.403114816143225,0.008312822092640948,0.0234375,0.058842537241089676,0.9354160667796909,2.8562322649761556,0.8256272676247245,2.520999290457174,0.8241705446109611,2.5165512812548427,0.8888900676513044,1.0523416796087295,0.016121509131441752,0.12258570520796576,-0.3774908714011093,0.6873820165590433,0.17744270037482218,32.20000076293945,32.95000076293945,1,3,0.01679386983390983,0.006106893524868798,32.54999923706055,32.900001525878906,3,4,0.006106893524868798,0.004580199263478054,32.54999923706055,32.900001525878906,3,4,0.006106893524868798,0.004580199263478054,27.548781155197066,30.915320317805037,0.15881584258940257,-0.056020753654808034,0.03902956168005067,0.03503115896104059,0.03902956168005067,0.03503115896104059
NIFTY_MIDCAP_100,MOM100.NS,2022-08-16,33.650001525878906,33.650001525878906,32.54999923706055,33.189998626708984,139555,32.313757430421255,0.02711666070324606,31.53388624994065,0.05251849910416453,30.564537714023466,0.08589892434332216,30.198746980023937,0.09905217751795196,1,1,1,20,0,27,0,0.024731210555504316,0.031714810967758654,0.012112778528244697,0.0032020222178357205,0.002454238973470324,0.0005104970361711092,75.53042888336846,73.34865588493362,65.7614933074874,39.282135319632324,16.370884733741327,0.013435072571266637,0.029785885761947073,0.057680035511453065,0.9683333111874246,2.9175454994089027,0.8452254834242698,2.546627051512113,0.8373053895732181,2.52276415853604,0.8931123120746455,1.0842234488269962,0.016492497115714332,0.12195385732873894,-0.8878854011023443,0.15827002989174577,0.1716256611273781,32.20000076293945,33.439998626708984,1,4,0.029828198395068638,0.007532389585542722,32.54999923706055,33.349998474121094,3,7,0.019282898949366356,0.004820724737341589,32.54999923706055,33.349998474121094,3,7,0.019282898949366356,0.004820724737341589,27.6696566890828,31.135089966070346,0.16632546447844082,-0.06191349037854409,0.04549508377971634,0.04591932973948776,0.04549508377971634,0.04591932973948776
NIFTY_MIDCAP_100,MOM100.NS,2022-08-17,33.36000061035156,33.5,32.849998474121094,33.349998474121094,177186,32.502164892912134,0.026085449507821858,31.69898736122978,0.05208403328715239,30.673771469321412,0.08724805840965232,30.230102716283614,0.10320493407245124,1,1,1,21,0,28,0,0.02533764004918027,0.03342320956305434,0.014676389200583609,0.0031583411371526983,0.0025677253237949005,0.0005581219233524615,77.2107953554593,74.31919729223536,66.39199302105378,41.47864865457761,17.30409143999664,0.00482072473734152,0.010912300010256448,0.04153647711878605,0.9046669541257211,2.7126446642200714,0.8312809150281725,2.49259656090608,0.828386157968727,2.4839166292962127,0.8882500963507307,1.0184822471085981,0.016302750324225658,0.12480613996749877,-0.21474845585413593,0.5628362510145817,0.16515866412892038,32.20000076293945,33.439998626708984,1,4,0.03448269156815749,0.0026986553734846155,32.54999923706055,33.349998474121094,3,7,0.023987984217790286,0.0,32.54999923706055,33.349998474121094,3,7,0.023987984217790286,0.0,27.7744953938771,31.354398786014507,0.16718150930562917,-0.05983807434519468,0.05119913742508242,0.05667502599719576,0.05119913742508242,0.05667502599719576
NIFTY_MIDCAP_100,MOM100.NS,2022-08-18,33.43000030517578,33.84000015258789,32.900001525878906,33.41999816894531,530202,32.66904367037271,0.022986730378448093,31.855442889203918,0.04911422155337969,30.78146663401255,0.08571818771030452,30.26184296954393,0.1043609671287967,1,1,1,22,0,29,0,0.02554040086645687,0.034890353600132186,0.017170919332030663,0.0033294945220784466,0.002674795693396681,0.0006049130669752323,77.98253074553418,74.75238543949516,66.67045780033081,43.696880477031605,18.28836374726109,0.00209894147007339,0.03627901299055236,0.04372260122320504,0.9117332886423738,2.7281069377483655,0.8390464658625162,2.5106119444440274,0.8337010374325489,2.4946172444953767,0.8892850669578958,1.0252429985822993,0.016362506434727878,0.12590964679414632,1.7788889128586163,3.095022174478128,0.1592582456584083,32.20000076293945,33.439998626708984,1,4,0.03650501115644917,0.000598457775567947,32.54999923706055,33.439998626708984,3,6,0.02603228544438372,0.000598457775567947,32.54999923706055,33.439998626708984,3,6,0.02603228544438372,0.000598457775567947,27.892821028241126,31.57324677763754,0.16538532147019014,-0.05525887170825222,0.0572795393903911,0.06642118107246975,0.0572795393903911,0.06642118107246975
NIFTY_MIDCAP_100,MOM100.NS,2022-08-19,33.599998474121094,33.599998474121094,32.72999954223633,32.779998779296875,168730,32.689217326540735,0.002777106953932282,31.939493424666914,0.026315550577293685,30.859840443631544,0.062221913919894824,30.286899246257892,0.08231610349966804,1,1,1,23,0,30,0,0.02347325588122223,0.034985695503107324,0.018917129571936676,0.0032673176266491133,0.0027302425603124457,0.000639568442310312,57.28878661614606,64.1053154520385,61.81428590895488,45.226737161201996,19.12953357838498,-0.019150192241576547,0.009236429842630844,0.03081759640717885,0.9033864172908522,2.7559074159008548,0.8412573562926768,2.5663739707763393,0.8354295085969401,2.5485953011217894,0.8888993442564331,1.0162977654647023,0.01625038869020304,0.11969755400805064,-0.4325585719238928,0.08473232477322898,0.11913864256284765,32.20000076293945,32.95000076293945,1,3,0.01769365582538508,0.0051861497856414696,32.54999923706055,32.900001525878906,3,4,0.007016459755989703,0.0036608526861148737,32.54999923706055,32.900001525878906,3,4,0.007016459755989703,0.0036608526861148737,28.043947555807648,31.770000505618302,0.14447990847639727,-0.030811418892317508,0.0644684496005894,0.07439381443222182,0.0644684496005894,0.07439381443222182
NIFTY_MIDCAP_100,MOM100.NS,2022-08-22,33.279998779296875,33.279998779296875,32.029998779296875,32.290000915527344,185169,32.616632524538296,-0.010014265230023967,31.97135774201786,0.009966519910748435,30.915925168019616,0.04444556454448642,30.30683060615112,0.06543641382856169,1,1,1,24,0,31,0,0.020182902075265713,0.03413879960771861,0.020097600101571585,0.003011087516123956,0.0027195301603600507,0.0006583028757049858,46.311561089388896,57.36817783301607,58.43487040043892,44.75860938798265,19.52624490337112,-0.014948074497153518,-0.014045773571684128,0.009062528610229492,0.9727091338326819,3.0124159376066593,0.8704532594146286,2.6957362487904186,0.8551709605685144,2.648407978698096,0.8961213573713045,1.085465853292506,0.016533108164172024,0.11437902239750292,-0.337321716464695,0.18967531553873418,0.06435520868252032,32.20000076293945,32.95000076293945,1,1,0.002787245278293322,0.02043975932793282,32.20000076293945,32.290000915527344,4,2,0.002787245278293322,0.0,32.20000076293945,32.290000915527344,4,2,0.002787245278293322,0.0,28.20163319847002,31.963630857921796,0.12661404772804896,-0.010107465108451131,0.07170223099949702,0.08013529862814472,0.07170223099949702,0.08013529862814472
NIFTY_MIDCAP_100,MOM100.NS,2022-08-23,32.650001525878906,32.79999923706055,32.0,32.61000061035156,68734,32.61542672195889,-0.00016636641469033834,32.02941618459365,0.018126600323023597,30.98235949909146,0.05253444661978807,30.32974772062078,0.07518205923554286,1,1,1,25,0,32,0,0.018296010579397167,0.033795253248316864,0.021517217501515074,0.002734029802625093,0.0027285248643321713,0.0006816553873565167,53.151068442819884,60.302354046763135,59.91889818652232,44.25124811290693,19.89193818682098,0.009910179180897538,-0.017475084072184344,0.011790290831908301,0.9381671544782549,2.8769308093188064,0.86542082924648,2.6538510059756484,0.8525437356395635,2.6143628325138275,0.8941989149650893,1.0491705355232759,0.01643151701046265,0.10902361537628645,-0.8910768895417541,-0.7972729292884431,0.07879806190358019,32.20000076293945,32.95000076293945,1,1,0.012572825505619922,0.010426254100711749,32.54999923706055,32.900001525878906,3,3,0.001839968481079055,0.008893005522829928,32.54999923706055,32.900001525878906,3,3,0.001839968481079055,0.008893005522829928,28.356123756764188,32.15572511191499,0.1304470031882503,-0.013930557802331652,0.07867059492323136,0.0856924566486088,0.07867059492323136,0.0856924566486088
NIFTY_MIDCAP_100,MOM100.NS,2022-08-24,32.9900016784668,32.9900016784668,32.31999969482422,32.810001373291016,61621,32.650803931292,0.004875758720490188,32.10037847447523,0.02210637171708264,31.054031729452227,0.056545625351873206,30.354426861443372,0.08089675100954549,1,1,1,26,0,33,0,0.01714700832123985,0.03369439286141472,0.02304786946570561,0.002479383798703294,0.0027455372079788097,0.0007069063924706742,57.13301864490953,62.059941966475265,60.82545129417448,43.992354487751854,20.30286785884958,0.006133111290895332,-0.016191817857176383,-0.005456207821088688,0.8845341203111196,2.6959283245601284,0.8514623402747727,2.595130462164216,0.8438512712587546,2.571933056807769,0.889714976338639,0.9941769486124199,0.01658136633893594,0.10367376193883569,-0.7380057053171855,-0.8670873428155,0.08017084130299199,32.20000076293945,32.95000076293945,2,3,0.018591910540062748,0.00426697298959591,32.54999923706055,32.900001525878906,3,4,0.007924478066072972,0.002743070674210799,32.54999923706055,32.900001525878906,3,4,0.007924478066072972,0.002743070674210799,28.515673145659463,32.34628326759789,0.13088473172474022,-0.014133437558177465,0.08481847874796555,0.0910638630619065,0.08481847874796555,0.0910638630619065
