index,symbol,average,category
NIFTY500MOMENTM50,HBLENGINE,0.24,Factor-Based (Momentum)
NIFTY500MOMENTM50,SYRMA,0.2,Factor-Based (Momentum)
NIFTY500MOMENTM50,GMDCLTD,0.16,Factor-Based (Momentum)
NIFTY500MOMENTM50,CHOICEIN,0.14,Factor-Based (Momentum)
NIFTYM150MOMNTM50,BSE,7.91,Factor-Based (Momentum)
NIFTYM150MOMNTM50,FEDERALBNK,3.82,Factor-Based (Momentum)
NIFTYM150MOMNTM50,CUMMINSIND,3.78,Factor-Based (Momentum)
NIFTYM150MOMNTM50,HEROMOTOCO,3.52,Factor-Based (Momentum)
NIFTYM150MOMNTM50,AUBANK,3.09,Factor-Based (Momentum)
NIFTYM150MOMNTM50,HDFCAMC,3.01,Factor-Based (Momentum)
NIFTYM150MOMNTM50,GVT&D,3.0,Factor-Based (Momentum)
NIFTYM150MOMNTM50,LUPIN,2.98,Factor-Based (Momentum)
NIFTYM150MOMNTM50,INDUSTOWER,2.86,Factor-Based (Momentum)
NIFTYM150MOMNTM50,PERSISTENT,2.79,Factor-Based (Momentum)
NIFTYM150MOMNTM50,FORTIS,2.66,Factor-Based (Momentum)
NIFTYM150MOMNTM50,ASHOKLEY,2.56,Factor-Based (Momentum)
NIFTYM150MOMNTM50,PAYTM,2.53,Factor-Based (Momentum)
NIFTYM150MOMNTM50,IDFCFIRSTB,2.44,Factor-Based (Momentum)
NIFTYM150MOMNTM50,POLYCAB,2.33,Factor-Based (Momentum)
NIFTYM150MOMNTM50,MFSL,2.28,Factor-Based (Momentum)
NIFTYM150MOMNTM50,POWERINDIA,2.23,Factor-Based (Momentum)
NIFTYM150MOMNTM50,MARICO,2.2,Factor-Based (Momentum)
NIFTYM150MOMNTM50,COFORGE,2.16,Factor-Based (Momentum)
NIFTYM150MOMNTM50,NATIONALUM,2.12,Factor-Based (Momentum)
NIFTYM150MOMNTM50,MUTHOOTFIN,2.0,Factor-Based (Momentum)
NIFTYM150MOMNTM50,NYKAA,1.97,Factor-Based (Momentum)
NIFTYM150MOMNTM50,SRF,1.96,Factor-Based (Momentum)
NIFTYM150MOMNTM50,HINDPETRO,1.95,Factor-Based (Momentum)
NIFTYM150MOMNTM50,APLAPOLLO,1.94,Factor-Based (Momentum)
NIFTYM150MOMNTM50,GLENMARK,1.93,Factor-Based (Momentum)
NIFTYM150MOMNTM50,UPL,1.93,Factor-Based (Momentum)
NIFTYM150MOMNTM50,GMRAIRPORT,1.87,Factor-Based (Momentum)
NIFTYM150MOMNTM50,INDIANB,1.7,Factor-Based (Momentum)
NIFTYM150MOMNTM50,SUNDARMFIN,1.68,Factor-Based (Momentum)
NIFTYM150MOMNTM50,ABCAPITAL,1.49,Factor-Based (Momentum)
NIFTYM150MOMNTM50,IDEA,1.47,Factor-Based (Momentum)
NIFTYM150MOMNTM50,MRF,1.41,Factor-Based (Momentum)
NIFTYM150MOMNTM50,BIOCON,1.38,Factor-Based (Momentum)
NIFTYM150MOMNTM50,JSL,1.32,Factor-Based (Momentum)
NIFTYM150MOMNTM50,LTF,1.3,Factor-Based (Momentum)
NIFTYM150MOMNTM50,COROMANDEL,1.27,Factor-Based (Momentum)
NIFTYM150MOMNTM50,JKCEMENT,1.22,Factor-Based (Momentum)
NIFTYM150MOMNTM50,M&MFIN,1.11,Factor-Based (Momentum)
NIFTYM150MOMNTM50,UNOMINDA,1.09,Factor-Based (Momentum)
NIFTYM150MOMNTM50,SBICARD,1.04,Factor-Based (Momentum)
NIFTYM150MOMNTM50,NAM-INDIA,0.98,Factor-Based (Momentum)
NIFTYM150MOMNTM50,BANKINDIA,0.94,Factor-Based (Momentum)
NIFTYM150MOMNTM50,AIAENG,0.83,Factor-Based (Momentum)
NIFTYM150MOMNTM50,DALBHARAT,0.82,Factor-Based (Momentum)
NIFTYM150MOMNTM50,ABBOTINDIA,0.71,Factor-Based (Momentum)
NIFTYM150MOMNTM50,BERGEPAINT,0.7,Factor-Based (Momentum)
NIFTYM150MOMNTM50,IGL,0.62,Factor-Based (Momentum)
NIFTYM150MOMNTM50,BHARTIHEXA,0.61,Factor-Based (Momentum)
NIFTYM150MOMNTM50,3MINDIA,0.5,Factor-Based (Momentum)
NIFTY SMALLCAP 100,KARURVYSYA,2.58,Broad Market
NIFTY SMALLCAP 100,SONACOMS,2.51,Broad Market
NIFTY SMALLCAP 100,DELHIVERY,2.42,Broad Market
NIFTY SMALLCAP 100,NAVINFLUOR,2.26,Broad Market
NIFTY SMALLCAP 100,PIRAMALFIN,2.25,Broad Market
NIFTY SMALLCAP 100,CDSL,2.19,Broad Market
NIFTY SMALLCAP 100,ANGELONE,1.92,Broad Market
NIFTY SMALLCAP 100,CUB,1.85,Broad Market
NIFTY SMALLCAP 100,PNBHOUSING,1.83,Broad Market
NIFTY SMALLCAP 100,RBLBANK,1.8,Broad Market
NIFTY SMALLCAP 100,CAMS,1.71,Broad Market
NIFTY SMALLCAP 100,HINDCOPPER,1.7,Broad Market
NIFTY SMALLCAP 100,AMBER,1.67,Broad Market
NIFTY SMALLCAP 100,ASTERDM,1.66,Broad Market
NIFTY SMALLCAP 100,ATHERENERG,1.65,Broad Market
NIFTY SMALLCAP 100,CROMPTON,1.6,Broad Market
NIFTY SMALLCAP 100,WELCORP,1.5,Broad Market
NIFTY SMALLCAP 100,MANAPPURAM,1.49,Broad Market
NIFTY SMALLCAP 100,BANDHANBNK,1.47,Broad Market
NIFTY SMALLCAP 100,CHOLAHLDNG,1.43,Broad Market
NIFTY SMALLCAP 100,ANANDRATHI,1.42,Broad Market
NIFTY SMALLCAP 100,GESHIP,1.36,Broad Market
NIFTY SMALLCAP 100,SAILIFE,1.33,Broad Market
NIFTY SMALLCAP 100,GLAND,1.3,Broad Market
NIFTY SMALLCAP 100,HSCL,1.24,Broad Market
NIFTY SMALLCAP 100,KAYNES,1.2,Broad Market
NIFTY SMALLCAP 100,POONAWALLA,1.2,Broad Market
NIFTY SMALLCAP 100,KFINTECH,1.19,Broad Market
NIFTY SMALLCAP 100,REDINGTON,1.19,Broad Market
NIFTY SMALLCAP 100,NEULANDLAB,1.16,Broad Market
NIFTY SMALLCAP 100,TATACHEM,1.16,Broad Market
NIFTY SMALLCAP 100,NH,1.13,Broad Market
NIFTY SMALLCAP 100,RAMCOCEM,1.13,Broad Market
NIFTY SMALLCAP 100,CESC,1.12,Broad Market
NIFTY SMALLCAP 100,DATAPATTNS,1.12,Broad Market
NIFTY SMALLCAP 100,STARHEALTH,1.12,Broad Market
NIFTY SMALLCAP 100,WOCKPHARMA,1.09,Broad Market
NIFTY SMALLCAP 100,IGL,1.08,Broad Market
NIFTY SMALLCAP 100,BRIGADE,1.03,Broad Market
NIFTY SMALLCAP 100,ARE&M,1.02,Broad Market
NIFTY SMALLCAP 100,LALPATHLAB,1.02,Broad Market
NIFTY SMALLCAP 100,NUVAMA,0.99,Broad Market
NIFTY SMALLCAP 100,AARTIIND,0.96,Broad Market
NIFTY SMALLCAP 100,IIFL,0.95,Broad Market
NIFTY SMALLCAP 100,PPLPHARMA,0.95,Broad Market
NIFTY SMALLCAP 100,FORCEMOT,0.93,Broad Market
NIFTY SMALLCAP 100,INOXWIND,0.93,Broad Market
NIFTY SMALLCAP 100,NATCOPHARM,0.91,Broad Market
NIFTY SMALLCAP 100,NBCC,0.91,Broad Market
NIFTY SMALLCAP 100,TATATECH,0.91,Broad Market
NIFTY SMALLCAP 100,FIVESTAR,0.9,Broad Market
NIFTY SMALLCAP 100,SAGILITY,0.89,Broad Market
NIFTY SMALLCAP 100,APTUS,0.85,Broad Market
NIFTY SMALLCAP 100,AFFLE,0.84,Broad Market
NIFTY SMALLCAP 100,HBLENGINE,0.84,Broad Market
NIFTY SMALLCAP 100,PGEL,0.84,Broad Market
NIFTY SMALLCAP 100,AEGISLOG,0.83,Broad Market
NIFTY SMALLCAP 100,CASTROLIND,0.82,Broad Market
NIFTY SMALLCAP 100,RPOWER,0.79,Broad Market
NIFTY SMALLCAP 100,GRSE,0.78,Broad Market
NIFTY SMALLCAP 100,SYNGENE,0.78,Broad Market
NIFTY SMALLCAP 100,DEEPAKFERT,0.76,Broad Market
NIFTY SMALLCAP 100,COHANCE,0.74,Broad Market
NIFTY SMALLCAP 100,ABREL,0.73,Broad Market
NIFTY SMALLCAP 100,WHIRLPOOL,0.71,Broad Market
NIFTY SMALLCAP 100,ANANTRAJ,0.7,Broad Market
NIFTY SMALLCAP 100,GPIL,0.7,Broad Market
NIFTY SMALLCAP 100,IKS,0.7,Broad Market
NIFTY SMALLCAP 100,KEC,0.69,Broad Market
NIFTY SMALLCAP 100,OLAELEC,0.67,Broad Market
NIFTY SMALLCAP 100,CGCL,0.66,Broad Market
NIFTY SMALLCAP 100,BEML,0.65,Broad Market
NIFTY SMALLCAP 100,CREDITACC,0.63,Broad Market
NIFTY SMALLCAP 100,FSL,0.63,Broad Market
NIFTY SMALLCAP 100,CHAMBLFERT,0.62,Broad Market
NIFTY SMALLCAP 100,NETWEB,0.62,Broad Market
NIFTY SMALLCAP 100,TRITURBINE,0.62,Broad Market
NIFTY SMALLCAP 100,JYOTICNC,0.6,Broad Market
NIFTY SMALLCAP 100,ZENSARTECH,0.56,Broad Market
NIFTY SMALLCAP 100,GMDCLTD,0.55,Broad Market
NIFTY SMALLCAP 100,SARDAEN,0.51,Broad Market
NIFTY SMALLCAP 100,FIRSTCRY,0.5,Broad Market
NIFTY SMALLCAP 100,JMFINANCIL,0.49,Broad Market
NIFTY SMALLCAP 100,AFCONS,0.48,Broad Market
NIFTY SMALLCAP 100,IRCON,0.47,Broad Market
NIFTY SMALLCAP 100,MEESHO,0.47,Broad Market
NIFTY SMALLCAP 100,PWL,0.46,Broad Market
NIFTY SMALLCAP 100,SWANCORP,0.44,Broad Market
NIFTY SMALLCAP 100,DEVYANI,0.42,Broad Market
NIFTY SMALLCAP 100,TENNIND,0.41,Broad Market
NIFTY SMALLCAP 100,IDBI,0.4,Broad Market
NIFTY SMALLCAP 100,IFCI,0.37,Broad Market
NIFTY SMALLCAP 100,PINELABS,0.34,Broad Market
NIFTY SMALLCAP 100,BLS,0.32,Broad Market
NIFTY SMALLCAP 100,SIGNATURE,0.31,Broad Market
NIFTY SMALLCAP 100,JSWCEMENT,0.29,Broad Market
NIFTY SMALLCAP 100,MRPL,0.29,Broad Market
NIFTY SMALLCAP 100,URBANCO,0.28,Broad Market
NIFTY SMALLCAP 100,ITI,0.27,Broad Market
NIFTY SMALLCAP 100,JBMA,0.24,Broad Market
