date,index_symbol,open,high,low,close,volume,turnover
20240125,CUSTOM_DATA_CENTRE,1046.0173678395797,1068.3309444828428,1026.0404584781222,1049.9549426259014,95301159,16465280911.5
20240129,CUSTOM_DATA_CENTRE,1056.531664581608,1071.8561520275778,1032.6296107488604,1046.3643509474837,40746774,12154129675.9
20240130,CUSTOM_DATA_CENTRE,1055.4477127980888,1076.7649364125996,1033.5540780605243,1049.9505903745226,33191230,10469021829.35
20240131,CUSTOM_DATA_CENTRE,1055.5572086227353,1079.0062033632921,1042.2058104895493,1064.1515132968816,28477069,12365713589.4
20240201,CUSTOM_DATA_CENTRE,1071.0573647874019,1081.601668309695,1038.5726155178809,1059.0817551847476,29440747,13090956724.6
20240202,CUSTOM_DATA_CENTRE,1063.599132164605,1079.080192459861,1037.9375253030335,1053.5744931451122,36662017,11024128107.05
20240205,CUSTOM_DATA_CENTRE,1058.9067657608177,1086.0908007337287,1040.1733529267565,1059.3368069124103,41002461,12609851870.65
20240206,CUSTOM_DATA_CENTRE,1067.3902503695842,1093.8095543967718,1050.7901440392545,1075.348762780602,61066098,13775684631.849998
20240207,CUSTOM_DATA_CENTRE,1086.2661172477228,1106.981293460465,1067.073145702582,1087.218670492384,54362248,12404507720.050001
20240208,CUSTOM_DATA_CENTRE,1100.0000580877606,1121.9692368379478,1074.1135821691346,1094.6771619184437,98133105,28759861873.9
20240209,CUSTOM_DATA_CENTRE,1107.6059438707464,1118.6338646773158,1061.508107629796,1087.6957951175277,55032147,16603298486.4
20240212,CUSTOM_DATA_CENTRE,1096.5999351700948,1110.614786008066,1034.1157350441792,1052.6422550983693,38981566,12360579534.45
20240213,CUSTOM_DATA_CENTRE,1057.0157705887414,1076.870027415272,1016.269182318786,1051.8234588398002,37387906,12357383987.9
20240214,CUSTOM_DATA_CENTRE,1038.3874015037795,1077.3077825357636,1022.3400860836866,1059.5924939320298,32786364,15488718170.65
20240215,CUSTOM_DATA_CENTRE,1064.893441136687,1095.9087254727856,1050.4048264333455,1073.0138713062272,27886117,10004102945.15
20240216,CUSTOM_DATA_CENTRE,1078.6569432310023,1103.5491580619316,1060.7563692558622,1083.1338633157452,23690328,9857363285.3
20240219,CUSTOM_DATA_CENTRE,1091.075044888834,1113.7741470977596,1071.0663350480183,1093.6794146192522,84280828,14635387035.3
20240220,CUSTOM_DATA_CENTRE,1099.8956771197934,1116.1388376435832,1077.9026639169188,1098.0592698961914,94568089,15375039599.95
20240221,CUSTOM_DATA_CENTRE,1106.7290170932374,1137.7917264917355,1081.3076146179528,1107.2313664031053,127554017,40532327521.25
20240222,CUSTOM_DATA_CENTRE,1122.303148279072,1147.857280126568,1096.9775531810058,1132.1443583479434,92485229,43341040202.8
20240223,CUSTOM_DATA_CENTRE,1144.1990605880962,1168.4011545180686,1123.5036358291102,1147.3977959616727,48780817,21431377355.35
20240226,CUSTOM_DATA_CENTRE,1151.0881444461306,1172.7470216330462,1126.4374825854727,1150.5658346681973,49995426,20559480847.3
20240227,CUSTOM_DATA_CENTRE,1156.3324207861424,1173.478143850508,1128.7303875246814,1147.4205830041049,44159320,13001817198.75
20240228,CUSTOM_DATA_CENTRE,1149.5904558663315,1169.095045925408,1116.5234907211216,1133.107238421605,47261908,14881948691.4
20240229,CUSTOM_DATA_CENTRE,1135.605566507552,1160.5151818445445,1112.1798128916876,1141.9115683452917,51309417,20111455006.15
20240301,CUSTOM_DATA_CENTRE,1152.2635199633528,1173.8352603605877,1134.9623947905359,1150.6172344243528,55717975,18886663960.95
20240302,CUSTOM_DATA_CENTRE,1153.653904752185,1168.020558901395,1142.3807171784606,1157.605439131919,4365115,1449010623.35
20240304,CUSTOM_DATA_CENTRE,1165.315891378133,1188.9143425136667,1138.689442408576,1164.265231604176,39856538,14687795993.75
20240305,CUSTOM_DATA_CENTRE,1167.9801268301783,1190.2188674399454,1141.5772504762856,1159.7073258076462,35724493,12351852136.9
20240306,CUSTOM_DATA_CENTRE,1160.1252907054559,1171.1756062924019,1116.3389097515833,1136.973747970292,30880611,10640424483.6
20240307,CUSTOM_DATA_CENTRE,1141.1139367873368,1160.5130589569628,1124.5545193565845,1139.7500935752769,20407425,8104535914.65
20240311,CUSTOM_DATA_CENTRE,1145.6864772577399,1162.8411772217441,1100.8626282406879,1113.5881671773707,36379341,21274506725.6
20240312,CUSTOM_DATA_CENTRE,1111.468087860308,1123.0615096102106,1071.0722815558743,1084.0482182479939,39257898,11590602707.4
20240313,CUSTOM_DATA_CENTRE,1080.3791151608198,1097.913989348786,1012.2729627469996,1026.6433561527417,56548249,16304990036.0
20240314,CUSTOM_DATA_CENTRE,1010.3433565599071,1077.4658660468338,1001.094378636534,1061.5577180831249,42532551,12963366314.5
20240315,CUSTOM_DATA_CENTRE,1065.2208262692009,1090.3516661315325,1032.2043190414238,1064.9736063610392,37520985,14745364581.55
20240318,CUSTOM_DATA_CENTRE,1068.8574749702427,1093.8162968311694,1047.749441445843,1071.8136608880595,26494030,10842111390.95
20240319,CUSTOM_DATA_CENTRE,1076.066469105837,1089.8681294640658,1044.095027599011,1059.8905222344051,29848594,9895770337.05
20240320,CUSTOM_DATA_CENTRE,1067.0169481070864,1088.202061232225,1037.2692172838688,1062.8884267182557,37383872,16860615905.05
20240321,CUSTOM_DATA_CENTRE,1077.202184198341,1111.1942656275785,1066.1802516960277,1097.3190689253302,37435828,21318608585.15
20240322,CUSTOM_DATA_CENTRE,1103.9819194725053,1123.7973749169694,1087.6252481657696,1109.5739618547723,33602361,15140347978.8
20240326,CUSTOM_DATA_CENTRE,1110.3111650825313,1128.8506405146888,1088.7608882982986,1105.0494770896996,29898665,13134920878.85
20240327,CUSTOM_DATA_CENTRE,1118.0938751431538,1152.8564531386983,1101.307214441198,1129.7532719276915,49898457,23786818341.65
20240328,CUSTOM_DATA_CENTRE,1140.199233099382,1168.5914899016736,1118.5386388717686,1139.911365027206,25301603,17436557230.8
20240401,CUSTOM_DATA_CENTRE,1156.8927641985497,1197.870577577169,1140.2317778789386,1181.3962485301668,47246579,16603544831.099998
20240402,CUSTOM_DATA_CENTRE,1194.0267548253623,1220.5521358838291,1171.6028410893657,1196.9954924530862,38134570,14216563507.25
20240403,CUSTOM_DATA_CENTRE,1201.2531752649109,1228.9530205676201,1183.994666336908,1208.6033836211514,23374349,11814867802.800001
20240404,CUSTOM_DATA_CENTRE,1218.5714021974975,1252.627608411314,1198.0358261045665,1226.7241671235552,28934665,13660850513.9
20240405,CUSTOM_DATA_CENTRE,1227.5186487809124,1246.6176183084024,1206.6234590051429,1229.045528010473,19473582,10192941935.5
20240408,CUSTOM_DATA_CENTRE,1239.1665984757708,1256.7033564671988,1211.013278109528,1231.5858452760883,22630023,12134095092.75
20240409,CUSTOM_DATA_CENTRE,1238.532888341551,1265.6050147072538,1206.2495317132166,1227.4758626456985,55112026,14312125436.45
20240410,CUSTOM_DATA_CENTRE,1232.3726736847557,1246.8019432064566,1203.9814231375701,1224.5431133516618,23651784,10059832175.75
20240412,CUSTOM_DATA_CENTRE,1228.205096704686,1247.5195237677854,1202.8377225780391,1216.1631067637707,45337613,13745134850.6
20240415,CUSTOM_DATA_CENTRE,1187.6139896944414,1223.1929290322666,1162.949723836531,1198.6263952541506,27506686,10457960127.2
20240416,CUSTOM_DATA_CENTRE,1192.7119191598388,1244.235622291765,1181.2423524173043,1226.1186350694888,31962554,13724062116.199999
20240418,CUSTOM_DATA_CENTRE,1239.5804884213278,1265.1170579109553,1209.463420502004,1228.529569235855,45473541,23889808772.7
20240419,CUSTOM_DATA_CENTRE,1216.841569218924,1250.0473354224462,1189.5383249952063,1224.8397672880653,27810119,15349211774.9
20240422,CUSTOM_DATA_CENTRE,1241.8858453511016,1284.3113684162074,1218.0728967504583,1260.8035014572297,37121166,16211874397.25
20240423,CUSTOM_DATA_CENTRE,1272.4615876962405,1298.501003488706,1253.0519893354117,1275.0520069084444,42921611,14613779375.449999
20240424,CUSTOM_DATA_CENTRE,1287.0894377312616,1311.7200062959985,1264.9502739410393,1288.8143854399202,27438265,13836295904.15
20240425,CUSTOM_DATA_CENTRE,1296.4326290961726,1332.2647875906478,1271.5341513795138,1304.6391814463334,32063156,16213764308.9
20240426,CUSTOM_DATA_CENTRE,1316.5285398436035,1337.785135572673,1287.3332647898474,1306.7349620046489,23660948,11269014314.9
20240429,CUSTOM_DATA_CENTRE,1323.0784504528808,1337.6623086977736,1283.8622164667809,1306.7329052242137,39347910,12270839351.949999
20240430,CUSTOM_DATA_CENTRE,1311.354457345066,1340.3102767128983,1283.4745823631033,1306.54825126993,64675379,18768368667.0
20240502,CUSTOM_DATA_CENTRE,1316.7606007475833,1345.7681626467938,1293.2010814483742,1320.3535776256588,52562687,17433622118.95
20240503,CUSTOM_DATA_CENTRE,1334.6605940872726,1349.4416008743501,1292.8463853387116,1321.843809099441,66627822,20027123284.8
20240506,CUSTOM_DATA_CENTRE,1340.5707182228746,1356.2565877600898,1288.2535317658244,1313.1746839937573,38686507,21842161608.9
20240507,CUSTOM_DATA_CENTRE,1318.039209540496,1338.5536182723336,1265.4278567527763,1290.6445911870521,38873759,21223239033.5
20240508,CUSTOM_DATA_CENTRE,1292.2733505939764,1333.0333495726125,1265.6694559105574,1306.9249106063296,29938284,18215792939.05
20240509,CUSTOM_DATA_CENTRE,1318.4373633998787,1337.893312560405,1269.3066579852753,1283.5729183347205,32179139,17879891511.95
20240510,CUSTOM_DATA_CENTRE,1287.9098937141312,1311.8694013035267,1252.8701444177539,1286.3409760788934,23173156,14297838120.5
20240513,CUSTOM_DATA_CENTRE,1295.9306042325338,1335.9453581725381,1258.2160893583502,1315.0137676504673,36664073,53639612086.35
20240514,CUSTOM_DATA_CENTRE,1325.5495345832521,1366.0065402113607,1309.4491263782118,1349.467548160269,24109711,22702381697.25
20240515,CUSTOM_DATA_CENTRE,1364.4750803760405,1409.0466968766586,1343.1406975751815,1384.0079280295765,34102380,47420826409.75
20240516,CUSTOM_DATA_CENTRE,1395.4777067622088,1432.0368853306234,1369.7710769577898,1394.48240340295,25971837,44592813522.0
20240517,CUSTOM_DATA_CENTRE,1402.3509418378958,1437.0135837265686,1375.1920136971876,1411.1106589029785,22810389,25007897812.3
20240518,CUSTOM_DATA_CENTRE,1420.1879046640167,1450.3339876768082,1402.6052447327306,1431.3137420543128,11370906,3685881970.95
20240521,CUSTOM_DATA_CENTRE,1441.0934526211101,1466.3233554548542,1397.3929262892127,1427.9902115550806,38894942,27433946420.1
20240522,CUSTOM_DATA_CENTRE,1441.7458400699059,1467.8108881775224,1393.6009074900483,1428.0261844638144,32587933,20175189271.05
20240523,CUSTOM_DATA_CENTRE,1440.9358168601236,1462.485948535263,1400.0890791685022,1424.4331317247936,17300887,13487372908.85
20240524,CUSTOM_DATA_CENTRE,1416.755210666166,1443.3042132790438,1387.6927193117733,1413.3577497568035,29757074,11890159670.15
20240527,CUSTOM_DATA_CENTRE,1420.7181663459726,1440.2587697685312,1391.7685062012936,1409.7146347621406,65717431,25438639512.6
20240528,CUSTOM_DATA_CENTRE,1415.7474031196691,1424.9265792923363,1372.8004321414721,1389.0901402181541,52978620,16424094827.699999
20240529,CUSTOM_DATA_CENTRE,1374.011036112413,1412.253696024804,1357.9287124149575,1390.3895503023202,25128166,20101689916.5
20240530,CUSTOM_DATA_CENTRE,1397.5843424362993,1412.324701523098,1369.0875040894143,1380.2321954628508,27260495,25735086018.9
20240531,CUSTOM_DATA_CENTRE,1388.2756983991078,1420.9638087397793,1357.0798931718641,1394.059038060256,41682632,35411784221.65
20240603,CUSTOM_DATA_CENTRE,1453.046015233755,1465.3008656552008,1395.9658009409209,1424.1606167013863,39152023,26152436758.4
20240604,CUSTOM_DATA_CENTRE,1427.3563420528262,1433.7176624141136,1236.6344518706294,1295.6169912800394,70781068,41690739176.45
20240605,CUSTOM_DATA_CENTRE,1307.695172798981,1357.8617042125982,1255.0639806470083,1327.7169316504476,48069029,33398582099.5
20240606,CUSTOM_DATA_CENTRE,1355.0928816250193,1401.38174802408,1339.7069465689735,1376.1963160745222,31975693,19922207620.95
20240607,CUSTOM_DATA_CENTRE,1390.5766407262247,1438.8504747736715,1371.3789392497042,1419.683573386206,29305923,15525840245.0
20240610,CUSTOM_DATA_CENTRE,1439.6259692156689,1472.696983125438,1411.0793895282147,1436.5376485599625,31365834,17558458958.09
20240611,CUSTOM_DATA_CENTRE,1452.9489308043192,1489.4405668515092,1434.0226525794149,1469.16566219251,81982472,21773879440.54
20240612,CUSTOM_DATA_CENTRE,1485.4708128015081,1527.0371095063826,1467.7837158855934,1498.0051753234986,83055553,26674699391.29
20240613,CUSTOM_DATA_CENTRE,1518.2694669481962,1544.7634053706101,1481.2987233536176,1511.8166282458317,64252699,25534088706.74
20240614,CUSTOM_DATA_CENTRE,1516.8141455928392,1572.2800850074375,1500.1905322788243,1551.4330453426553,124010005,50928313436.26
20240618,CUSTOM_DATA_CENTRE,1569.294890328326,1619.9890583898816,1539.4907036200045,1582.9164434586046,156771931,38893655347.27
20240619,CUSTOM_DATA_CENTRE,1597.3539031726511,1619.2000028017212,1541.589500822862,1575.1498639826589,119290146,35746560575.340004
20240620,CUSTOM_DATA_CENTRE,1586.8897710044591,1608.1076412233292,1545.5019635663816,1571.8028219292733,57659341,20436908726.6
20240621,CUSTOM_DATA_CENTRE,1578.694635659913,1606.6538952924316,1545.122453565819,1565.571235288391,43857586,19134468040.72
20240624,CUSTOM_DATA_CENTRE,1565.6983689139913,1621.7416663712997,1538.5571028866825,1588.1314163550908,59828545,30625409898.29
20240625,CUSTOM_DATA_CENTRE,1605.49395178542,1644.5244305101678,1567.354964040164,1589.46989055308,52876418,26461504992.68
20240626,CUSTOM_DATA_CENTRE,1598.952950077649,1641.0429367336628,1565.3005201783353,1600.5007793198288,49469474,21619907522.06
20240627,CUSTOM_DATA_CENTRE,1601.7349330993911,1632.1612080592495,1559.1556270543426,1583.095804661763,42785593,33676332795.079998
20240628,CUSTOM_DATA_CENTRE,1592.4889069081055,1645.3835535020323,1555.41455201251,1591.3193181871256,94727834,26341292719.62
20240701,CUSTOM_DATA_CENTRE,1597.3144813272354,1649.9801609686126,1579.6885183299203,1624.363272331138,51215060,20492838232.19
20240702,CUSTOM_DATA_CENTRE,1634.3710913155935,1673.3348606102425,1605.934367220248,1635.8350688753096,44507495,21058382357.260002
20240703,CUSTOM_DATA_CENTRE,1655.142459308947,1695.2598519205455,1628.127231386087,1659.307699976789,53853576,21499663717.75
20240704,CUSTOM_DATA_CENTRE,1671.6436837582985,1700.5289004247254,1641.8652620061325,1673.4729803220832,93362009,26831379360.41
20240705,CUSTOM_DATA_CENTRE,1681.6438643260917,1744.7019249077503,1662.048519422376,1719.4867873494622,105956920,35618476699.8
20240708,CUSTOM_DATA_CENTRE,1738.6417266627034,1772.0583010722614,1689.2313713041074,1721.3191152858117,79534644,25170582466.329998
20240709,CUSTOM_DATA_CENTRE,1732.979516066568,1759.2419911855375,1696.1661302693096,1718.7630507757754,46466359,18104975760.03
20240710,CUSTOM_DATA_CENTRE,1723.6995562009251,1744.5864522030831,1653.4206546024009,1693.1382551011102,58766687,20741309185.56
20240711,CUSTOM_DATA_CENTRE,1704.9547545520757,1741.9769696349395,1682.001208591773,1706.679857481095,41258399,14948769761.99
20240712,CUSTOM_DATA_CENTRE,1714.4640818779792,1732.0043605904582,1666.5527917790237,1682.6166963483327,37647377,18601792105.53
20240715,CUSTOM_DATA_CENTRE,1690.45132738916,1717.2275686740295,1653.3232858488748,1678.0523367118315,46386730,18652064360.21
20240716,CUSTOM_DATA_CENTRE,1689.352361598753,1719.661757589687,1661.5172766181674,1680.587410265606,25455802,13468311641.939999
20240718,CUSTOM_DATA_CENTRE,1687.76399643901,1707.6456823557303,1634.6319165083432,1661.7894695954699,36294793,27147733493.8
20240719,CUSTOM_DATA_CENTRE,1666.4042364559218,1680.068174352188,1593.434853709203,1615.0722099827892,33828549,23578883822.01
20240722,CUSTOM_DATA_CENTRE,1611.0427205099875,1670.4513075295886,1581.2326614357037,1643.2560615198056,33799084,21960531391.760002
20240723,CUSTOM_DATA_CENTRE,1647.9563073958209,1672.6136364518427,1554.190341314161,1632.1611092301384,38377693,23212737676.41
20240724,CUSTOM_DATA_CENTRE,1639.9555338488321,1697.605063711355,1615.5491694143489,1659.7502583322894,57040843,23607491549.46
20240725,CUSTOM_DATA_CENTRE,1652.7284179500493,1699.0758323568166,1628.1328928511252,1660.5388676283412,64445413,25602461448.68
20240726,CUSTOM_DATA_CENTRE,1675.5749505823433,1716.6421480456638,1645.2528669419114,1685.8308871190327,48094514,19132375388.49
20240729,CUSTOM_DATA_CENTRE,1705.5776387586814,1741.8282733275694,1675.947240709828,1702.95517406993,81108096,23021043290.16
20240730,CUSTOM_DATA_CENTRE,1710.7210116156264,1741.0461782783289,1684.2710416028247,1712.262437089827,98362224,21551665696.91
20240731,CUSTOM_DATA_CENTRE,1717.3026140064696,1749.9904518679994,1687.7213183000267,1718.954188613709,59179150,19026312665.34
20240801,CUSTOM_DATA_CENTRE,1733.257894211729,1760.3880471727205,1681.1459273719104,1712.2768987925165,85619143,22444993988.68
20240802,CUSTOM_DATA_CENTRE,1684.4069443473043,1743.7898011621912,1656.9944946156272,1707.3090770626231,65697871,35378897025.01
20240805,CUSTOM_DATA_CENTRE,1649.4730564939134,1691.0067560583109,1604.8768157571192,1633.3272132587801,64767290,26009261849.54
20240806,CUSTOM_DATA_CENTRE,1646.661696919282,1691.185427496778,1599.2796749407685,1612.2162517864385,43112825,20282981483.31
20240807,CUSTOM_DATA_CENTRE,1645.8345551583284,1695.13557267899,1606.5507595663607,1674.5891254884018,133048423,41878333328.05
20240808,CUSTOM_DATA_CENTRE,1680.8183874439148,1714.1017347575441,1649.177813498279,1676.4747087187689,105729717,31997549142.05
20240809,CUSTOM_DATA_CENTRE,1702.6594107758754,1733.7350487809817,1666.3728845241294,1697.1907703741233,57279373,30173654664.15
20240812,CUSTOM_DATA_CENTRE,1692.65570100632,1747.3501363411642,1665.1385976258719,1715.9647833301215,113888639,35655698874.57
20240813,CUSTOM_DATA_CENTRE,1729.2746349725526,1763.2112272005738,1675.1098727723581,1700.494004047388,86305996,25467580167.979996
20240814,CUSTOM_DATA_CENTRE,1703.95461358795,1723.5526558828035,1656.1272556173599,1690.5019113035555,53217986,19685829226.809998
20240816,CUSTOM_DATA_CENTRE,1698.1458455465372,1763.273025976464,1673.6138991713224,1734.2354995899818,50203010,24321258360.420002
20240819,CUSTOM_DATA_CENTRE,1749.1332394437518,1798.8865329638193,1729.6136380936546,1769.9589093987265,52836080,19244905702.559998
20240820,CUSTOM_DATA_CENTRE,1784.887733621027,1819.8905140254185,1750.4163211767873,1781.8392239123705,62173689,20245082987.14
20240821,CUSTOM_DATA_CENTRE,1791.2508886401145,1824.1551413324119,1765.7906545869341,1801.3052738214687,91281661,21601569408.57
20240822,CUSTOM_DATA_CENTRE,1812.8486454166484,1834.8910859451385,1785.5894154092452,1798.0415172170644,65242354,16094466757.49
20240823,CUSTOM_DATA_CENTRE,1804.4935994282232,1842.1710799631571,1775.2037513977673,1814.010749056711,76152662,21020800737.82
20240826,CUSTOM_DATA_CENTRE,1827.4792932303144,1864.8938488119536,1784.6201596458418,1820.9680054197302,47858782,19535265955.73
20240827,CUSTOM_DATA_CENTRE,1825.1565754840824,1865.235805825945,1797.1094942890043,1830.2263566194288,35650071,17617975982.57
20240828,CUSTOM_DATA_CENTRE,1831.9931588655293,1850.997571044879,1790.1988483342739,1805.981616447399,27282944,13207158492.630001
20240829,CUSTOM_DATA_CENTRE,1808.451170150001,1833.7014058987795,1766.93396654995,1792.4163923354376,44769227,16380891242.58
20240830,CUSTOM_DATA_CENTRE,1799.384418563647,1839.5981123957417,1769.0414464497399,1812.5309505066054,43662226,22827271672.09
20240902,CUSTOM_DATA_CENTRE,1826.4437418326745,1848.4234929811778,1776.888361382816,1800.9780546160362,29518916,15070547706.150002
20240903,CUSTOM_DATA_CENTRE,1806.8928025932628,1841.0277188109105,1785.7783446315887,1814.2494658716087,82518581,21680047446.41
20240904,CUSTOM_DATA_CENTRE,1801.7002458184681,1840.5788480084095,1777.6644562789395,1809.0390621025683,53540857,17600703698.75
20240905,CUSTOM_DATA_CENTRE,1818.2112036017668,1848.6336034489261,1790.8551085105846,1817.1537873785148,69486349,20456734821.58
20240906,CUSTOM_DATA_CENTRE,1829.2021791881732,1851.057722203252,1782.336382536493,1798.7265739355505,54087824,17259377793.05
20240909,CUSTOM_DATA_CENTRE,1797.3521690807922,1823.3900869326817,1741.1253011340898,1779.7154452652517,41305153,16681563030.310001
20240910,CUSTOM_DATA_CENTRE,1788.585481502281,1829.9541198016843,1767.402706631752,1805.4609030777494,32200783,13158635260.12
20240911,CUSTOM_DATA_CENTRE,1812.302587083226,1840.5816993123583,1768.4372260836371,1794.1674006998314,43065093,15723179241.900002
20240912,CUSTOM_DATA_CENTRE,1806.6228945330984,1846.5440376924012,1777.1648593869713,1810.8495913795405,47866425,21731005911.6
20240913,CUSTOM_DATA_CENTRE,1825.0608014198901,1851.3889934611393,1792.3350808360015,1818.1744913080802,37704913,15323032630.37
20240916,CUSTOM_DATA_CENTRE,1825.1505384144832,1850.2067884766732,1787.4140854213592,1807.9737302956087,21895985,12180029047.98
20240917,CUSTOM_DATA_CENTRE,1813.1909984282809,1841.4229112600256,1778.7878266422363,1807.9294356933233,50217511,15151711541.119999
20240918,CUSTOM_DATA_CENTRE,1811.179656563891,1840.4308605964322,1769.6893094593458,1799.1562544596518,83472372,20424543099.52
20240919,CUSTOM_DATA_CENTRE,1815.460559867299,1831.0549881702889,1735.1259600860585,1768.8601664094094,62563026,21911445706.35
20240920,CUSTOM_DATA_CENTRE,1776.651788275494,1825.3196874603825,1752.5849658720228,1797.5523364955864,76238983,37142991499.24
20240923,CUSTOM_DATA_CENTRE,1811.8400258493666,1848.2931330471242,1783.483293211731,1819.7721547430112,88230295,26747569626.06
20240924,CUSTOM_DATA_CENTRE,1822.25766390124,1865.973749114456,1792.4405500746163,1829.648103075711,46763861,23997441617.75
20240925,CUSTOM_DATA_CENTRE,1837.6927803788517,1864.511436452841,1804.2026924130428,1831.4069516403017,39907820,23268739043.36
20240926,CUSTOM_DATA_CENTRE,1836.5830033202244,1854.5956183865198,1792.9105754687093,1822.792158871338,20490792,12322028145.4
20240927,CUSTOM_DATA_CENTRE,1829.6328710684315,1864.583152218064,1798.9214302911273,1829.425343386699,29691259,18215870335.66
20240930,CUSTOM_DATA_CENTRE,1821.8303186775668,1860.835542295339,1794.6805363795197,1830.5766372724036,27484239,16639992565.8
20241001,CUSTOM_DATA_CENTRE,1830.95101970788,1872.2585988208014,1797.6090705927122,1832.092209877487,37991943,19516498708.16
20241003,CUSTOM_DATA_CENTRE,1809.6257771697813,1856.643469028243,1771.3718344827605,1803.7893528329223,43204340,18433177028.48
20241004,CUSTOM_DATA_CENTRE,1803.0876118026265,1844.0964351470623,1752.8377219598658,1795.2447782807185,48346653,21329620540.96
20241007,CUSTOM_DATA_CENTRE,1794.9319809893998,1828.8400380053727,1703.6988312064557,1732.2205077029325,56972822,24521288309.670002
20241008,CUSTOM_DATA_CENTRE,1718.5305099842071,1810.4403260087465,1695.8158174632872,1787.1875488053602,54184846,20871059646.51
20241009,CUSTOM_DATA_CENTRE,1797.6003010530185,1855.3550426717184,1774.8081269761535,1818.1164325288532,37491922,24470766500.769997
20241010,CUSTOM_DATA_CENTRE,1829.0272314393624,1877.9903908978185,1806.3413092422627,1846.9507841850973,27525128,21286403714.72
20241011,CUSTOM_DATA_CENTRE,1851.5126764524932,1889.4828460426158,1821.1758101091698,1857.1430941922426,28244716,25088765919.760002
20241014,CUSTOM_DATA_CENTRE,1863.9790440763807,1895.6235033894548,1833.8343487610714,1864.3383672913637,27644889,15356541328.83
20241015,CUSTOM_DATA_CENTRE,1877.231813059611,1910.126633938868,1852.2231869882878,1882.242540057673,27343136,17407068810.89
20241016,CUSTOM_DATA_CENTRE,1888.2253763869755,1923.816588757587,1853.3432636169032,1883.3055160866163,31208702,26764605695.74
20241017,CUSTOM_DATA_CENTRE,1891.3449237604968,1914.2038235449506,1833.831315844781,1860.4461009249856,23086763,16946929228.71
20241018,CUSTOM_DATA_CENTRE,1854.458317991818,1891.2417338129278,1803.5324053002712,1865.820757052024,28858015,15552329231.68
20241021,CUSTOM_DATA_CENTRE,1883.3962741486075,1912.7087843435809,1804.4649697586462,1825.9718965373895,35238059,22482940067.1
20241022,CUSTOM_DATA_CENTRE,1820.8426625211725,1835.6130054941023,1733.3805214266981,1747.4135413196632,61804544,26334001336.5
20241023,CUSTOM_DATA_CENTRE,1735.9295449431609,1802.3940934796321,1699.909664112034,1748.0977788020496,41517947,20218671549.59
20241024,CUSTOM_DATA_CENTRE,1751.1891912025394,1779.3239038867532,1706.8253089265102,1727.7002510893917,25378256,14766456343.9
20241025,CUSTOM_DATA_CENTRE,1735.3740587824295,1748.0684292994783,1652.0765474537889,1685.2318698059153,33349190,15706332062.460001
20241028,CUSTOM_DATA_CENTRE,1693.0202965495905,1745.287134773224,1661.8018760667458,1713.6469364824225,25310118,15978657267.47
20241029,CUSTOM_DATA_CENTRE,1727.8072383240876,1774.1982595170987,1686.7570813898294,1743.0581870022374,23852159,17437658774.55
20241030,CUSTOM_DATA_CENTRE,1758.0990243557674,1814.186989503273,1731.8742499161624,1781.1067226157527,29539398,15240432109.29
