symbol,shortName,longName,industry,sector,marketCap,country,website,longBusinessSummary,fullTimeEmployees,sharesOutstanding,floatShares,heldPercentInsiders,heldPercentInstitutions,earningsQuarterlyGrowth,revenueGrowth
SADHNANIQ.NS,SADHANA NITROCHEM LIMITED,Sadhana Nitro Chem Limited,Chemicals,Basic Materials,1787911808.0,India,https://www.sncl.com,"Sadhana Nitro Chem Limited engages in the manufacture and sale of chemical intermediates and organic and performance chemicals in India and internationally. The company offers downstream derivatives of nitrobenzene and other intermediates for various applications in aerospace, pharma and agro, optical brightening agents, plastic additives, special fibers, epoxy resin hardeners, dyes, and performance chemicals. It also provides meta, ortho, and para amino phenol; metanilic acid; aniline; 1,2,3,4 butane tetra carboxylic acid; 2-anilino-6-dibutylamino-3-methylfluoran; 4,4 diamino diphenyl ether; aniline 2,5 disulphonic acid; aniline; developer pf20x; ammonium sulphate; n,n diethyl meta amino phenol; sodium meta nitrobenzene sulphonate; and dibutyl and diethyl keto acid. In addition, the company manufactures wireless network equipment and services. Sadhana Nitro Chem Limited was incorporated in 1973 and is based in Mumbai, India. Sadhana Nitro Chem Limited is a subsidiary of Manekchand Panachand Trading Investment Company Pvt Ltd.",242.0,1224597084.0,317306494.0,0.043119997,0.0,,-0.737
GINNIFILA.NS,GINNI FILAMENTS LTD,Ginni Filaments Limited,Textile Manufacturing,Consumer Cyclical,3246993920.0,India,https://ginnifilaments.com,"Ginni Filaments Limited engages in the manufacture and sale of textile products in India and internationally. The company offers non-woven fabrics comprising viscose-polyester blends, polyester, viscose, and cotton enriched blends that are used in personal care, hygiene, and medical industries. It also provides garments; wipes and cosmetics; and hygiene, hair care, skin care, body care, women care, medical, home care, and baby care products. The company sells its products under the GINNI brand name. Ginni Filaments Limited was incorporated in 1982 and is based in Noida, India.",513.0,85650065.0,23536355.0,0.72789,0.0,,-0.174
GSLSU.NS,GLOBAL SURFACES LIMITED,Global Surfaces Limited,Building Materials,Basic Materials,2443311872.0,India,https://www.globalsurfaces.in,"Global Surfaces Limited engages in the mining, production, and export of natural stones and engineered quartz in the United States, the United Arab Emirates, and India. It offers natural stones, such as granites, marbles, soft quartzites, and phylites and soapstones; and engineered quartz products, including stratum, prismatic, quartzites, kalmasa, and aurora. The company also trades in quartz slabs. Global Surfaces Limited was incorporated in 1991 and is headquartered in Jaipur, India.",235.0,42381818.0,9649806.0,0.78393996,0.0,,0.287
VIMTALABS.NS,VIMTA LABS LIMITED,Vimta Labs Limited,Diagnostics & Research,Healthcare,19131250688.0,India,https://vimta.com,"Vimta Labs Limited provides contract research and testing services in India and internationally. The company offers drug discovery, development, and drug life cycle management support services in the areas of preclinical research, clinical research, and analytical services for biopharmaceutical companies; preclinical research and testing services for medical device companies; and contract research and testing for agrochemical and specialty chemical companies. It also provides food testing and analytical development services to support manufacturers, processors, farmers, retailers, traders, exporters, and regulators; and a testing laboratory for water, alcoholic, and non-alcoholic beverages. In addition, the company offers environmental regulatory services, such as impact assessments and post project monitoring, to various industries, including power, infrastructure, cement, oil and gas, and mining, etc.; and EMI/EMC testing for electronic and electrical products/components. It provides solutions to agriculture, biologics and biosimilars, home and personal care, medical device, specialty chemicals, food, electrical and electronics, nutraceuticals, water and beverages, pharmaceuticals, crop care, environment, health and safety, and packaging industries. Vimta Labs Limited was founded in 1984 and is headquartered in Hyderabad, India.",1315.0,44669355.0,13969323.0,0.65841,0.04338,-0.182,0.097
SHANTIGOLD.NS,SHANTI GOLD INTERNATION L,,Luxury Goods,Consumer Cyclical,13310363648.0,India,https://www.shantigold.in,"Shanti Gold International Limited engages in the design, manufacture, and wholesale of gold jewellery in India, the United States, the United Arab Emirates, Qatar, and Singapore. It offers bangles, rings, necklaces, chokers, pendants, chand balis, jhumkas, and jewellery sets. The company was founded in 2003 and is headquartered in Mumbai, India.",,72096000.0,15168089.0,0.76309997,0.0,1.277,1.101
ANDHRAPAP.NS,ANDHRA PAPER LIMITED,Andhra Paper Limited,Paper & Paper Products,Basic Materials,12010552320.0,India,https://www.andhrapaper.com,"Andhra Paper Limited manufactures and sells paper, paperboard, and pulp in India and internationally. The company offers writing and printing, copier, and specialty paper products; and office documentation and multipurpose papers for use in home and commercial applications. Its products are used in account books, annual reports, bills, blade wrapping, book printing, brochures, calendars, cash books, challans, children books, computer forms, covers, diaries, envelopes, files/folders, foil laminates, forms, greeting cards, inkjet printing, invoices, carry bags, variable data printing, journals, labels, leaflets, lottery and laser printing, magazine covers, magazines, notebooks, novels, pamphlets, paper cups, picture posters, plotter rolls, photocopying, soap wrappers, stationery, text books, tickets, wedding cards, writing pads, pizza boxes with inner liners, and pharma inserts. The company was formerly known as International Paper APPM Limited and changed its name to Andhra Paper Limited in January 2020. Andhra Paper Limited was incorporated in 1964 and is based in Kolkata, India. Andhra Paper Limited is a subsidiary of West Coast Paper Mills Limited.",1969.0,198850195.0,44318080.0,0.77508,0.05293,-0.155,0.086
FINPIPE.NS,FINOLEX INDUSTRIES LTD,Finolex Industries Limited,Building Products & Equipment,Industrials,107976163328.0,India,https://www.finolexpipes.com,"Finolex Industries Limited manufactures and sells polyvinyl chloride (PVC) pipes and fittings, and PVC resins in India. It operates in two segments, PVC Resin and PVC Pipes and Fittings. The company offers agriculture pipes and fittings; column pipes; casing pipes; and solvent cement and lubricants. It also provides plumbing and sanitation pipes and fitting, such as ASTM pipes and fittings; CPVC pipes and fittings; SWR pipes and fittings; sewerage pipes; and solvent cement, lubricant, and primer. The company distributes its products through dealers and retailers. Finolex Industries Limited was founded in 1956 and is based in Pune, India.",1499.0,618313905.0,252103532.0,0.59161997,0.15898,0.235,-0.103
ARROWGREEN.NS,ARROW GREENTECH LIMITED,Arrow Greentech Limited,Packaging & Containers,Consumer Cyclical,5710030336.0,India,https://arrowgreentech.com,"Arrow Greentech Limited, together with its subsidiaries, engages in the manufacture and sale of water-soluble films, bio-compostable products, and other green products in India and internationally. It operates through the Green Products and High-Tech Products segments. The company also offers packaging films for agro chemicals, liquid detergents, seed tapes, laundry bags, toilet blocks, and powder detergents. In addition, it provides embroidery films, mold release films, and water transfer printing films for the decoration of a range of products. Furthermore, the company offers plasticizer-free thermoplastic and transparent materials. Additionally, it provides security based and pharmaceutical products, and deals in anti-counterfeit solutions, IPRs, and other high-tech products, as well as intellectual property based products. Arrow Greentech Limited was formerly known as Arrow Coated Products Limited and changed its name to Arrow Greentech Limited in May 2016. The company was incorporated in 1992 and is based in Mumbai, India.",127.0,15087938.0,4493220.0,0.69201,0.0,0.035,0.017
HINDCOMPOS.NS,HINDUSTAN COMPOSITES LTD.,Hindustan Composites Limited,Auto Parts,Consumer Cyclical,5827847680.0,India,https://www.hindcompo.com,"Hindustan Composites Limited develops, manufactures, and markets fibre-based friction materials in India. It operates through Composite Products and Investment segments. The company offers friction materials, including automotive brake linings, automotive and industrial roll linings, automotive clutch facings and ceramic buttons, automotive disc brake pads, railway brake blocks, and friction sheets. It also provides industrial thrust bearing and insulation products comprising millboard sheets and discs, compestos, and compestos rings. In addition, the company engages in investment activities. It serves various industries, such as automotive, railways, engineering, mining, aerospace, steel, chemical, and oil exploration, etc. Hindustan Composites Limited was incorporated in 1964 and is based in Mumbai, India.",544.0,14769000.0,2966379.0,0.81759,0.0,-0.392,0.155
VEEDOL.NS,VEEDOL CORPORATION LTD,Veedol Corporation Limited,Specialty Chemicals,Basic Materials,22625257472.0,India,https://www.veedolindia.com,"Veedol Corporation Limited, together with its subsidiaries, engages in the manufacturing and marketing of lubricants under the Veedol brand in India. It offers automotive lubricants, including two-wheeler, passenger car motor, commercial vehicle, tractor, off-highway, and gear and transmission oils, as well as greases, EV fluids, and OEM oils. The company also offers industrial lubricants comprising hydraulic and circulation, spindle, turbine, heavy-duty hydraulic, compressor, refrigeration compressor, steam cylinder, industrial gear, slideway, mill roll, pneumatic tool, and transmission oils; thermic and automotive fluids; lithium soap and complex greases, graphite, calcium complex, and high-temperature greases; and cardium compounds, industrial-speciality range, and coolants. In addition, it provides vehicle care products, such as additives range, appearance enhancers, cleaners and degreasers, lubricants, and rust penetrants. Further, it engages in the wind energy business. The company's distribution network consists of distributors, retail outlets, and workshops. It operates in Europe, the Americas, the Middle East, Africa, the Asia Pacific, and South Asia. The company was formerly known as Tide Water Oil Co. (India) Limited and changed its name to Veedol Corporation Limited in September 2024. Veedol Corporation Limited was incorporated in 1921 and is based in Kolkata, India.",483.0,16994860.0,5674584.0,0.69128996,0.02021,0.166,0.115
STYLEBAAZA.NS,BAAZAR STYLE RETAIL LTD,Baazar Style Retail Limited,Apparel Retail,Consumer Cyclical,18120824832.0,India,https://stylebaazar.in,"Baazar Style Retail Limited engages in the retail of various apparel and non-apparel consumer products in India. It offers topwear, ethnic wear, bottomwear, and nightwear for women, and for boys and girls; shirts, t-shirts, trousers, sportswear, winter wear, and accessories for men; footwear, bags, accessories, toys, stationery, and travel products; skincare, cosmetics, hygiene and grooming essentials; and home and living products, such as kitchenware, houseware, home décor, and appliances. The company operates retail stores under the Style Baazar, Express Baazar, and Mega Baazar names. Baazar Style Retail Limited was incorporated in 2013 and is headquartered in Kolkata, India.",3371.0,74617353.0,24448241.0,0.60511,0.08631,-0.377,0.133
GABRIEL.NS,GABRIEL INDIA LTD,Gabriel India Limited,Auto Parts,Consumer Cyclical,123957534720.0,India,https://www.anandgroupindia.com/gabrielindia,"Gabriel India Limited manufactures and sells of ride control products to the automotive industry in India, the Netherlands, and internationally. The company provides canister shock absorbers, telescopic front forks, inverted front forks, floating piston shock absorbers, mono-tube and twin-tube shock absorbers, semi-active front forks, semi-active shock absorbers, semi-active suspension, mono shox, rear shock absorbers, strut assemblies, FSD suspension, and axle, cabin, and seat dampers. It also offers double-acting hydraulic shock absorbers for conventional coaches, shock absorbers for EMU/MEMU/DMU coaches, dampers for diesel locomotives, dampers for rajdhani and shatabdi coaches, dampers for ICF Train 18 - Vande Bharat coaches, and dampers for electric locomotives. In addition, the company provides macpherson struts, gas springs, brake pads, drive shafts, suspension parts, suspension and strut bush kits, OC springs, coolants, brake fluids, front fork components, oil seals, front fork oil, wheel rims, alloy wheels, spokes, cone sets, and trailing arms, as well as mountain bikes and modern e-bikes. Further, it offers tubes, piston rods, and sinter parts. The company sells its products through carrying and forwarding agents, retailers, and distributors. It also exports its products. The company was incorporated in 1961 and is headquartered in Pune, India. Gabriel India Limited operates as a subsidiary of Asia Investments Private Limited.",3160.0,143643940.0,63118425.0,0.56438,0.19473,-0.091,0.159
LINCOLN.NS,LINCOLN PHARMA LTD,Lincoln Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Healthcare,12025848832.0,India,https://www.lincolnpharma.com,"Lincoln Pharmaceuticals Limited engages in manufacturing and trading of pharmaceutical products in India. The company offers products in the areas of anticold, antibiotic, otolaryngology, pain management, gastro, anti-malarial, anti-fungal, corticosteroids and cosmo-derma, anti-diabetic, anti-hypertensive, gynecology, cardio and CNS, respiratory system, and dyslipidemic; and branded generics. It also exports its products to approximately 60 countries, including Europe, Canada, Latin and North America, Africa, the Asia Pacific, and South East Asia. Lincoln Pharmaceuticals Limited was incorporated in 1979 and is based in Ahmedabad, India.",1853.0,20029728.0,9048055.0,0.55104,0.010299999,0.377,0.135
BAJEL.NS,BAJEL PROJECTS LIMITED,Bajel Projects Limited,Utilities - Regulated Electric,Utilities,18877548544.0,India,https://www.bajelprojects.com,"Bajel Projects Limited engages in the engineering, procurement, and construction (EPC) for power transmission and distribution projects in India and internationally. The company offers turnkey solutions, including engineering, designing, testing, manufacturing, executing, and commissioning of EHV transmission lines; and constructs new infrastructure, as well as the augmentation of existing infrastructure for various power distribution companies and agencies. It also engages in rural/urban electrification; primary distribution substation; and underground cabling activities. In addition, the company designs, manufactures, supplies, and installs monopoles; designs and manufactures a range of transmission, distribution poles, including single poles, twin poles, and special structures, such as cable termination poles, three poles, or quad structures; and tubular substation structures. Further, it provides lattice structure, steel tubular poles, lighting poles and masts; and galvanizing services. Bajel Projects Limited was incorporated in 2022 and is based in Mumbai, India.",755.0,115686310.0,56977316.0,0.62825,0.094440006,,-0.096
INDNIPPON.NS,INDIA NIPPON ELECT  LTD,India Nippon Electricals Limited,Auto Parts,Consumer Cyclical,16631271424.0,India,https://www.indianippon.com,"India Nippon Electricals Limited manufactures and sells electronic ignition systems for the automotive industry in India and internationally. The company offers AC generator/flywheel magneto products, such as stator and rotor products, as well as CDI and TCI products; regulator and rectifier units; ignition coils; exhaust gas controller and engine controller units; auto choke-generation purpose engines; dual output ignition products; throttle position sensors; and PM alternators. It also provides speed, lever, temperature, linear and rotatory position, differential/absolute, throttle position, steering angle, liquid level, pressure, TPMS, RPAS ultrasonic, and TMAP sensors. In addition, the company offers DC-DC converters, traction motors, and motor controllers; ISG machines and controllers; and EFI ECU products. Its products have applications in two-wheelers, three-wheelers, small gasoline engines, portable gensets, general purpose engines, and non-automotive industries. The company was incorporated in 1984 and is based in Chennai, India. India Nippon Electricals Limited is a subsidiary of Lucas Indian Service Limited.",577.0,22621424.0,6581565.0,0.7091,0.00212,0.562,0.266
SOTL.NS,SAVITA OIL TECHNOLO. LTD,Savita Oil Technologies Limited,Specialty Chemicals,Basic Materials,23505938432.0,India,https://www.savita.com,"Savita Oil Technologies Limited engages in manufactures and sells petroleum products in India and internationally. The company operates through Petroleum Products and Wind Power segments. It offers transformer oils, including transol, bio transol, transol synth 100; white oils and liquid paraffins, and lubricating oils; and petrolatum and petroleum jellies, cable filling compounds, and optic fiber compounds, and renewable energy. The company provides waxes and wax emulsions, such as microcrystalline, polyethylene PE 100, polyethylene PE 1000 F, and oxidized polyethylene waxes. It markets and sells its lubricating oils under the Savsol Ester5 brand name. In addition, the company generates and sells wind power. It serves automotive, FMCG, plastic, power generation and distribution, pharmaceuticals, thermoplastic rubbers, agriculture, refrigeration, and polymers industries. The company was formerly known as Savita Chemicals Ltd and changed its name to Savita Oil Technologies Limited in August 2009. Savita Oil Technologies Limited was incorporated in 1961 and is headquartered in Mumbai, India.",607.0,68560415.0,21037708.0,0.69365,0.13465999,2.041,0.136
CIEINDIA.NS,CIE AUTOMOTIVE INDIA LTD,CIE Automotive India Limited,Auto Parts,Consumer Cyclical,175210840064.0,India,https://www.cie-india.com,"CIE Automotive India Limited produces and sells automotive components to original equipment manufacturers and other customers in India, Europe, and internationally. It offers forgings, such as crankshafts, CV joints, knuckles, diff crowns, and spindles; gears, including gears and shafts, e-drive components, flanges/end yokes, and clutch hubs; composites comprising front lid, wind shield-electric-3WH, electric box top tray, and front bumper; and crankcase, pump housing, turbo cover, and brake panel aluminum products. The company also provides iron castings, such as differential, turbine, and axle housings, as well as gear carriers; hard and soft magnets; and stampings, including chassis and structural parts, BIW panels and assemblies, cross car beam, safety assemblies, and fuel tanks. In addition, it offers stub axle as forged and machined, steering shaft, wheel hubs, steering yokes, constant velocity joints, steel metal stamping, components and assemblies; turbo chargers housing; axle and transmission parts; and engine gear, timing gear, and drive shafts. The company's products are used in cars, utility vehicles, light commercial vehicles, tractors, medium and heavy commercial vehicles, off road vehicles, and two-wheelers. The company was formerly known as Mahindra CIE Automotive Limited and changed its name to CIE Automotive India Limited in June 2023. The company was incorporated in 1999 and is based in Pune, India. CIE Automotive India Limited is a subsidiary of Participaciones Internacionales Autometal, Dos S.L.",,379362377.0,127204546.0,0.66436,0.23833999,0.104,0.134
CORALFINAC.NS,CORAL INDIA FIN & HOUS LT,Coral India Finance and Housing Limited,Real Estate Services,Real Estate,1238890368.0,India,https://www.coralhousing.in,"Coral India Finance and Housing Limited provides investment services in India. The company operates in two segments: Construction, development and maintenance of properties and related services and Investment. The company constructs, develops, and maintains commercial and residential projects. The company is also involved in investment in listed and unlisted securities of other companies and mutual fund/liquid funds; and engages in bill discounting and lending activities. Coral India Finance and Housing Limited was incorporated in 1995 and is based in Mumbai, India.",6.0,40302225.0,9486464.0,0.76438004,0.0,0.608,0.247
SHRINGARMS.NS,SHRINGAR HOU OF MANGALS L,Shringar House of Mangalsutra Limited,Luxury Goods,Consumer Cyclical,18337523712.0,India,https://www.shringar.ms,"Shringar House of Mangalsutra Limited engages in the design, manufacture, and market of mangalsutras in India, the United Kingdom, the United Arab Emirates, and the Republic of Fiji. The company offers a portfolio of mangalsutras for various occasions, such as weddings, festivals, and anniversaries, as well as daily-wear options, including antique, bridal, traditional, contemporary, and Indo-western styles. It serves corporate clients, wholesale jewellers, and retailers. The company was founded in 1963 and is headquartered in Mumbai, India.",237.0,96432080.0,17728409.0,0.78637004,0.012569999,1.342,0.684
EMAMIPAP.NS,EMAMI PAPER MILLS LIMITED,Emami Paper Mills Limited,Paper & Paper Products,Basic Materials,4132279296.0,India,https://www.emamipaper.com,"Emami Paper Mills Limited manufactures and sells paper and paper board products in India. It offers packaging boards; and newsprint, writing, and printing papers, and kraft papers, as well as specialty papers. The company serves business-to-business customers consisting of front-line printers/converters, brands, end-use customers, Indian media houses, and retail and institutional consumers. It also exports its products. The company was incorporated in 1981 and is based in Kolkata, India.",1075.0,60499050.0,14145723.0,0.84761,0.0,8.994,0.102
UNIINFO.NS,UNIINFO TELECOM SERVI LTD,Uniinfo Telecom Services Limited,Telecom Services,Communication Services,135054112.0,India,https://www.uni-info.co.in,"Uniinfo Telecom Services Limited, together with its subsidiaries, provides support services and solutions for telecom equipment manufacturers, telecom operators, and IT service providers in India. It offers electric vehicle (EV) charging station; e-surveillance; wireless network survey and planning; network equipment installation and commissioning; wireless network testing and optimization; in-building wireless solutions; managed services; and internet of things. The company also provides open RAN integration; enterprise networking services; core network & stack protocol testing; smart city turnkey services; and cloud computing and data centers, as well as corporate training. In addition, it is involved in trading of goods. Uniinfo Telecom Services Limited was incorporated in 2010 and is headquartered in Indore, India.",393.0,10693120.0,5232609.0,,,,0.381
PURVA.NS,PURAVANKARA LIMITED,Puravankara Limited,Real Estate - Development,Real Estate,42696425472.0,India,https://www.puravankara.com,"Puravankara Limited, together with its subsidiaries, designs, develops, constructs, and markets residential and commercial properties in India. The company was founded in 1975 and is headquartered in Bengaluru, India.",919.0,237149686.0,39387451.0,0.79380995,0.098000005,,2.361
GODREJCP.NS,GODREJ CONSUMER PRODUCTS,Godrej Consumer Products Limited,Household & Personal Products,Consumer Defensive,1041253662720.0,India,https://www.godrejcp.com,"Godrej Consumer Products Limited, a fast-moving consumer goods company, manufactures and sells personal care and home care products in India, Africa, Indonesia, the Middle East, the United States, and internationally. The company offers household insecticides, home hygiene, and air and fabric care products; and personal wash and hygiene, hair color, beauty and professional products, and deodorants and fragrances. It provides its products under the Godrej Aer-O, Goodknight Agarbatti, Godrej Ninja, Good knight, Godrej Expert, Darling, Saniter, HIT, MegaGrowth, Godrej Ezee, Godrej No.1, CINTHOL, Ilicit, ISSUE, INECTO, Godrej magic, Godrej nupur, Godrej Professional, tcb Naturals, renew, Just for me, ROBY, Pamelagrant Beauty, Villeneuve, Millefiori, African Pride, Stella, Mitu, NYU, Purest, Godrej Genteel, Park Avenune, and KamaSutra brands. The company was founded in 1897 and is headquartered in Mumbai, India.",2962.0,1023244581.0,362738170.0,0.64057,0.20893998,-0.001,0.088
TECHM.NS,TECH MAHINDRA LIMITED,Tech Mahindra Limited,Information Technology Services,Technology,1227026464768.0,India,https://www.techmahindra.com,"Tech Mahindra Limited provides information technology services and solutions in the Americas, Europe, India, and internationally. It operates through Information technology Business and Business Process Services segments. It offers application development maintenance, intelligent automation, testing, performance engineering, cloud consulting, engineering and network, data analytics, and artificial intelligence (AI) services. The company also provides business process services, such as Consulting NXT.NOW, growth accelerators, business-process-as-a-service, service desk, technical assistance, supply chain management, finance and accounting, GIS, analytics, trust and safety, and transformation through technology; customer experience and design services; and cyber security, blockchain, and metaverse services. In addition, it offers ESG consulting and talent pool, energy, resource management, supply chain, and data management and reporting solutions, as well as environment, health, and safety solutions; and digital enterprise applications. Further, the company provides Yantr.ai, a field service management software; Kornea, a cloud-native AI-powered workforce management solution; Populii, an enterprise gig platform; AceFin, an AI-based BPaaS solution; AftEAZE, a digital aftermarket platform; netOps.ai, a cloud platform for telco networks; MobiLytix marketing studio; Epselon automation platform; Entellio, a chatbot platform; Blue Marble solution; and InfoWise for enterprise metadata. It serves banking and financial services; communication; energy and utilities; healthcare and life sciences; hi-tech; insurance; manufacturing; media and entertainment; private equity; oil and gas; professional services; retail and consumer goods; and travel, transportation, hospitality, and logistic sectors. It has a collaboration with NVIDIA Corporation to develop AI powered telco network operations reasoning agent. The company was incorporated in 1986 and is based in Pune, India.",149616.0,885605623.0,536840663.0,0.36615002,0.43868,0.141,0.083
HDFCBANK.NS,HDFC BANK LTD,HDFC Bank Limited,Banks - Regional,Financial Services,12012618776576.0,India,https://www.hdfc.bank.in,"HDFC Bank Limited provides banking and financial products and services to individuals and businesses in India, Bahrain, Hong Kong, Singapore, and Dubai. The company operates through Treasury, Retail Banking, Wholesale Banking, Other Banking Business, Insurance Business, and Other segments. It offers savings, salary, current, rural, public provident fund, pension, and demat accounts; fixed and recurring deposits; and safe deposit lockers, as well as offshore accounts and deposits, and overdrafts against fixed deposits. The company also provides personal, home, car, two-wheeler, business, doctor, educational, gold, consumer, and rural loans; loans against properties, securities, mutual funds, rental receivables, and assets; loans for professionals; government sponsored programs; and loans on credit card, as well as working capital and commercial/construction equipment finance, healthcare/medical equipment, commercial vehicle finance, dealer finance, and term loans. In addition, it offers credit, debit, prepaid, forex, and kisan gold cards; payment and collection, export, import, remittance, bank guarantee, letter of credit, trade, hedging, and merchant and cash management services; and insurance and investment products. Further, the company provides short term finance, bill discounting, structured finance, export credit, loan repayment, custodial, and documents collection services; online, mobile, and phone banking services; unified payment interface, immediate payment, national electronic funds transfer, and real time gross settlement services; channel financing, vendor financing, reimbursement account, money market, derivatives, employee trusts, cash surplus corporates, tax payment, and bankers to rights/public issue services; and financial solutions for supply chain partners and agricultural customers. It operates branches and automated teller machines in various cities/towns. The company was incorporated in 1994 and is headquartered in Mumbai, India.",215739.0,15391913017.0,15321843063.0,0.0015700001,0.56112,0.122,0.264
MAHSEAMLES.NS,MAHARASHTRA SEAMLESS LTD,Maharashtra Seamless Limited,Steel,Basic Materials,75676073984.0,India,https://www.jindal.com/msl,"Maharashtra Seamless Limited engages in the manufacture and sale of seamless steel pipes and tubes in India. The company operates through three segments: Steel Pipes & Tubes, Power  Electricity, and RIG. It offers mild steel and galvanized pipes; API line pipes; oil country tubular goods (OCTG) pipes; and hot finished pipes and tubes, and cold drawn and boiler tubes. It also provides coated pipes, including 3 layer polyethylene coated pipes, fusion bonded epoxy coated pipes, 3 layer polypropylene coated pipes, and internal epoxy coating pipes. In addition, the company is involved in renewable power generation and rig operations. Further, the company operates 5MW solar power plant in Pokaran, District Jaisalmer Rajasthan and 7 MW wind power project in Maharashtra. Its products are used in the oil and gas, hydrocarbon process, bearing industry, automotive, boiler, heat exchanger, plumbing and firefighting, structural, general engineering, railways, sewage and water well, and hydraulic cylinder sectors. The company was incorporated in 1988 and is headquartered in New Delhi, India.",1829.0,133999252.0,62356851.0,0.71807,0.06335,0.305,-0.226
AARTIIND.NS,AARTI INDUSTRIES LTD,Aarti Industries Limited,Specialty Chemicals,Basic Materials,155189477376.0,India,https://www.aarti-industries.com,"Aarti Industries Limited engages in the manufacture and sale of specialty chemicals in India and internationally. It offers di chloro benzene, nitro chloro and nitro benzene, nitro toluenes, sulphur, and other organic and inorganic products; chlorination, nitration, hydrogenation, ammonolysis, halex, dinitro chlorination, alkylation, hydrolysis, methoxylation, esterification, diazotization, sulphonation, condensation, n-alkylation, and oxidation. It also provides end use products, including dyes, basic pharma, pigments, agro chemicals, polymers, fertilizers, UV absorbers, plasticizers, specialty chemicals, flavour fragrance and food beverage products, and refinery and oil field chemicals, as well as intermediates. Aarti Industries Limited was incorporated in 1984 and is headquartered in Mumbai, India.",5868.0,362594369.0,205345477.0,0.42528,0.22432,1.891,0.26
FAIRCHEMOR.NS,FAIRCHEM ORGANICS LIMITED,Fairchem Organics Limited,Specialty Chemicals,Basic Materials,6392432640.0,India,https://www.fairchem.in,"Fairchem Organics Limited manufactures and sells specialty oleo chemicals and intermediate nutraceuticals. It provides nutraceuticals comprising natural and mixed tocopherol and sterol concentrates; and oleo chemicals, such as dimer, isostearic, monobasic, linoleic/soya fatty, stearic, palmitic, and distilled fatty acid products, as well as monobasic acid. The company operates in India, East Asia, the Middle East, North America, South America, Europe, and Southeast Asia. It serves companies/firms that produces epoxy hardeners, paints, printing inks, natural vitamin E, soaps, animal feed, and inks; pet food, pharma, and cosmetics sectors; and makes and trades in lubricants and cosmetics; and oil drilling operations. The company was incorporated in 2019 and is based in Ahmedabad, India. Fairchem Organics Limited is a subsidiary of Fih Mauritius Investments Limited.",227.0,12595902.0,4610863.0,0.74514997,0.05943,,-0.118
RPOWER.NS,RELIANCE POWER LTD.,Reliance Power Limited,Utilities - Independent Power Producers,Utilities,93551140864.0,India,https://www.reliancepower.co.in,"Reliance Power Limited, together with its subsidiaries, engages in the development, construction, and operation of power projects in India and internationally. Its portfolio of power projects is based on coal, gas, hydro, wind, and solar energy. The company owns and operates Sasan ultra mega power project, a coal-based power plant with a capacity of 3,960 megawatts; Rosa coal-based power project, with a capacity of 1,200; Butibori power project, a coal-based thermal plant with a capacity of 600 megawatts; Dhursar solar photovoltaic power project with a capacity of 40 megawatts; a concentrated solar power project with a capacity of 100 megawatts; and Ultra Mega power project, a coal-based power plant with a capacity of 3,960 megawatts. It also engages in the development of coal mines in India, including The Moher and Moher Amlohri Extension coal block, as well as the operation of a coal mine concessions in Indonesia. Reliance Power Limited was incorporated in 1995 and is based in Mumbai, India.",1267.0,4135770966.0,2863980737.0,0.30416,0.107259996,-0.401,0.011
UTLSOLAR.NS,FUJIYAMA POWER SYSTEMS L,,Solar,Technology,61898072064.0,India,https://www.utlsolarfujiyama.com,"Fujiyama Power Systems Limited manufactures and sells roof-top solar products and solutions under the UTL Solar and Fujiyama Solar brands in India and internationally. It offers solar power generation systems, such as solar panels, hybrid solar inverter, off and on- grid inverter, online solar power conditioning units, solar management unit, and lithium-ion and tubular lead acid batteries; power backup solutions comprising online uninterruptible power supplies and inverters; power supply solutions, including hybrid charge controller units; and electronic vehicle, marine, and engine start chargers. The company was founded in 1996 and is based in Greater Noida, India.",2234.0,306410934.0,28220755.0,0.88003,0.03173,1.243,0.738
EVERESTIND.NS,EVEREST INDUSTRIES LTD,Everest Industries Limited,Building Products & Equipment,Industrials,5165011968.0,India,https://www.everestind.com,"Everest Industries Limited, together with its subsidiaries, manufactures and trades in building products for residential, commercial, and industrial sectors in India and internationally. The company operates in Building Products and Steel Buildings segments. It offers roofing products, such as evercool roofing sheets, fibre cement roofing sheets, colour coated roofing sheets, hi-tech corrugated roofing profile sheets, and EPDM rubber washers; heavy duty boards, ready-made sandwich panels for walls, fibre cement ceiling boards, designer ceiling and decorative wall panels, wooden cement planks, textured wall panels, coloured cement boards, and clean room panels; and other building products and accessories. The company also provides wall solutions, including internal and solid dry walls, fences and gates, and prefabricated buildings; ceiling solutions comprising grid and concealed ceilings, soffit, and rooftile underlay products; wall cladding solutions consisting of external and internal cladding and duct encasement products; and mezzanine flooring solutions. In addition, it designs, constructs, manufactures, supplies, installs, and erects pre-engineered and smart steel buildings; and related accessories for industrial, warehousing, and infrastructure projects. The company serves corporates, wholesalers, distributors, architects, interior designers, influencers, homeowners, and other businesses. The company was formerly known as Eternit Everest Ltd. and changed its name to Everest Industries Limited in July 2003. The company was incorporated in 1934 and is headquartered in Mumbai, India. Everest Industries Limited is a subsidiary of Falak Investment Pvt. Ltd.",1418.0,15855754.0,4870604.0,0.67625,0.00365,,-0.237
