requested_date,actual_date,symbol,close,ema_50,ema_200,above_50ema,above_200ema,above_both,ema50_above_ema200
2026-03-02,2026-03-02,AFFORDABLE.NS,174.41000366210938,198.21940493543295,290.94666106122287,False,False,False,False
2026-03-02,2026-03-02,AFSL.NS,201.11000061035156,202.1719189740512,216.69027532288345,False,False,False,False
2026-03-02,2026-03-02,AGARIND.NS,531.2999877929688,673.2806803193104,815.6510967956593,False,False,False,False
2026-03-02,2026-03-02,AGARWALEYE.NS,448.20001220703125,466.60972160755,462.13126287025165,False,False,False,True
2026-03-02,2026-03-02,AGI.NS,530.5499877929688,643.4601190389113,756.9959166934822,False,False,False,False
2026-03-02,2026-03-02,AGIIL.NS,304.5,268.397913478815,239.21046205952507,True,True,True,True
2026-03-02,2026-03-02,AGRITECH.NS,119.08999633789062,136.0058085233067,144.39116509846477,False,False,False,False
2026-03-02,2026-03-02,AGROPHOS.NS,32.529998779296875,36.47669929315955,38.074529408102734,False,False,False,False
2026-03-02,2026-03-02,AHLADA.NS,43.86000061035156,49.848102228222736,58.28176055194366,False,False,False,False
2026-03-02,2026-03-02,AHLEAST.NS,160.5800018310547,146.6104555411111,145.16958615835222,True,True,True,True
2026-03-02,2026-03-02,AHLUCONT.NS,752.5499877929688,866.3763700084852,923.7326278861243,False,False,False,False
2026-03-02,2026-03-02,AHLWEST.NS,144.14999389648438,144.14999389648455,144.15479558189193,False,False,False,False
2026-03-02,2026-03-02,AIAENG.NS,3738.89990234375,3878.9602590436766,3618.584827192511,False,True,False,True
2026-03-02,2026-03-02,AIIL.NS,454.3500061035156,530.0339148254216,524.4769952926805,False,False,False,True
2026-03-02,2026-03-02,AIRAN.NS,15.989999771118164,17.254602434893584,21.922510312047578,False,False,False,False
2026-03-02,2026-03-02,AIROLAM.NS,89.12999725341797,95.3136064137179,103.01386082173515,False,False,False,False
2026-03-02,2026-03-02,AJANTPHARM.NS,2967.800048828125,2823.1578395139795,2668.2930195519248,True,True,True,True
2026-03-02,2026-03-02,AJAXENGG.NS,478.8999938964844,528.7594475975578,593.7244428500736,False,False,False,False
2026-03-02,2026-03-02,AJMERA.NS,129.22999572753906,157.43431625043976,176.71435112160185,False,False,False,False
2026-03-02,2026-03-02,AJOONI.NS,4.0,4.551869069221372,5.089545835873944,False,False,False,False
2026-03-02,2026-03-02,AKASH.NS,25.059999465942383,25.768444082107862,27.305961520274444,False,False,False,False
2026-03-02,2026-03-02,AKG.NS,10.649999618530273,13.420518344839612,13.644827600311471,False,False,False,False
2026-03-02,2026-03-02,AKI.NS,4.900000095367432,6.3257824198134305,8.418350823656233,False,False,False,False
2026-03-02,2026-03-02,AKSHAR.NS,0.4000000059604645,0.4878314014184079,0.6138455087917651,False,False,False,False
2026-03-02,2026-03-02,AKSHARCHEM.NS,204.58999633789062,228.0726429079276,249.9500867793574,False,False,False,False
2026-03-02,2026-03-02,AKSHOPTFBR.NS,4.510000228881836,5.558203161493195,7.110360906577778,False,False,False,False
2026-03-02,2026-03-02,AKUMS.NS,474.45001220703125,457.7881647877854,486.3192913347541,True,False,False,False
2026-03-02,2026-03-02,AKZOINDIA.NS,2892.89990234375,3061.2001290656895,3214.6168247452565,False,False,False,False
2026-03-02,2026-03-02,ALANKIT.NS,7.960000038146973,9.746852242722264,12.430169573344482,False,False,False,False
2026-03-02,2026-03-02,ALBERTDAVD.NS,686.5499877929688,725.3362719241893,811.8940201513524,False,False,False,False
2026-03-02,2026-03-02,ALEMBICLTD.NS,88.87999725341797,95.97737039143735,101.86544351718132,False,False,False,False
2026-03-02,2026-03-02,ALICON.NS,748.6500244140625,787.2860316496451,842.6867011623913,False,False,False,False
2026-03-02,2026-03-02,ALIVUS.NS,914.3499755859375,909.6107029315574,941.5441617403864,True,False,False,False
2026-03-02,2026-03-02,ALKALI.NS,61.34000015258789,72.67931049409248,84.42980088796,False,False,False,False
2026-03-02,2026-03-02,ALKEM.NS,5566.0,5589.661873348214,5416.40319945976,False,True,False,True
2026-03-02,2026-03-02,ALKYLAMINE.NS,1437.800048828125,1572.8484066096207,1768.1532646740827,False,False,False,False
2026-03-02,2026-03-02,ALLCARGO.NS,8.050000190734863,10.914042295356749,22.754015399149175,False,False,False,False
2026-03-02,2026-03-02,ALLDIGI.NS,806.8499755859375,830.9764337961349,863.21863788736,False,False,False,False
2026-03-02,2026-03-02,ALMONDZ.NS,15.130000114440918,15.887265842326089,18.606294589513414,False,False,False,False
2026-03-02,2026-03-02,ALOKINDS.NS,13.8100004196167,15.425182821715815,17.1919481185919,False,False,False,False
2026-03-02,2026-03-02,ALPA.NS,64.4000015258789,71.27204193679415,85.21095398604935,False,False,False,False
2026-03-02,2026-03-02,ALPHAGEO.NS,195.8699951171875,215.2545555388091,244.17599723642502,False,False,False,False
2026-03-02,2026-03-02,AMBER.NS,7884.5,7076.284081612699,6971.457182093264,True,True,True,True
2026-03-02,2026-03-02,AMBICAAGAR.NS,24.84000015258789,24.96817804905609,26.176797778445938,False,False,False,False
2026-03-02,2026-03-02,AMBIKCO.NS,1355.800048828125,1313.1230647261148,1361.8560561599072,True,False,False,False
2026-03-02,2026-03-02,AMBUJACEM.NS,490.75,530.6805358161575,549.8840178504616,False,False,False,False
2026-03-02,2026-03-02,AMDIND.NS,40.130001068115234,45.372178639874576,50.58994878360918,False,False,False,False
2026-03-02,2026-03-02,AMJLAND.NS,38.66999816894531,44.38480701337375,50.673491279081354,False,False,False,False
2026-03-02,2026-03-02,AMNPLST.NS,152.1999969482422,175.00422638444286,203.59066250385933,False,False,False,False
2026-03-02,2026-03-02,AMRUTANJAN.NS,581.0999755859375,626.7874775558909,668.5433455685246,False,False,False,False
2026-03-02,2026-03-02,ANANDRATHI.NS,3148.5,3015.6509526601494,2753.051962700723,True,True,True,True
2026-03-02,2026-03-02,ANANTRAJ.NS,509.1000061035156,547.9029159284227,566.6528541306824,False,False,False,False
2026-03-02,2026-03-02,ANDHRAPAP.NS,66.94999694824219,67.45967871344064,73.30361016564706,False,False,False,False
2026-03-02,2026-03-02,ANDHRSUGAR.NS,73.31999969482422,73.1854200872495,77.05121683043281,True,False,False,False
2026-03-02,2026-03-02,ANGELONE.NS,224.68115234375,251.43759828031872,250.75428644391982,False,False,False,True
2026-03-02,2026-03-02,ANIKINDS.NS,45.04999923706055,50.22588746395834,68.98046926784089,False,False,False,False
2026-03-02,2026-03-02,ANMOL.NS,11.390000343322754,12.745825932928845,15.763983341490036,False,False,False,False
2026-03-02,2026-03-02,ANTGRAPHIC.NS,0.8500000238418579,0.934058529542922,1.0545600381205589,False,False,False,False
2026-03-02,2026-03-02,ANUHPHR.NS,77.31999969482422,78.03985023106858,84.57850813217519,False,False,False,False
2026-03-02,2026-03-02,ANUP.NS,1557.800048828125,1927.660747489193,2278.9554136655033,False,False,False,False
2026-03-02,2026-03-02,ANURAS.NS,1217.699951171875,1272.025950656027,1149.1180644299975,False,True,False,True
2026-03-02,2026-03-02,APARINDS.NS,10694.0,9229.54069665502,8560.232117455804,True,True,True,True
2026-03-02,2026-03-02,APCL.NS,124.33000183105469,132.3545633767298,134.9248861074271,False,False,False,False
2026-03-02,2026-03-02,APCOTEXIND.NS,365.3500061035156,368.25468690582454,373.76509889623594,False,False,False,False
2026-03-02,2026-03-02,APEX.NS,378.3999938964844,349.4887692895128,281.5912358923501,True,True,True,True
2026-03-02,2026-03-02,APLAPOLLO.NS,2222.300048828125,2072.3008302780645,1832.4929965520112,True,True,True,True
2026-03-02,2026-03-02,APLLTD.NS,705.25,793.2758238290597,876.3195213422351,False,False,False,False
2026-03-02,2026-03-02,APOLLO.NS,214.02000427246094,244.16805447384766,231.3354475695484,False,False,False,True
2026-03-02,2026-03-02,APOLLOHOSP.NS,7791.5,7368.47295488733,7271.552538859281,True,True,True,True
2026-03-02,2026-03-02,APOLLOPIPE.NS,347.29998779296875,310.1245833388704,348.4005632499836,True,False,False,False
2026-03-02,2026-03-02,APOLLOTYRE.NS,440.3999938964844,487.43037949007515,483.6071823141169,False,False,False,True
2026-03-02,2026-03-02,APOLSINHOT.NS,1194.0999755859375,1267.2617187345786,1327.3640956278255,False,False,False,False
2026-03-02,2026-03-02,APTECHT.NS,84.69999694824219,90.71685988485514,114.37383182997175,False,False,False,False
2026-03-02,2026-03-02,APTUS.NS,238.2899932861328,263.6872109422308,292.6657653853872,False,False,False,False
2026-03-02,2026-03-02,AQYLON.NS,114.11000061035156,385.6632704676585,736.8933149869101,False,False,False,False
2026-03-02,2026-03-02,ARCHIDPLY.NS,79.3499984741211,87.38314077536968,94.57963506613957,False,False,False,False
2026-03-02,2026-03-02,ARCHIES.NS,14.699999809265137,16.799157239267775,18.982063221588408,False,False,False,False
2026-03-02,2026-03-02,ARE&M.NS,824.4500122070312,877.2154425768729,951.4864954354434,False,False,False,False
2026-03-02,2026-03-02,ARENTERP.NS,41.0,43.06940086197152,45.9510192136751,False,False,False,False
2026-03-02,2026-03-02,ARIES.NS,334.20001220703125,333.63473297410354,337.3692554008942,True,False,False,False
2026-03-02,2026-03-02,ARIHANTCAP.NS,76.0999984741211,83.62849758931597,90.00659603288914,False,False,False,False
2026-03-02,2026-03-02,ARIHANTSUP.NS,257.95001220703125,292.9022327920917,349.7894531268971,False,False,False,False
2026-03-02,2026-03-02,ARKADE.NS,112.69999694824219,126.44217161599832,151.49776097590222,False,False,False,False
2026-03-02,2026-03-02,ARMANFIN.NS,1521.4000244140625,1588.004259891072,1568.2874739872375,False,False,False,True
2026-03-02,2026-03-02,AROGRANITE.NS,25.520000457763672,29.192272572888854,34.30695364716074,False,False,False,False
2026-03-02,2026-03-02,ARROWGREEN.NS,396.20001220703125,457.76781167456437,544.6540183359408,False,False,False,False
2026-03-02,2026-03-02,ARTEMISMED.NS,229.97999572753906,244.3737462768393,251.8750175306825,False,False,False,False
2026-03-02,2026-03-02,ARTNIRMAN.NS,39.47999954223633,44.084737580675224,48.99676999992926,False,False,False,False
2026-03-02,2026-03-02,ARVEE.NS,154.0,170.05329788853808,172.03920207662554,False,False,False,False
2026-03-02,2026-03-02,ARVIND.NS,344.3500061035156,341.8127643582887,331.9579509502279,True,True,True,True
2026-03-02,2026-03-02,ARVINDFASN.NS,440.04998779296875,472.9094778807859,487.7728900919484,False,False,False,False
2026-03-02,2026-03-02,ARVSMART.NS,516.2000122070312,565.0793831944145,613.626233367948,False,False,False,False
2026-03-02,2026-03-02,ASAHIINDIA.NS,850.8499755859375,955.8426835443311,894.1496965761195,False,False,False,True
2026-03-02,2026-03-02,ASAHISONG.NS,219.83999633789062,235.8594027851885,287.4955807113107,False,False,False,False
2026-03-02,2026-03-02,ASAL.NS,455.8999938964844,466.0843348303051,508.1935182009084,False,False,False,False
2026-03-02,2026-03-02,ASALCBR.NS,781.7000122070312,875.5255313555845,971.6560862329466,False,False,False,False
2026-03-02,2026-03-02,ASHAPURMIN.NS,522.1500244140625,652.8238081863216,612.1994022699555,False,False,False,True
2026-03-02,2026-03-02,ASHIANA.NS,323.20001220703125,308.0795164311768,303.7198525825114,True,True,True,True
2026-03-02,2026-03-02,ASHIMASYN.NS,14.989999771118164,16.97813060767828,21.337295567809313,False,False,False,False
2026-03-02,2026-03-02,ASHOKA.NS,128.6699981689453,153.63793126712795,178.76992550636112,False,False,False,False
2026-03-02,2026-03-02,ASHOKAMET.NS,14.1899995803833,15.014141667095108,16.45977497135345,False,False,False,False
2026-03-02,2026-03-02,ASHOKLEY.NS,209.00999450683594,193.46563619441335,156.36572509129917,True,True,True,True
2026-03-02,2026-03-02,ASIANENE.NS,292.8999938964844,284.70925228256357,301.4083451609318,True,False,False,False
2026-03-02,2026-03-02,ASIANHOTNR.NS,278.54998779296875,304.33758736668574,316.48127289054077,False,False,False,False
2026-03-02,2026-03-02,ASIANPAINT.NS,2307.10009765625,2538.389851614254,2560.256481099942,False,False,False,False
2026-03-02,2026-03-02,ASIANTILES.NS,68.77999877929688,70.80214474176955,65.71636086272517,False,True,False,True
2026-03-02,2026-03-02,ASKAUTOLTD.NS,400.1000061035156,448.8639698907084,464.883461786646,False,False,False,False
2026-03-02,2026-03-02,ASMS.NS,9.8100004196167,11.539509851866029,13.233943837603663,False,False,False,False
2026-03-02,2026-03-02,ASPINWALL.NS,211.64999389648438,223.7522026245653,247.95800655813093,False,False,False,False
2026-03-02,2026-03-02,ASTEC.NS,628.25,648.4698860034919,746.8605262437276,False,False,False,False
2026-03-02,2026-03-02,ASTERDM.NS,641.788818359375,607.9494414050406,593.3027173867081,True,True,True,True
2026-03-02,2026-03-02,ASTRAL.NS,1669.800048828125,1534.2854661425022,1490.695465521776,True,True,True,True
2026-03-02,2026-03-02,ASTRAMICRO.NS,982.4000244140625,943.2476753019537,951.429077825027,True,True,True,False
2026-03-02,2026-03-02,ASTRAZEN.NS,8801.0,8774.454989490363,8665.18574042974,True,True,True,True
2026-03-02,2026-03-02,ASTRON.NS,3.9700000286102295,5.071946502979697,9.988655954226184,False,False,False,False
2026-03-02,2026-03-02,ATALREAL.NS,23.65999984741211,25.65886489034027,22.208987758528846,False,True,False,True
2026-03-02,2026-03-02,ATAM.NS,59.709999084472656,74.38603218661416,89.98344859581896,False,False,False,False
2026-03-02,2026-03-02,ATGL.NS,492.8500061035156,543.9002656984597,601.1078778220868,False,False,False,False
2026-03-02,2026-03-02,ATHERENERG.NS,705.0,684.4983611061921,571.0431353773971,True,True,True,True
2026-03-02,2026-03-02,ATL.NS,24.1200008392334,26.07724489419422,29.33019813449071,False,False,False,False
2026-03-02,2026-03-02,ATLANTAA.NS,38.88999938964844,43.09790651276599,42.09650216665883,False,False,False,True
2026-03-02,2026-03-02,ATLASCYCLE.NS,87.7300033569336,95.32123120914373,101.69803929337073,False,False,False,False
2026-03-02,2026-03-02,ATUL.NS,6531.0,6302.01779020918,6306.667641625947,True,True,True,False
2026-03-02,2026-03-02,ATULAUTO.NS,477.5,462.6150251226449,470.4909808896233,True,True,True,False
2026-03-02,2026-03-02,AUBANK.NS,951.25,978.5903859000423,862.2659420727904,False,True,False,True
2026-03-02,2026-03-02,AURIONPRO.NS,858.25,980.297735575129,1165.5111194807387,False,False,False,False
2026-03-02,2026-03-02,AUROPHARMA.NS,1210.4000244140625,1179.1047159274378,1164.246598054945,True,True,True,True
2026-03-02,2026-03-02,AURUM.NS,169.50999450683594,179.45043954184604,180.3629040000222,False,False,False,False
2026-03-02,2026-03-02,AUSOMENT.NS,96.80000305175781,111.39695766296833,107.7793866908375,False,False,False,True
2026-03-02,2026-03-02,AUTOAXLES.NS,2006.800048828125,1943.345685385756,1824.7771424943385,True,True,True,True
2026-03-02,2026-03-02,AUTOIND.NS,73.0,76.1544471442017,78.12499184089799,False,False,False,False
2026-03-02,2026-03-02,AVADHSUGAR.NS,386.79998779296875,349.6286911751769,408.2860746762219,True,False,False,False
2026-03-02,2026-03-02,AVALON.NS,989.7000122070312,969.3695982804511,923.1386709927631,True,True,True,True
2026-03-02,2026-03-02,AVANTEL.NS,141.61000061035156,150.17918283504713,154.58580067601577,False,False,False,False
2026-03-02,2026-03-02,AVANTIFEED.NS,1290.300048828125,1060.7283952121138,841.838983461436,True,True,True,True
2026-03-02,2026-03-02,AVG.NS,140.75,157.2829089888506,213.83533290567115,False,False,False,False
2026-03-02,2026-03-02,AVL.NS,477.8500061035156,496.6160554723721,487.12346078854216,False,False,False,True
2026-03-02,2026-03-02,AVONMORE.NS,13.880000114440918,15.895187302532863,17.51904392802732,False,False,False,False
2026-03-02,2026-03-02,AVROIND.NS,131.86000061035156,128.2152946027972,139.08945603381804,True,False,False,False
2026-03-02,2026-03-02,AVTNPL.NS,62.68000030517578,66.11907007009903,68.29325500639645,False,False,False,False
2026-03-02,2026-03-02,AWFIS.NS,283.6499938964844,394.1809793292985,517.3196113597097,False,False,False,False
2026-03-02,2026-03-02,AWHCL.NS,481.29998779296875,507.05964181670413,534.1707913575851,False,False,False,False
2026-03-02,2026-03-02,AWL.NS,180.2899932861328,214.25629404439314,247.39700229357152,False,False,False,False
2026-03-02,2026-03-02,AXISBANK.NS,1372.300048828125,1324.5796408252188,1229.20664794536,True,True,True,True
2026-03-02,2026-03-02,AXISCADES.NS,1433.199951171875,1347.7526482669498,1280.9934653128867,True,True,True,True
2026-03-02,2026-03-02,AXITA.NS,8.5,9.221884987158758,9.163874648210857,False,False,False,True
2026-03-02,2026-03-02,AYMSYNTEX.NS,200.55999755859375,179.01605915339016,185.16616788453885,True,True,True,False
2026-03-02,2026-03-02,AZAD.NS,1677.0,1613.4412519702796,1595.2562414795127,True,True,True,True
2026-03-02,2026-03-02,BAFNAPH.NS,108.08999633789062,124.85478706541298,121.70747763690885,False,False,False,True
2026-03-02,2026-03-02,BAGFILMS.NS,5.010000228881836,5.774361423200773,6.563223720992097,False,False,False,False
2026-03-02,2026-03-02,BAIDFIN.NS,11.170000076293945,11.13564555440139,11.43168960268108,True,False,False,False
2026-03-02,2026-03-02,BAJAJ-AUTO.NS,9776.0,9584.234189978572,9053.643198118509,True,True,True,True
2026-03-02,2026-03-02,BAJAJCON.NS,379.1000061035156,336.61822413801565,271.32358182449497,True,True,True,True
2026-03-02,2026-03-02,BAJAJELEC.NS,361.25,415.83522920669134,525.579662418949,False,False,False,False
2026-03-02,2026-03-02,BAJAJFINSV.NS,1941.9000244140625,2020.0975806273204,1995.9304490187196,False,False,False,True
2026-03-02,2026-03-02,BAJAJHCARE.NS,324.20001220703125,372.63301915747144,433.1638213681417,False,False,False,False
2026-03-02,2026-03-02,BAJAJHFL.NS,85.27999877929688,91.88584055026935,105.62990235426426,False,False,False,False
2026-03-02,2026-03-02,BAJAJHIND.NS,15.609999656677246,17.04824582298062,20.587802498861134,False,False,False,False
2026-03-02,2026-03-02,BAJAJHLDNG.NS,10695.0,11109.18670666625,11733.225554932944,False,False,False,False
2026-03-02,2026-03-02,BAJAJINDEF.NS,237.22999572753906,296.0638182036564,327.9860432701254,False,False,False,False
2026-03-02,2026-03-02,BAJEL.NS,155.27999877929688,165.46514759209265,187.92465714985042,False,False,False,False
2026-03-02,2026-03-02,BAJFINANCE.NS,978.25,988.7153090268688,955.1042454223277,False,True,False,True
2026-03-02,2026-03-02,BALAJEE.NS,26.760000228881836,35.084316425657164,44.58564212039448,False,False,False,False
2026-03-02,2026-03-02,BALAJITELE.NS,100.20999908447266,99.26589449967449,98.9602174435452,True,True,True,True
2026-03-02,2026-03-02,BALAMINES.NS,1067.0,1139.1435731534061,1333.1589329040903,False,False,False,False
2026-03-02,2026-03-02,BALAXI.NS,18.8799991607666,24.767883894593993,40.09226325086761,False,False,False,False
2026-03-02,2026-03-02,BALKRISHNA.NS,16.260000228881836,17.54849799125636,19.965276041656107,False,False,False,False
2026-03-02,2026-03-02,BALKRISIND.NS,2302.60009765625,2464.10729154393,2456.5238377756496,False,False,False,True
2026-03-02,2026-03-02,BALMLAWRIE.NS,172.81884765625,175.3895627930812,186.96148918701223,False,False,False,False
2026-03-02,2026-03-02,BALPHARMA.NS,74.72000122070312,73.91935165128969,83.1430162094273,True,False,False,False
2026-03-02,2026-03-02,BALRAMCHIN.NS,458.25,447.93094564016076,478.677512072031,True,False,False,False
2026-03-02,2026-03-02,BALUFORGE.NS,472.29998779296875,496.8371842970513,572.1723381927221,False,False,False,False
2026-03-02,2026-03-02,BANARBEADS.NS,117.9000015258789,122.07928322143887,123.0388161778265,False,False,False,False
2026-03-02,2026-03-02,BANARISUG.NS,3601.199951171875,3601.3194485281047,3623.025534495317,False,False,False,False
2026-03-02,2026-03-02,BANCOINDIA.NS,585.3655395507812,640.9065238024509,618.6922675155046,False,False,False,True
2026-03-02,2026-03-02,BANDHANBNK.NS,177.66000366210938,161.20210029529107,160.52555514656694,True,True,True,True
2026-03-02,2026-03-02,BANG.NS,40.56999969482422,45.374078192818,50.272691739181646,False,False,False,False
2026-03-02,2026-03-02,BANKA.NS,56.02000045776367,63.293826269631865,74.48736209910557,False,False,False,False
2026-03-02,2026-03-02,BANKBARODA.NS,315.20001220703125,299.3738243286907,272.7202885143604,True,True,True,True
2026-03-02,2026-03-02,BANKINDIA.NS,172.3000030517578,160.70969115209195,137.7435519405832,True,True,True,True
2026-03-02,2026-03-02,BANSALWIRE.NS,255.39999389648438,284.08721098679916,326.37360818299913,False,False,False,False
2026-03-02,2026-03-02,BANSWRAS.NS,114.0,113.70468330745625,122.95776526700324,True,False,False,False
2026-03-02,2026-03-02,BASF.NS,3589.39990234375,3744.2663642680504,4268.783158738433,False,False,False,False
2026-03-02,2026-03-02,BASML.NS,21.709999084472656,24.630825435984487,29.111158320906622,False,False,False,False
2026-03-02,2026-03-02,BATAINDIA.NS,769.5,880.3679143226224,1048.8941717599691,False,False,False,False
2026-03-02,2026-03-02,BAYERCROP.NS,4554.10009765625,4601.738325307481,4858.670422688139,False,False,False,False
2026-03-02,2026-03-02,BBL.NS,2398.300048828125,2624.552016597501,2888.7076643923474,False,False,False,False
2026-03-02,2026-03-02,BBOX.NS,515.0,528.4260817020564,512.3883698529604,False,True,False,True
2026-03-02,2026-03-02,BBTC.NS,1644.199951171875,1780.2038720076089,1857.1057522210733,False,False,False,False
2026-03-02,2026-03-02,BBTCL.NS,169.66000366210938,187.4885898399551,190.92888840731783,False,False,False,False
2026-03-02,2026-03-02,BCG.NS,10.180000305175781,11.089643611164888,11.84890810096439,False,False,False,False
