horizon,balanced_accuracy,mcc,cohen_kappa,rows_tested,skipped_folds
5,0.36867745325266077,0.1946280922815161,0.19174308727640432,2135,0
10,0.31152965418857514,0.13043222952161923,0.12725484758660577,2135,0
