Date,Close,gmm_cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,gmm_regime,numeric_regime,smoothed_numeric_regime,smoothed_regime
2021-03-17,14721.2998046875,0,0.6760606443770546,0.3239393556170111,5.93510646503379e-12,Neutral,1,1,Neutral
2021-03-18,14557.849609375,1,0.05401011130798209,0.9459898886920185,1.2447852551879805e-16,Risk-Off,0,0,Risk-Off
2021-03-19,14744.0,0,0.999999992993363,7.006635736409985e-09,3.127925029844172e-20,Neutral,1,1,Neutral
2021-03-22,14736.400390625,0,0.9732796891045715,0.026720310895428527,4.9949729300335624e-17,Neutral,1,1,Neutral
2021-03-23,14814.75,0,0.9972067225642809,0.002793277435718879,8.619717998242997e-16,Neutral,1,1,Neutral
2021-03-24,14549.400390625,1,0.03324692636026567,0.9667530736397343,1.4880782779845175e-17,Risk-Off,0,0,Risk-Off
2021-03-25,14324.900390625,1,0.01809067417920644,0.981909325820793,6.080383283115353e-20,Risk-Off,0,0,Risk-Off
2021-03-26,14507.2998046875,0,0.9954086362094051,0.004591363790594305,7.037806300885946e-26,Neutral,1,1,Neutral
2021-03-30,14845.099609375,0,0.9999999984471248,1.5528749865256954e-09,5.207861573736452e-22,Neutral,1,1,Neutral
2021-03-31,14690.7001953125,0,0.676709238748268,0.32329076125173156,1.0072848785588777e-20,Neutral,1,1,Neutral
2021-04-01,14867.349609375,0,0.9978471144490879,0.0021528855509117314,1.0472033787170538e-16,Neutral,1,1,Neutral
2021-04-05,14637.7998046875,1,0.007427914697601446,0.9925720853023984,2.5474941612276872e-21,Risk-Off,0,0,Risk-Off
2021-04-06,14683.5,0,0.978028893416031,0.021971106583968326,8.310714942762681e-18,Neutral,1,1,Neutral
2021-04-07,14819.0498046875,0,0.9905792294903578,0.009420770509642115,1.4782407588453217e-16,Neutral,1,1,Neutral
2021-04-08,14873.7998046875,0,0.9908625990817295,0.009137400918270503,1.0245905923354373e-16,Neutral,1,1,Neutral
2021-04-09,14834.849609375,0,0.8602266009805298,0.13977339901946775,1.7606391492493431e-15,Neutral,1,1,Neutral
2021-04-12,14310.7998046875,1,4.400585888350318e-08,0.9999999559941425,2.498487858438348e-29,Risk-Off,0,0,Risk-Off
2021-04-13,14504.7998046875,0,0.999991226696106,8.773303893821978e-06,6.91272636087812e-22,Neutral,1,1,Neutral
2021-04-15,14581.4501953125,0,0.9965551622458227,0.0034448377541777637,1.4195742099237584e-20,Neutral,1,1,Neutral
2021-04-16,14617.849609375,0,0.9729072234772961,0.027092776522703536,1.6708245692173395e-19,Neutral,1,1,Neutral
2021-04-19,14359.4501953125,1,0.01693465353600305,0.9830653464639977,1.5278223844918585e-19,Risk-Off,0,0,Risk-Off
2021-04-20,14296.400390625,0,0.6457911076354571,0.35420889236454245,6.190850090823659e-20,Neutral,1,1,Neutral
2021-04-22,14406.150390625,0,0.9977551283526654,0.002244871647333863,3.041263405291333e-23,Neutral,1,1,Neutral
2021-04-23,14341.349609375,0,0.7487045196885301,0.2512954803114698,1.6002400726337337e-23,Neutral,1,1,Neutral
2021-04-26,14485.0,0,0.9947340342947558,0.0052659657052437055,6.843109804557967e-19,Neutral,1,1,Neutral
2021-04-27,14653.0498046875,0,0.9936194334177136,0.006380566582287178,1.171420319773999e-18,Neutral,1,1,Neutral
2021-04-28,14864.5498046875,0,0.999349395430268,0.0006506045697321967,9.144309996742363e-19,Neutral,1,1,Neutral
2021-04-29,14894.900390625,0,0.9944406493014591,0.005559350698540253,7.276884282965093e-20,Neutral,1,1,Neutral
2021-04-30,14631.099609375,1,0.007819403975874264,0.9921805960241253,1.1219911073858592e-21,Risk-Off,0,0,Risk-Off
2021-05-03,14634.150390625,0,0.895876782182183,0.10412321781781675,1.9027026026548208e-16,Neutral,1,1,Neutral
2021-05-04,14496.5,1,0.2245711983611615,0.775428801638838,1.4906979298478936e-17,Risk-Off,0,0,Risk-Off
